trade_date,natural_days_to_5pct_close_move,breach_date,breach_close
2005-07-12,7,2005-07-18,669.03
2005-07-13,6,2005-07-18,669.03
2005-07-14,5,2005-07-18,669.03
2005-07-15,14,2005-07-28,725.81
2005-07-18,9,2005-07-26,709.10
2005-07-19,9,2005-07-27,724.05
2005-07-20,8,2005-07-27,724.05
2005-07-21,7,2005-07-27,724.05
2005-07-22,11,2005-08-01,729.90
2005-07-25,8,2005-08-01,729.90
2005-07-26,9,2005-08-03,751.89
2005-07-27,10,2005-08-05,772.15
2005-07-28,9,2005-08-05,772.15
2005-07-29,8,2005-08-05,772.15
2005-08-01,5,2005-08-05,772.15
2005-08-02,7,2005-08-08,783.73
2005-08-03,7,2005-08-09,799.41
2005-08-04,6,2005-08-09,799.41
2005-08-05,7,2005-08-11,817.62
2005-08-08,8,2005-08-15,830.34
2005-08-09,9,2005-08-17,857.66
2005-08-10,8,2005-08-17,857.66
2005-08-11,22,2005-09-01,870.71
2005-08-12,6,2005-08-17,857.66
2005-08-15,19,2005-09-02,880.86
2005-08-16,18,2005-09-02,880.86
2005-08-17,28,2005-09-13,915.50
2005-08-18,15,2005-09-01,870.71
2005-08-19,14,2005-09-01,870.71
2005-08-22,12,2005-09-02,880.86
2005-08-23,10,2005-09-01,870.71
2005-08-24,10,2005-09-02,880.86
2005-08-25,12,2005-09-05,891.16
2005-08-26,11,2005-09-05,891.16
2005-08-29,8,2005-09-05,891.16
2005-08-30,4,2005-09-02,880.86
2005-08-31,8,2005-09-07,893.58
2005-09-01,13,2005-09-13,915.50
2005-09-02,13,2005-09-14,927.82
2005-09-05,15,2005-09-19,947.90
2005-09-06,8,2005-09-13,915.50
2005-09-07,13,2005-09-19,947.90
2005-09-08,12,2005-09-19,947.90
2005-09-09,11,2005-09-19,947.90
2005-09-12,8,2005-09-19,947.90
2005-09-13,15,2005-09-27,859.63
2005-09-14,10,2005-09-23,874.67
2005-09-15,9,2005-09-23,874.67
2005-09-16,8,2005-09-23,874.67
2005-09-19,4,2005-09-22,892.08
2005-09-20,3,2005-09-22,892.08
2005-09-21,3,2005-09-23,874.67
2005-09-22,36,2005-10-27,837.34
2005-09-23,36,2005-10-28,806.56
2005-09-26,32,2005-10-27,837.34
2005-09-27,32,2005-10-28,806.56
2005-09-28,31,2005-10-28,806.56
2005-09-29,30,2005-10-28,806.56
2005-09-30,29,2005-10-28,806.56
2005-10-10,19,2005-10-28,806.56
2005-10-11,18,2005-10-28,806.56
2005-10-12,16,2005-10-27,837.34
2005-10-13,15,2005-10-27,837.34
2005-10-14,15,2005-10-28,806.56
2005-10-17,12,2005-10-28,806.56
2005-10-18,10,2005-10-27,837.34
2005-10-19,9,2005-10-27,837.34
2005-10-20,8,2005-10-27,837.34
2005-10-21,7,2005-10-27,837.34
2005-10-24,4,2005-10-27,837.34
2005-10-25,4,2005-10-28,806.56
2005-10-26,3,2005-10-28,806.56
2005-10-27,40,2005-12-05,794.32
2005-10-28,22,2005-11-18,848.78
2005-10-31,22,2005-11-21,855.43
2005-11-01,8,2005-11-08,846.56
2005-11-02,66,2006-01-06,872.82
2005-11-03,64,2006-01-05,865.70
2005-11-04,64,2006-01-06,872.82
2005-11-07,29,2005-12-05,794.32
2005-11-08,28,2005-12-05,794.32
2005-11-09,27,2005-12-05,794.32
2005-11-10,57,2006-01-05,865.70
2005-11-11,56,2006-01-05,865.70
2005-11-14,54,2006-01-06,872.82
2005-11-15,52,2006-01-05,865.70
2005-11-16,52,2006-01-06,872.82
2005-11-17,51,2006-01-06,872.82
2005-11-18,18,2005-12-05,794.32
2005-11-21,15,2005-12-05,794.32
2005-11-22,49,2006-01-09,886.66
2005-11-23,13,2005-12-05,794.32
2005-11-24,12,2005-12-05,794.32
2005-11-25,11,2005-12-05,794.32
2005-11-28,8,2005-12-05,794.32
2005-11-29,42,2006-01-09,886.66
2005-11-30,6,2005-12-05,794.32
2005-12-01,40,2006-01-09,886.66
2005-12-02,35,2006-01-05,865.70
2005-12-05,16,2005-12-20,835.01
2005-12-06,21,2005-12-26,841.21
2005-12-07,23,2005-12-29,852.39
2005-12-08,21,2005-12-28,844.07
2005-12-09,28,2006-01-05,865.70
2005-12-12,25,2006-01-05,865.70
2005-12-13,24,2006-01-05,865.70
2005-12-14,27,2006-01-09,886.66
2005-12-15,23,2006-01-06,872.82
2005-12-16,25,2006-01-09,886.66
2005-12-19,22,2006-01-09,886.66
2005-12-20,21,2006-01-09,886.66
2005-12-21,16,2006-01-05,865.70
2005-12-22,16,2006-01-06,872.82
2005-12-23,18,2006-01-09,886.66
2005-12-26,15,2006-01-09,886.66
2005-12-27,14,2006-01-09,886.66
2005-12-28,13,2006-01-09,886.66
2005-12-29,15,2006-01-12,899.81
2005-12-30,11,2006-01-09,886.66
2006-01-04,9,2006-01-12,899.81
2006-01-05,15,2006-01-19,914.31
2006-01-06,34,2006-02-08,924.71
2006-01-09,37,2006-02-14,934.09
2006-01-10,36,2006-02-14,934.09
2006-01-11,31,2006-02-10,925.09
2006-01-12,83,2006-04-04,947.25
2006-01-13,83,2006-04-05,955.00
2006-01-16,79,2006-04-04,947.25
2006-01-17,44,2006-03-01,936.70
2006-01-18,78,2006-04-05,955.00
2006-01-19,79,2006-04-07,961.44
2006-01-20,76,2006-04-05,955.00
2006-01-23,75,2006-04-07,961.44
2006-01-24,72,2006-04-05,955.00
2006-01-25,21,2006-02-14,934.09
2006-02-06,59,2006-04-05,955.00
2006-02-07,60,2006-04-07,961.44
2006-02-08,62,2006-04-10,980.27
2006-02-09,58,2006-04-07,961.44
2006-02-10,60,2006-04-10,980.27
2006-02-13,57,2006-04-10,980.27
2006-02-14,24,2006-03-09,884.03
2006-02-15,23,2006-03-09,884.03
2006-02-16,51,2006-04-07,961.44
2006-02-17,48,2006-04-05,955.00
2006-02-20,44,2006-04-04,947.25
2006-02-21,49,2006-04-10,980.27
2006-02-22,48,2006-04-10,980.27
2006-02-23,47,2006-04-10,980.27
2006-02-24,46,2006-04-10,980.27
2006-02-27,43,2006-04-10,980.27
2006-02-28,42,2006-04-10,980.27
2006-03-01,7,2006-03-07,889.00
2006-03-02,40,2006-04-10,980.27
2006-03-03,39,2006-04-10,980.27
2006-03-06,36,2006-04-10,980.27
2006-03-07,28,2006-04-03,936.34
2006-03-08,27,2006-04-03,936.34
2006-03-09,15,2006-03-23,931.18
2006-03-10,14,2006-03-23,931.18
2006-03-13,23,2006-04-04,947.25
2006-03-14,22,2006-04-04,947.25
2006-03-15,22,2006-04-05,955.00
2006-03-16,21,2006-04-05,955.00
2006-03-17,19,2006-04-04,947.25
2006-03-20,17,2006-04-05,955.00
2006-03-21,18,2006-04-07,961.44
2006-03-22,20,2006-04-10,980.27
2006-03-23,19,2006-04-10,980.27
2006-03-24,18,2006-04-10,980.27
2006-03-27,15,2006-04-10,980.27
2006-03-28,14,2006-04-10,980.27
2006-03-29,13,2006-04-10,980.27
2006-03-30,12,2006-04-10,980.27
2006-03-31,11,2006-04-10,980.27
2006-04-03,10,2006-04-12,986.35
2006-04-04,36,2006-05-09,1022.82
2006-04-05,35,2006-05-09,1022.82
2006-04-06,34,2006-05-09,1022.82
2006-04-07,33,2006-05-09,1022.82
2006-04-10,31,2006-05-10,1037.93
2006-04-11,30,2006-05-10,1037.93
2006-04-12,29,2006-05-10,1037.93
2006-04-13,27,2006-05-09,1022.82
2006-04-14,27,2006-05-10,1037.93
2006-04-17,24,2006-05-10,1037.93
2006-04-18,23,2006-05-10,1037.93
2006-04-19,22,2006-05-10,1037.93
2006-04-20,20,2006-05-09,1022.82
2006-04-21,19,2006-05-09,1022.82
2006-04-24,16,2006-05-09,1022.82
2006-04-25,14,2006-05-08,993.20
2006-04-26,14,2006-05-09,1022.82
2006-04-27,13,2006-05-09,1022.82
2006-04-28,12,2006-05-09,1022.82
2006-05-08,5,2006-05-12,1066.17
2006-05-09,7,2006-05-15,1108.90
2006-05-10,6,2006-05-15,1108.90
2006-05-11,5,2006-05-15,1108.90
2006-05-12,7,2006-05-18,1121.48
2006-05-15,8,2006-05-22,1183.70
2006-05-16,4,2006-05-19,1153.64
2006-05-17,6,2006-05-22,1183.70
2006-05-18,5,2006-05-22,1183.70
2006-05-19,12,2006-05-30,1218.73
2006-05-22,3,2006-05-24,1119.44
2006-05-23,7,2006-05-29,1198.81
2006-05-24,6,2006-05-29,1198.81
2006-05-25,5,2006-05-29,1198.81
2006-05-26,7,2006-06-01,1278.24
2006-05-29,4,2006-06-01,1278.24
2006-05-30,4,2006-06-02,1287.82
2006-05-31,3,2006-06-02,1287.82
2006-06-01,9,2006-06-09,1214.09
2006-06-02,8,2006-06-09,1214.09
2006-06-05,3,2006-06-07,1244.92
2006-06-06,2,2006-06-07,1244.92
2006-06-07,20,2006-06-26,1319.45
2006-06-08,19,2006-06-26,1319.45
2006-06-09,12,2006-06-20,1285.23
2006-06-12,9,2006-06-20,1285.23
2006-06-13,8,2006-06-20,1285.23
2006-06-14,7,2006-06-20,1285.23
2006-06-15,9,2006-06-23,1297.75
2006-06-16,11,2006-06-26,1319.45
2006-06-19,11,2006-06-29,1349.11
2006-06-20,14,2006-07-03,1356.29
2006-06-21,9,2006-06-29,1349.11
2006-06-22,8,2006-06-29,1349.11
2006-06-23,14,2006-07-06,1382.23
2006-06-26,15,2006-07-10,1405.09
2006-06-27,14,2006-07-10,1405.09
2006-06-28,13,2006-07-10,1405.09
2006-06-29,13,2006-07-11,1417.30
2006-06-30,11,2006-07-10,1405.09
2006-07-03,30,2006-08-01,1286.35
2006-07-04,8,2006-07-11,1417.30
2006-07-05,7,2006-07-11,1417.30
2006-07-06,26,2006-07-31,1309.66
2006-07-07,7,2006-07-13,1314.40
2006-07-10,4,2006-07-13,1314.40
2006-07-11,3,2006-07-13,1314.40
2006-07-12,2,2006-07-13,1314.40
2006-07-13,14,2006-07-26,1383.19
2006-07-14,22,2006-08-04,1221.20
2006-07-17,17,2006-08-02,1273.41
2006-07-18,15,2006-08-01,1286.35
2006-07-19,16,2006-08-03,1269.58
2006-07-20,14,2006-08-02,1273.41
2006-07-21,13,2006-08-02,1273.41
2006-07-24,10,2006-08-02,1273.41
2006-07-25,8,2006-08-01,1286.35
2006-07-26,6,2006-07-31,1309.66
2006-07-27,6,2006-08-01,1286.35
2006-07-28,5,2006-08-01,1286.35
2006-07-31,5,2006-08-04,1221.20
2006-08-01,4,2006-08-04,1221.20
2006-08-02,6,2006-08-07,1185.39
2006-08-03,5,2006-08-07,1185.39
2006-08-04,21,2006-08-24,1286.41
2006-08-07,4,2006-08-10,1253.95
2006-08-08,21,2006-08-28,1316.24
2006-08-09,20,2006-08-28,1316.24
2006-08-10,21,2006-08-30,1329.20
2006-08-11,20,2006-08-30,1329.20
2006-08-14,11,2006-08-24,1286.41
2006-08-15,14,2006-08-28,1316.24
2006-08-16,15,2006-08-30,1329.20
2006-08-17,14,2006-08-30,1329.20
2006-08-18,11,2006-08-28,1316.24
2006-08-21,10,2006-08-30,1329.20
2006-08-22,10,2006-08-31,1336.31
2006-08-23,9,2006-08-31,1336.31
2006-08-24,14,2006-09-06,1355.48
2006-08-25,13,2006-09-06,1355.48
2006-08-28,24,2006-09-20,1385.26
2006-08-29,23,2006-09-20,1385.26
2006-08-30,30,2006-09-28,1399.31
2006-08-31,30,2006-09-29,1411.51
2006-09-01,19,2006-09-19,1378.55
2006-09-04,26,2006-09-29,1411.51
2006-09-05,35,2006-10-09,1433.79
2006-09-06,34,2006-10-09,1433.79
2006-09-07,23,2006-09-29,1411.51
2006-09-08,22,2006-09-29,1411.51
2006-09-11,29,2006-10-09,1433.79
2006-09-12,28,2006-10-09,1433.79
2006-09-13,17,2006-09-29,1411.51
2006-09-14,16,2006-09-29,1411.51
2006-09-15,25,2006-10-09,1433.79
2006-09-18,24,2006-10-11,1446.87
2006-09-19,30,2006-10-18,1453.10
2006-09-20,30,2006-10-19,1456.88
2006-09-21,54,2006-11-13,1306.78
2006-09-22,20,2006-10-11,1446.87
2006-09-25,24,2006-10-18,1453.10
2006-09-26,23,2006-10-18,1453.10
2006-09-27,48,2006-11-13,1306.78
2006-09-28,47,2006-11-13,1306.78
2006-09-29,46,2006-11-13,1306.78
2006-10-09,33,2006-11-10,1353.48
2006-10-10,32,2006-11-10,1353.48
2006-10-11,31,2006-11-10,1353.48
2006-10-12,30,2006-11-10,1353.48
2006-10-13,29,2006-11-10,1353.48
2006-10-16,26,2006-11-10,1353.48
2006-10-17,25,2006-11-10,1353.48
2006-10-18,21,2006-11-07,1379.31
2006-10-19,12,2006-10-30,1382.04
2006-10-20,22,2006-11-10,1353.48
2006-10-23,22,2006-11-13,1306.78
2006-10-24,18,2006-11-10,1353.48
2006-10-25,17,2006-11-10,1353.48
2006-10-26,19,2006-11-13,1306.78
2006-10-27,18,2006-11-13,1306.78
2006-10-30,15,2006-11-13,1306.78
2006-10-31,14,2006-11-13,1306.78
2006-11-01,13,2006-11-13,1306.78
2006-11-02,12,2006-11-13,1306.78
2006-11-03,11,2006-11-13,1306.78
2006-11-06,8,2006-11-13,1306.78
2006-11-07,7,2006-11-13,1306.78
2006-11-08,27,2006-12-04,1450.57
2006-11-09,5,2006-11-13,1306.78
2006-11-10,21,2006-11-30,1421.48
2006-11-13,15,2006-11-27,1386.25
2006-11-14,15,2006-11-28,1392.40
2006-11-15,16,2006-11-30,1421.48
2006-11-16,13,2006-11-28,1392.40
2006-11-17,13,2006-11-29,1402.46
2006-11-20,9,2006-11-28,1392.40
2006-11-21,9,2006-11-29,1402.46
2006-11-22,9,2006-11-30,1421.48
2006-11-23,8,2006-11-30,1421.48
2006-11-24,11,2006-12-04,1450.57
2006-11-27,9,2006-12-05,1461.38
2006-11-28,21,2006-12-18,1481.21
2006-11-29,20,2006-12-18,1481.21
2006-11-30,20,2006-12-19,1493.62
2006-12-01,20,2006-12-20,1525.95
2006-12-04,17,2006-12-20,1525.95
2006-12-05,4,2006-12-08,1380.10
2006-12-06,15,2006-12-20,1525.95
2006-12-07,14,2006-12-20,1525.95
2006-12-08,8,2006-12-15,1460.18
2006-12-11,9,2006-12-19,1493.62
2006-12-12,8,2006-12-19,1493.62
2006-12-13,8,2006-12-20,1525.95
2006-12-14,7,2006-12-20,1525.95
2006-12-15,25,2007-01-08,1571.82
2006-12-18,22,2007-01-08,1571.82
2006-12-19,21,2007-01-08,1571.82
2006-12-20,21,2007-01-09,1610.20
2006-12-21,20,2007-01-09,1610.20
2006-12-22,19,2007-01-09,1610.20
2006-12-25,16,2007-01-09,1610.20
2006-12-26,15,2007-01-09,1610.20
2006-12-27,14,2007-01-09,1610.20
2006-12-28,12,2007-01-08,1571.82
2006-12-29,11,2007-01-08,1571.82
2007-01-04,5,2007-01-08,1571.82
2007-01-05,5,2007-01-09,1610.20
2007-01-08,3,2007-01-10,1653.72
2007-01-09,8,2007-01-16,1727.79
2007-01-10,9,2007-01-18,1776.39
2007-01-11,8,2007-01-18,1776.39
2007-01-12,5,2007-01-16,1727.79
2007-01-15,4,2007-01-18,1776.39
2007-01-16,4,2007-01-19,1836.65
2007-01-17,3,2007-01-19,1836.65
2007-01-18,5,2007-01-22,1906.27
2007-01-19,21,2007-02-08,1936.74
2007-01-22,12,2007-02-02,1806.41
2007-01-23,11,2007-02-02,1806.41
2007-01-24,10,2007-02-02,1806.41
2007-01-25,19,2007-02-12,1979.74
2007-01-26,18,2007-02-12,1979.74
2007-01-29,5,2007-02-02,1806.41
2007-01-30,4,2007-02-02,1806.41
2007-01-31,9,2007-02-08,1936.74
2007-02-01,8,2007-02-08,1936.74
2007-02-02,6,2007-02-07,1900.95
2007-02-05,4,2007-02-08,1936.74
2007-02-06,7,2007-02-12,1979.74
2007-02-07,7,2007-02-13,2011.05
2007-02-08,7,2007-02-14,2052.67
2007-02-09,6,2007-02-14,2052.67
2007-02-12,4,2007-02-15,2112.07
2007-02-13,3,2007-02-15,2112.07
2007-02-14,3,2007-02-16,2165.07
2007-02-15,12,2007-02-26,2271.81
2007-02-16,20,2007-03-07,2288.40
2007-02-26,2,2007-02-27,2097.43
2007-02-27,4,2007-03-02,2211.79
2007-02-28,9,2007-03-08,2344.16
2007-03-01,7,2007-03-07,2288.40
2007-03-02,7,2007-03-08,2344.16
2007-03-05,4,2007-03-08,2344.16
2007-03-06,3,2007-03-08,2344.16
2007-03-07,6,2007-03-12,2449.10
2007-03-08,6,2007-03-13,2481.59
2007-03-09,7,2007-03-15,2531.94
2007-03-12,9,2007-03-20,2610.54
2007-03-13,8,2007-03-20,2610.54
2007-03-14,7,2007-03-20,2610.54
2007-03-15,7,2007-03-21,2659.30
2007-03-16,5,2007-03-20,2610.54
2007-03-19,4,2007-03-22,2677.63
2007-03-20,7,2007-03-26,2784.11
2007-03-21,7,2007-03-27,2835.29
2007-03-22,6,2007-03-27,2835.29
2007-03-23,13,2007-04-04,2859.24
2007-03-26,12,2007-04-06,2954.23
2007-03-27,14,2007-04-09,2999.09
2007-03-28,13,2007-04-09,2999.09
2007-03-29,7,2007-04-04,2859.24
2007-03-30,7,2007-04-05,2920.68
2007-04-02,5,2007-04-06,2954.23
2007-04-03,7,2007-04-09,2999.09
2007-04-04,7,2007-04-10,3033.29
2007-04-05,8,2007-04-12,3125.47
2007-04-06,7,2007-04-12,3125.47
2007-04-09,8,2007-04-16,3238.20
2007-04-10,7,2007-04-16,3238.20
2007-04-11,6,2007-04-16,3238.20
2007-04-12,6,2007-04-17,3320.88
2007-04-13,5,2007-04-17,3320.88
2007-04-16,3,2007-04-18,3410.57
2007-04-17,7,2007-04-23,3562.61
2007-04-18,8,2007-04-25,3583.26
2007-04-19,5,2007-04-23,3562.61
2007-04-20,7,2007-04-26,3621.14
2007-04-23,16,2007-05-08,3814.82
2007-04-24,15,2007-05-08,3814.82
2007-04-25,14,2007-05-08,3814.82
2007-04-26,13,2007-05-08,3814.82
2007-04-27,12,2007-05-08,3814.82
2007-04-30,10,2007-05-09,3864.12
2007-05-08,11,2007-05-18,4032.92
2007-05-09,13,2007-05-21,4138.97
2007-05-10,12,2007-05-21,4138.97
2007-05-11,11,2007-05-21,4138.97
2007-05-14,8,2007-05-21,4138.97
2007-05-15,4,2007-05-18,4032.92
2007-05-16,6,2007-05-21,4138.97
2007-05-17,6,2007-05-22,4227.78
2007-05-18,6,2007-05-23,4347.98
2007-05-21,3,2007-05-23,4347.98
2007-05-22,7,2007-05-28,4448.76
2007-05-23,9,2007-05-31,3894.68
2007-05-24,8,2007-05-31,3894.68
2007-05-25,6,2007-05-30,4151.00
2007-05-28,3,2007-05-30,4151.00
2007-05-29,2,2007-05-30,4151.00
2007-05-30,2,2007-05-31,3894.68
2007-05-31,2,2007-06-01,3632.90
2007-06-01,4,2007-06-04,3359.93
2007-06-04,5,2007-06-08,3578.51
2007-06-05,3,2007-06-07,3505.62
2007-06-06,3,2007-06-08,3578.51
2007-06-07,6,2007-06-12,3682.44
2007-06-08,6,2007-06-13,3838.02
2007-06-11,3,2007-06-13,3838.02
2007-06-12,7,2007-06-18,3878.97
2007-06-13,10,2007-06-22,3587.39
2007-06-14,9,2007-06-22,3587.39
2007-06-15,5,2007-06-19,3958.33
2007-06-18,5,2007-06-22,3587.39
2007-06-19,4,2007-06-22,3587.39
2007-06-20,3,2007-06-22,3587.39
2007-06-21,2,2007-06-22,3587.39
2007-06-22,4,2007-06-25,3338.37
2007-06-25,5,2007-06-29,3152.37
2007-06-26,4,2007-06-29,3152.37
2007-06-27,3,2007-06-29,3152.37
2007-06-28,8,2007-07-05,2962.84
2007-06-29,7,2007-07-05,2962.84
2007-07-02,4,2007-07-05,2962.84
2007-07-03,3,2007-07-05,2962.84
2007-07-04,2,2007-07-05,2962.84
2007-07-05,2,2007-07-06,3147.56
2007-07-06,18,2007-07-23,3467.96
2007-07-09,15,2007-07-23,3467.96
2007-07-10,14,2007-07-23,3467.96
2007-07-11,13,2007-07-23,3467.96
2007-07-12,12,2007-07-23,3467.96
2007-07-13,11,2007-07-23,3467.96
2007-07-16,5,2007-07-20,3281.92
2007-07-17,7,2007-07-23,3467.96
2007-07-18,6,2007-07-23,3467.96
2007-07-19,5,2007-07-23,3467.96
2007-07-20,4,2007-07-23,3467.96
2007-07-23,3,2007-07-25,3642.35
2007-07-24,3,2007-07-26,3731.40
2007-07-25,3,2007-07-27,3840.43
2007-07-26,5,2007-07-30,3936.79
2007-07-27,11,2007-08-06,4037.02
2007-07-30,22,2007-08-20,4140.42
2007-07-31,2,2007-08-01,3784.02
2007-08-01,6,2007-08-06,4037.02
2007-08-02,19,2007-08-20,4140.42
2007-08-03,19,2007-08-21,4178.02
2007-08-06,18,2007-08-23,4286.92
2007-08-07,17,2007-08-23,4286.92
2007-08-08,14,2007-08-21,4178.02
2007-08-09,14,2007-08-22,4237.94
2007-08-10,11,2007-08-20,4140.42
2007-08-13,8,2007-08-20,4140.42
2007-08-14,9,2007-08-22,4237.94
2007-08-15,7,2007-08-21,4178.02
2007-08-16,7,2007-08-22,4237.94
2007-08-17,6,2007-08-22,4237.94
2007-08-20,11,2007-08-30,4468.39
2007-08-21,10,2007-08-30,4468.39
2007-08-22,9,2007-08-30,4468.39
2007-08-23,9,2007-08-31,4515.24
2007-08-24,11,2007-09-03,4621.48
2007-08-27,8,2007-09-03,4621.48
2007-08-28,7,2007-09-03,4621.48
2007-08-29,6,2007-09-03,4621.48
2007-08-30,54,2007-10-22,4158.93
2007-08-31,50,2007-10-19,4277.37
2007-09-03,9,2007-09-11,4334.65
2007-09-04,45,2007-10-18,4316.60
2007-09-05,7,2007-09-11,4334.65
2007-09-06,6,2007-09-11,4334.65
2007-09-07,43,2007-10-19,4277.37
2007-09-10,2,2007-09-11,4334.65
2007-09-11,7,2007-09-17,4596.26
2007-09-12,6,2007-09-17,4596.26
2007-09-13,40,2007-10-22,4158.93
2007-09-14,39,2007-10-22,4158.93
2007-09-17,29,2007-10-15,4364.80
2007-09-18,25,2007-10-12,4375.31
2007-09-19,30,2007-10-18,4316.60
2007-09-20,23,2007-10-12,4375.31
2007-09-21,28,2007-10-18,4316.60
2007-09-24,25,2007-10-18,4316.60
2007-09-25,24,2007-10-18,4316.60
2007-09-26,27,2007-10-22,4158.93
2007-09-27,26,2007-10-22,4158.93
2007-09-28,21,2007-10-18,4316.60
2007-10-08,11,2007-10-18,4316.60
2007-10-09,7,2007-10-15,4364.80
2007-10-10,9,2007-10-18,4316.60
2007-10-11,9,2007-10-19,4277.37
2007-10-12,12,2007-10-23,4147.84
2007-10-15,10,2007-10-24,4049.97
2007-10-16,7,2007-10-22,4158.93
2007-10-17,6,2007-10-22,4158.93
2007-10-18,7,2007-10-24,4049.97
2007-10-19,6,2007-10-24,4049.97
2007-10-22,4,2007-10-25,3747.13
2007-10-23,3,2007-10-25,3747.13
