trade_date,start_close,natural_days_to_5pct_high_low_move,breach_date,breach_side,breach_high,breach_low,upper_bound,lower_bound
2009-07-29,3618.03,6,2009-08-03,up,3838.62,3761.73,3798.93,3437.13
2009-07-30,3660.61,6,2009-08-04,up,3876.24,3776.57,3843.64,3477.58
2009-07-31,3771.17,14,2009-08-13,down,3633.92,3540.76,3959.73,3582.61
2009-08-03,3838.62,10,2009-08-12,down,3787.97,3602.42,4030.55,3646.69
2009-08-04,3876.24,9,2009-08-12,down,3787.97,3602.42,4070.05,3682.43
2009-08-05,3901.16,8,2009-08-12,down,3787.97,3602.42,4096.22,3706.10
2009-08-06,3849.22,7,2009-08-12,down,3787.97,3602.42,4041.68,3656.76
2009-08-07,3742.53,7,2009-08-13,down,3633.92,3540.76,3929.66,3555.40
2009-08-10,3774.80,4,2009-08-13,down,3633.92,3540.76,3963.54,3586.06
2009-08-11,3800.70,2,2009-08-12,down,3787.97,3602.42,3990.74,3610.66
2009-08-12,3610.93,6,2009-08-17,down,3395.88,3196.08,3791.48,3430.38
2009-08-13,3616.84,2,2009-08-14,down,3620.68,3434.00,3797.68,3436.00
2009-08-14,3434.00,4,2009-08-17,down,3395.88,3196.08,3605.70,3262.30
2009-08-17,3197.23,8,2009-08-24,up,3408.75,3299.14,3357.09,3037.37
2009-08-18,3252.12,2,2009-08-19,down,3267.01,3060.47,3414.73,3089.51
2009-08-19,3086.19,3,2009-08-21,up,3312.08,3177.55,3240.50,2931.88
2009-08-20,3206.88,5,2009-08-24,up,3408.75,3299.14,3367.22,3046.54
2009-08-21,3312.08,6,2009-08-26,up,3490.91,3316.17,3477.68,3146.48
2009-08-24,3395.40,8,2009-08-31,down,3350.02,3160.12,3565.17,3225.63
2009-08-25,3355.87,3,2009-08-27,up,3527.26,3428.63,3523.66,3188.08
2009-08-26,3461.41,6,2009-08-31,down,3350.02,3160.12,3634.48,3288.34
2009-08-27,3500.65,5,2009-08-31,down,3350.02,3160.12,3675.68,3325.62
2009-08-28,3398.37,4,2009-08-31,down,3350.02,3160.12,3568.29,3228.45
2009-08-31,3163.17,5,2009-09-04,up,3372.31,3271.47,3321.33,3005.01
2009-09-01,3138.41,3,2009-09-03,up,3304.09,3148.98,3295.33,2981.49
2009-09-02,3151.00,3,2009-09-04,up,3372.31,3271.47,3308.55,2993.45
2009-09-03,3293.92,7,2009-09-09,up,3470.80,3412.53,3458.62,3129.22
2009-09-04,3355.19,11,2009-09-14,up,3588.08,3504.67,3522.95,3187.43
2009-09-07,3405.00,8,2009-09-14,up,3588.08,3504.67,3575.25,3234.75
2009-09-08,3455.47,8,2009-09-15,up,3634.62,3561.70,3628.24,3282.70
2009-09-09,3466.62,8,2009-09-16,up,3671.17,3568.70,3639.95,3293.29
2009-09-10,3429.54,6,2009-09-15,up,3634.62,3561.70,3601.02,3258.06
2009-09-11,3492.15,6,2009-09-16,up,3671.17,3568.70,3666.76,3317.54
2009-09-14,3579.92,5,2009-09-18,up,3769.12,3593.66,3758.92,3400.92
2009-09-15,3619.60,10,2009-09-24,down,3501.26,3362.91,3800.58,3438.62
2009-09-16,3646.41,8,2009-09-23,down,3609.83,3460.30,3828.73,3464.09
2009-09-17,3740.77,5,2009-09-21,down,3679.38,3524.48,3927.81,3553.73
2009-09-18,3626.91,7,2009-09-24,down,3501.26,3362.91,3808.26,3445.56
2009-09-21,3676.52,3,2009-09-23,down,3609.83,3460.30,3860.35,3492.69
2009-09-22,3589.19,3,2009-09-24,down,3501.26,3362.91,3768.65,3409.73
2009-09-23,3482.48,6,2009-09-28,down,3459.10,3291.93,3656.60,3308.36
2009-09-24,3452.76,6,2009-09-29,down,3318.75,3161.48,3625.40,3280.12
2009-09-25,3415.83,5,2009-09-29,down,3318.75,3161.48,3586.62,3245.04
2009-09-28,3308.50,16,2009-10-13,up,3501.87,3424.43,3473.93,3143.07
2009-09-29,3220.38,11,2009-10-09,up,3419.11,3301.83,3381.40,3059.36
2009-09-30,3250.40,10,2009-10-09,up,3419.11,3301.83,3412.92,3087.88
2009-10-09,3419.11,11,2009-10-19,up,3661.71,3571.84,3590.07,3248.15
2009-10-12,3439.28,8,2009-10-19,up,3661.71,3571.84,3611.24,3267.32
2009-10-13,3501.87,8,2009-10-20,up,3715.83,3658.75,3676.96,3326.78
2009-10-14,3543.41,8,2009-10-21,up,3728.91,3686.21,3720.58,3366.24
2009-10-15,3559.61,9,2009-10-23,up,3769.76,3709.34,3737.59,3381.63
2009-10-16,3578.56,8,2009-10-23,up,3769.76,3709.34,3757.49,3399.63
2009-10-19,3661.71,16,2009-11-03,up,3870.44,3791.28,3844.80,3478.62
2009-10-20,3715.83,16,2009-11-04,up,3912.64,3863.79,3901.62,3530.04
2009-10-21,3686.21,15,2009-11-04,up,3912.64,3863.79,3870.52,3501.90
2009-10-22,3706.28,14,2009-11-04,up,3912.64,3863.79,3891.59,3520.97
2009-10-23,3751.55,14,2009-11-05,up,3959.08,3897.07,3939.13,3563.97
2009-10-26,3761.27,11,2009-11-05,up,3959.08,3897.07,3949.33,3573.21
2009-10-27,3657.89,8,2009-11-03,up,3870.44,3791.28,3840.78,3475.00
2009-10-28,3695.39,8,2009-11-04,up,3912.64,3863.79,3880.16,3510.62
2009-10-29,3624.55,6,2009-11-03,up,3870.44,3791.28,3805.78,3443.32
2009-10-30,3665.99,5,2009-11-03,up,3870.44,3791.28,3849.29,3482.69
2009-11-02,3784.19,5,2009-11-06,up,4002.13,3958.11,3973.40,3594.98
2009-11-03,3869.77,10,2009-11-12,up,4096.22,4041.47,4063.26,3676.28
2009-11-04,3911.09,13,2009-11-16,up,4197.54,4129.49,4106.64,3715.54
2009-11-05,3951.00,12,2009-11-16,up,4197.54,4129.49,4148.55,3753.45
2009-11-06,3969.64,11,2009-11-16,up,4197.54,4129.49,4168.12,3771.16
2009-11-09,4006.83,9,2009-11-17,up,4239.84,4176.31,4207.17,3806.49
2009-11-10,4017.98,8,2009-11-17,up,4239.84,4176.31,4218.88,3817.08
2009-11-11,4046.11,8,2009-11-18,up,4253.37,4198.60,4248.42,3843.80
2009-11-12,4056.64,8,2009-11-19,up,4331.01,4250.79,4259.47,3853.81
2009-11-13,4104.99,7,2009-11-19,up,4331.01,4250.79,4310.24,3899.74
2009-11-16,4197.54,8,2009-11-23,up,4445.73,4365.47,4407.42,3987.66
2009-11-17,4226.50,7,2009-11-23,up,4445.73,4365.47,4437.82,4015.17
2009-11-18,4253.37,15,2009-12-02,up,4484.05,4404.46,4466.04,4040.70
2009-11-19,4331.01,9,2009-11-27,down,4208.36,4043.49,4547.56,4114.46
2009-11-20,4358.75,8,2009-11-27,down,4208.36,4043.49,4576.69,4140.81
2009-11-23,4445.73,2,2009-11-24,down,4461.63,4170.55,4668.02,4223.44
2009-11-24,4193.56,9,2009-12-02,up,4484.05,4404.46,4403.24,3983.88
2009-11-25,4360.02,3,2009-11-27,down,4208.36,4043.49,4578.02,4142.02
2009-11-26,4182.09,6,2009-12-01,up,4394.99,4248.89,4391.19,3972.99
2009-11-27,4074.01,5,2009-12-01,up,4394.99,4248.89,4277.71,3870.31
2009-11-30,4264.05,3,2009-12-02,up,4484.05,4404.46,4477.25,4050.85
2009-12-01,4394.99,18,2009-12-18,down,4215.86,4080.39,4614.74,4175.24
2009-12-02,4474.93,17,2009-12-18,down,4215.86,4080.39,4698.68,4251.18
2009-12-03,4515.84,2,2009-12-04,down,4533.17,4279.57,4741.63,4290.05
2009-12-04,4375.98,15,2009-12-18,down,4215.86,4080.39,4594.78,4157.18
2009-12-07,4459.08,12,2009-12-18,down,4215.86,4080.39,4682.03,4236.13
2009-12-08,4450.83,11,2009-12-18,down,4215.86,4080.39,4673.37,4228.29
2009-12-09,4386.53,10,2009-12-18,down,4215.86,4080.39,4605.86,4167.20
2009-12-10,4411.69,9,2009-12-18,down,4215.86,4080.39,4632.27,4191.11
2009-12-11,4408.39,8,2009-12-18,down,4215.86,4080.39,4628.81,4187.97
2009-12-14,4384.54,5,2009-12-18,down,4215.86,4080.39,4603.77,4165.31
2009-12-15,4412.45,4,2009-12-18,down,4215.86,4080.39,4633.07,4191.83
2009-12-16,4391.34,3,2009-12-18,down,4215.86,4080.39,4610.91,4171.77
2009-12-17,4258.45,6,2009-12-22,down,4153.60,4014.47,4471.37,4045.53
2009-12-18,4091.68,11,2009-12-28,up,4326.27,4262.37,4296.26,3887.10
2009-12-21,4146.90,10,2009-12-30,up,4360.52,4298.53,4354.24,3939.55
2009-12-22,4024.34,3,2009-12-24,up,4236.27,4096.40,4225.56,3823.12
2009-12-23,4098.22,6,2009-12-28,up,4326.27,4262.37,4303.13,3893.31
2009-12-24,4229.80,13,2010-01-05,up,4462.23,4378.10,4441.29,4018.31
2009-12-25,4255.65,13,2010-01-06,up,4499.51,4445.50,4468.43,4042.87
2009-12-28,4326.27,17,2010-01-13,up,4545.42,4430.01,4542.58,4109.96
2009-12-29,4351.14,17,2010-01-14,up,4609.30,4494.06,4568.70,4133.58
2009-12-30,4336.61,16,2010-01-14,up,4609.30,4494.06,4553.44,4119.78
2009-12-31,4391.28,16,2010-01-15,up,4658.09,4617.86,4610.84,4171.72
2010-01-04,4406.77,12,2010-01-15,up,4658.09,4617.86,4627.11,4186.43
2010-01-05,4462.23,14,2010-01-18,up,4734.05,4644.25,4685.34,4239.12
2010-01-06,4452.87,13,2010-01-18,up,4734.05,4644.25,4675.51,4230.23
2010-01-07,4361.16,8,2010-01-14,up,4609.30,4494.06,4579.22,4143.10
2010-01-08,4417.77,8,2010-01-15,up,4658.09,4617.86,4638.66,4196.88
2010-01-11,4449.94,8,2010-01-18,up,4734.05,4644.25,4672.44,4227.44
2010-01-12,4541.60,15,2010-01-26,down,4429.23,4186.37,4768.68,4314.52
2010-01-13,4485.32,6,2010-01-18,up,4734.05,4644.25,4709.59,4261.05
2010-01-14,4609.30,13,2010-01-26,down,4429.23,4186.37,4839.77,4378.84
2010-01-15,4658.09,8,2010-01-22,down,4560.12,4390.85,4890.99,4425.19
2010-01-18,4734.05,5,2010-01-22,down,4560.12,4390.85,4970.75,4497.35
2010-01-19,4740.45,4,2010-01-22,down,4560.12,4390.85,4977.47,4503.43
2010-01-20,4586.75,7,2010-01-26,down,4429.23,4186.37,4816.09,4357.41
2010-01-21,4606.43,6,2010-01-26,down,4429.23,4186.37,4836.75,4376.11
2010-01-22,4471.28,5,2010-01-26,down,4429.23,4186.37,4694.84,4247.72
2010-01-25,4407.04,2,2010-01-26,down,4429.23,4186.37,4627.39,4186.69
2010-01-26,4226.94,29,2010-02-23,up,4464.23,4353.05,4438.29,4015.59
2010-01-27,4194.63,27,2010-02-22,up,4422.33,4355.04,4404.36,3984.90
2010-01-28,4248.04,27,2010-02-23,up,4464.23,4353.05,4460.44,4035.64
2010-01-29,4290.32,27,2010-02-24,up,4559.66,4425.66,4504.84,4075.80
2010-02-01,4239.99,23,2010-02-23,up,4464.23,4353.05,4451.99,4027.99
2010-02-02,4225.47,22,2010-02-23,up,4464.23,4353.05,4436.74,4014.20
2010-02-03,4304.84,22,2010-02-24,up,4559.66,4425.66,4520.08,4089.60
2010-02-04,4364.23,22,2010-02-25,up,4645.83,4563.95,4582.44,4146.02
2010-02-05,4281.78,20,2010-02-24,up,4559.66,4425.66,4495.87,4067.69
2010-02-08,4278.58,17,2010-02-24,up,4559.66,4425.66,4492.51,4064.65
2010-02-09,4277.33,16,2010-02-24,up,4559.66,4425.66,4491.20,4063.46
2010-02-10,4330.42,15,2010-02-24,up,4559.66,4425.66,4546.94,4113.90
2010-02-11,4307.13,14,2010-02-24,up,4559.66,4425.66,4522.49,4091.77
2010-02-12,4366.28,14,2010-02-25,up,4645.83,4563.95,4584.59,4147.97
2010-02-22,4392.69,4,2010-02-25,up,4645.83,4563.95,4612.32,4173.06
2010-02-23,4464.23,7,2010-03-01,up,4727.43,4656.98,4687.44,4241.02
2010-02-24,4559.66,8,2010-03-03,up,4790.08,4710.67,4787.64,4331.68
2010-02-25,4645.06,36,2010-04-01,up,4904.30,4825.02,4877.31,4412.81
2010-02-26,4653.34,35,2010-04-01,up,4904.30,4825.02,4886.01,4420.67
2010-03-01,4721.89,15,2010-03-15,down,4530.22,4468.32,4957.98,4485.80
2010-03-02,4724.64,14,2010-03-15,down,4530.22,4468.32,4960.87,4488.41
2010-03-03,4788.50,10,2010-03-12,down,4613.17,4526.87,5027.93,4549.07
2010-03-04,4617.85,29,2010-04-01,up,4904.30,4825.02,4848.74,4386.96
2010-03-05,4617.36,28,2010-04-01,up,4904.30,4825.02,4848.23,4386.49
2010-03-08,4676.44,26,2010-04-02,up,4924.71,4890.60,4910.26,4442.62
2010-03-09,4682.25,25,2010-04-02,up,4924.71,4890.60,4916.36,4448.14
2010-03-10,4630.01,23,2010-04-01,up,4904.30,4825.02,4861.51,4398.51
2010-03-11,4605.25,22,2010-04-01,up,4904.30,4825.02,4835.51,4374.99
2010-03-12,4532.08,11,2010-03-22,up,4767.16,4717.60,4758.68,4305.48
2010-03-15,4498.09,5,2010-03-19,up,4726.74,4675.29,4722.99,4273.19
2010-03-16,4555.31,15,2010-03-30,up,4804.22,4757.41,4783.08,4327.54
2010-03-17,4674.64,17,2010-04-02,up,4924.71,4890.60,4908.37,4440.91
2010-03-18,4686.25,16,2010-04-02,up,4924.71,4890.60,4920.56,4451.94
2010-03-19,4723.85,21,2010-04-08,up,4973.17,4934.42,4960.04,4487.66
2010-03-22,4766.94,19,2010-04-09,up,5031.25,4956.02,5005.29,4528.59
2010-03-23,4739.37,18,2010-04-09,up,5031.25,4956.02,4976.34,4502.40
2010-03-24,4750.99,17,2010-04-09,up,5031.25,4956.02,4988.54,4513.44
2010-03-25,4678.81,9,2010-04-02,up,4924.71,4890.60,4912.75,4444.87
2010-03-26,4742.47,15,2010-04-09,up,5031.25,4956.02,4979.59,4505.35
2010-03-29,4770.54,12,2010-04-09,up,5031.25,4956.02,5009.07,4532.01
2010-03-30,4800.45,14,2010-04-12,up,5088.29,5042.32,5040.47,4560.43
2010-03-31,4822.08,13,2010-04-12,up,5088.29,5042.32,5063.18,4580.98
2010-04-01,4904.30,30,2010-04-30,down,4666.54,4446.61,5149.52,4659.09
2010-04-02,4922.82,29,2010-04-30,down,4666.54,4446.61,5168.96,4676.68
2010-04-06,4942.33,24,2010-04-29,down,4872.15,4686.54,5189.45,4695.21
2010-04-07,4951.73,23,2010-04-29,down,4872.15,4686.54,5199.32,4704.14
2010-04-08,4956.37,22,2010-04-29,down,4872.15,4686.54,5204.19,4708.55
2010-04-09,5031.25,12,2010-04-20,down,4875.36,4721.83,5282.81,4779.69
2010-04-12,5088.29,8,2010-04-19,down,5001.17,4805.14,5342.70,4833.88
2010-04-13,4989.39,8,2010-04-20,down,4875.36,4721.83,5238.86,4739.92
2010-04-14,5074.68,6,2010-04-19,down,5001.17,4805.14,5328.41,4820.95
2010-04-15,5024.77,6,2010-04-20,down,4875.36,4721.83,5276.01,4773.53
2010-04-16,5019.35,5,2010-04-20,down,4875.36,4721.83,5270.32,4768.38
2010-04-19,4806.11,4,2010-04-22,up,5101.70,4983.89,5046.42,4565.80
2010-04-20,4875.09,11,2010-04-30,down,4666.54,4446.61,5118.84,4631.34
2010-04-21,5029.03,7,2010-04-27,down,4980.26,4775.24,5280.48,4777.58
2010-04-22,5060.75,6,2010-04-27,down,4980.26,4775.24,5313.79,4807.71
2010-04-23,5007.60,7,2010-04-29,down,4872.15,4686.54,5257.98,4757.22
2010-04-26,4999.06,4,2010-04-29,down,4872.15,4686.54,5249.01,4749.11
2010-04-27,4869.61,4,2010-04-30,down,4666.54,4446.61,5113.09,4626.13
2010-04-28,4834.79,3,2010-04-30,down,4666.54,4446.61,5076.53,4593.05
2010-04-29,4686.94,2,2010-04-30,down,4666.54,4446.61,4921.29,4452.59
2010-04-30,4527.76,11,2010-05-10,down,4492.48,4279.21,4754.15,4301.37
2010-05-04,4520.36,7,2010-05-10,down,4492.48,4279.21,4746.38,4294.34
2010-05-05,4662.84,3,2010-05-07,down,4544.40,4395.61,4895.98,4429.70
2010-05-06,4533.90,5,2010-05-10,down,4492.48,4279.21,4760.60,4307.20
2010-05-07,4453.17,5,2010-05-11,down,4465.54,4225.82,4675.83,4230.51
2010-05-10,4367.27,3,2010-05-12,down,4251.88,4073.10,4585.63,4148.91
2010-05-11,4239.79,7,2010-05-17,down,4202.32,3981.20,4451.78,4027.80
2010-05-12,4134.52,7,2010-05-18,down,4022.24,3852.67,4341.25,3927.79
2010-05-13,4236.40,5,2010-05-17,down,4202.32,3981.20,4448.22,4024.58
2010-05-14,4257.81,4,2010-05-17,down,4202.32,3981.20,4470.70,4044.92
2010-05-17,3981.29,5,2010-05-21,down,3993.74,3779.69,4180.35,3782.23
2010-05-18,4007.42,4,2010-05-21,down,3993.74,3779.69,4207.79,3807.05
2010-05-19,4007.16,3,2010-05-21,down,3993.74,3779.69,4207.52,3806.80
2010-05-20,3918.58,5,2010-05-24,up,4191.25,4022.89,4114.51,3722.65
2010-05-21,3993.74,5,2010-05-25,up,4201.22,4118.44,4193.43,3794.05
2010-05-24,4179.35,9,2010-06-01,down,4134.70,3967.33,4388.32,3970.38
2010-05-25,4169.41,36,2010-06-29,down,4066.90,3814.47,4377.88,3960.94
2010-05-26,4182.71,7,2010-06-01,down,4134.70,3967.33,4391.85,3973.57
2010-05-27,4264.16,6,2010-06-01,down,4134.70,3967.33,4477.37,4050.95
2010-05-28,4281.09,5,2010-06-01,down,4134.70,3967.33,4495.14,4067.04
2010-05-31,4149.96,30,2010-06-29,down,4066.90,3814.47,4357.46,3942.46
2010-06-01,4061.45,9,2010-06-09,up,4288.90,4190.33,4264.52,3858.38
2010-06-02,4129.53,28,2010-06-29,down,4066.90,3814.47,4336.01,3923.05
2010-06-03,4098.90,8,2010-06-10,up,4328.45,4269.69,4303.85,3893.95
2010-06-04,4133.33,26,2010-06-29,down,4066.90,3814.47,4340.00,3926.66
2010-06-07,4119.62,4,2010-06-10,up,4328.45,4269.69,4325.60,3913.64
2010-06-08,4180.62,22,2010-06-29,down,4066.90,3814.47,4389.65,3971.59
2010-06-09,4288.90,10,2010-06-18,down,4220.80,4041.61,4503.35,4074.45
2010-06-10,4297.88,9,2010-06-18,down,4220.80,4041.61,4512.77,4082.99
2010-06-11,4277.14,8,2010-06-18,down,4220.80,4041.61,4491.00,4063.28
2010-06-17,4231.55,5,2010-06-21,down,4169.36,4014.36,4443.13,4019.97
2010-06-18,4067.74,12,2010-06-29,down,4066.90,3814.47,4271.13,3864.35
2010-06-21,4169.36,9,2010-06-29,down,4066.90,3814.47,4377.83,3960.89
2010-06-22,4207.43,8,2010-06-29,down,4066.90,3814.47,4417.80,3997.06
2010-06-23,4205.53,7,2010-06-29,down,4066.90,3814.47,4415.81,3995.25
2010-06-24,4207.91,6,2010-06-29,down,4066.90,3814.47,4418.31,3997.51
2010-06-25,4139.81,5,2010-06-29,down,4066.90,3814.47,4346.80,3932.82
2010-06-28,4053.19,2,2010-06-29,down,4066.90,3814.47,4255.85,3850.53
2010-06-29,3814.47,4,2010-07-02,down,3678.62,3492.26,4005.19,3623.75
2010-06-30,3732.65,3,2010-07-02,down,3678.62,3492.26,3919.28,3546.02
2010-07-01,3685.54,2,2010-07-02,down,3678.62,3492.26,3869.82,3501.26
2010-07-02,3659.95,8,2010-07-09,up,3892.93,3749.80,3842.95,3476.95
2010-07-05,3627.29,4,2010-07-08,up,3814.03,3735.03,3808.65,3445.93
2010-07-06,3738.74,7,2010-07-12,up,3946.70,3879.50,3925.68,3551.80
2010-07-07,3795.59,14,2010-07-20,up,4053.19,3939.44,3985.37,3605.81
2010-07-08,3773.37,13,2010-07-20,up,4053.19,3939.44,3962.04,3584.70
2010-07-09,3886.27,13,2010-07-21,up,4087.00,4040.86,4080.58,3691.96
2010-07-12,3934.18,12,2010-07-23,up,4135.99,4073.52,4130.89,3737.47
2010-07-13,3878.64,9,2010-07-21,up,4087.00,4040.86,4072.57,3684.71
2010-07-14,3916.17,9,2010-07-22,up,4125.25,4042.66,4111.98,3720.36
2010-07-15,3816.80,6,2010-07-20,up,4053.19,3939.44,4007.64,3625.96
2010-07-16,3841.83,5,2010-07-20,up,4053.19,3939.44,4033.92,3649.74
2010-07-19,3930.96,5,2010-07-23,up,4135.99,4073.52,4127.51,3734.41
2010-07-20,4053.19,9,2010-07-28,up,4266.85,4163.14,4255.85,3850.53
2010-07-21,4059.38,8,2010-07-28,up,4266.85,4163.14,4262.35,3856.41
2010-07-22,4125.25,12,2010-08-02,up,4389.72,4298.68,4331.51,3918.99
2010-07-23,4131.47,11,2010-08-02,up,4389.72,4298.68,4338.04,3924.90
2010-07-26,4188.47,9,2010-08-03,up,4417.92,4320.95,4397.89,3979.05
2010-07-27,4184.58,8,2010-08-03,up,4417.92,4320.95,4393.81,3975.35
2010-07-28,4266.85,10,2010-08-06,up,4480.65,4360.85,4480.19,4053.51
2010-07-29,4296.21,12,2010-08-09,up,4549.79,4482.74,4511.02,4081.40
2010-07-30,4299.05,11,2010-08-09,up,4549.79,4482.74,4514.00,4084.10
2010-08-02,4389.72,16,2010-08-17,up,4629.67,4566.16,4609.21,4170.23
2010-08-03,4320.95,7,2010-08-09,up,4549.79,4482.74,4537.00,4104.90
2010-08-04,4372.51,14,2010-08-17,up,4629.67,4566.16,4591.14,4153.88
2010-08-05,4396.12,13,2010-08-17,up,4629.67,4566.16,4615.93,4176.31
2010-08-06,4480.65,25,2010-08-30,up,4705.88,4606.94,4704.68,4256.62
2010-08-09,4549.79,24,2010-09-01,up,4791.65,4643.16,4777.28,4322.30
2010-08-10,4385.81,8,2010-08-17,up,4629.67,4566.16,4605.10,4166.52
2010-08-11,4439.11,20,2010-08-30,up,4705.88,4606.94,4661.07,4217.15
2010-08-12,4388.62,6,2010-08-17,up,4629.67,4566.16,4608.05,4169.19
2010-08-13,4471.54,18,2010-08-30,up,4705.88,4606.94,4695.12,4247.96
2010-08-16,4573.42,18,2010-09-02,up,4806.20,4705.70,4802.09,4344.75
2010-08-17,4618.33,18,2010-09-03,up,4855.38,4777.50,4849.25,4387.41
2010-08-18,4611.65,17,2010-09-03,up,4855.38,4777.50,4842.23,4381.07
2010-08-19,4621.57,16,2010-09-03,up,4855.38,4777.50,4852.65,4390.49
2010-08-20,4522.61,12,2010-08-31,up,4768.08,4678.78,4748.74,4296.48
2010-08-23,4565.87,11,2010-09-02,up,4806.20,4705.70,4794.16,4337.58
2010-08-24,4626.35,14,2010-09-06,up,4877.55,4793.32,4857.67,4395.03
2010-08-25,4534.71,7,2010-08-31,up,4768.08,4678.78,4761.45,4307.97
2010-08-26,4562.35,7,2010-09-01,up,4791.65,4643.16,4790.47,4334.23
2010-08-27,4585.51,8,2010-09-03,up,4855.38,4777.50,4814.79,4356.23
2010-08-30,4705.88,15,2010-09-13,up,4969.13,4890.25,4941.17,4470.59
2010-08-31,4755.85,15,2010-09-14,up,5001.63,4949.95,4993.64,4518.06
2010-09-01,4698.73,13,2010-09-13,up,4969.13,4890.25,4933.67,4463.79
2010-09-02,4802.27,47,2010-10-18,down,4784.22,4471.40,5042.38,4562.16
2010-09-03,4845.91,46,2010-10-18,down,4784.22,4471.40,5088.21,4603.61
2010-09-06,4824.31,43,2010-10-18,down,4784.22,4471.40,5065.53,4583.09
2010-09-07,4865.78,42,2010-10-18,down,4784.22,4471.40,5109.07,4622.49
2010-09-08,4905.63,14,2010-09-21,down,4715.32,4642.85,5150.91,4660.35
2010-09-09,4837.02,40,2010-10-18,down,4784.22,4471.40,5078.87,4595.17
2010-09-10,4886.05,39,2010-10-18,down,4784.22,4471.40,5130.35,4641.75
2010-09-13,4967.47,4,2010-09-16,down,4901.56,4703.60,5215.84,4719.10
2010-09-14,4982.86,3,2010-09-16,down,4901.56,4703.60,5232.00,4733.72
2010-09-15,4888.01,7,2010-09-21,down,4715.32,4642.85,5132.41,4643.61
2010-09-16,4766.85,33,2010-10-18,down,4784.22,4471.40,5005.19,4528.51
2010-09-17,4767.48,32,2010-10-18,down,4784.22,4471.40,5005.85,4529.11
2010-09-20,4695.95,22,2010-10-11,up,4951.72,4877.78,4930.75,4461.15
2010-09-21,4677.68,18,2010-10-08,up,4917.72,4819.00,4911.56,4443.80
2010-09-27,4801.46,22,2010-10-18,down,4784.22,4471.40,5041.53,4561.39
2010-09-28,4785.70,21,2010-10-18,down,4784.22,4471.40,5024.98,4546.41
2010-09-29,4720.63,15,2010-10-13,up,4969.01,4900.34,4956.66,4484.60
2010-09-30,4785.49,19,2010-10-18,down,4784.22,4471.40,5024.76,4546.22
2010-10-08,4899.57,11,2010-10-18,down,4784.22,4471.40,5144.55,4654.59
2010-10-11,4922.59,8,2010-10-18,down,4784.22,4471.40,5168.72,4676.46
2010-10-12,4950.26,7,2010-10-18,down,4784.22,4471.40,5197.77,4702.75
2010-10-13,4968.83,6,2010-10-18,down,4784.22,4471.40,5217.27,4720.39
2010-10-14,4809.47,5,2010-10-18,down,4784.22,4471.40,5049.94,4569.00
2010-10-15,4789.48,4,2010-10-18,down,4784.22,4471.40,5028.95,4550.01
2010-10-18,4708.41,5,2010-10-22,up,4996.93,4926.14,4943.83,4472.99
2010-10-19,4865.70,8,2010-10-26,up,5158.05,5087.05,5108.98,4622.41
2010-10-20,4892.28,7,2010-10-26,up,5158.05,5087.05,5136.89,4647.67
2010-10-21,4930.62,7,2010-10-27,up,5192.08,5106.74,5177.15,4684.09
2010-10-22,4985.85,11,2010-11-01,up,5362.95,5232.57,5235.14,4736.56
2010-10-25,5107.28,8,2010-11-01,up,5362.95,5232.57,5362.64,4851.92
2010-10-26,5158.05,8,2010-11-02,up,5440.50,5342.23,5415.95,4900.15
2010-10-27,5124.13,7,2010-11-02,up,5440.50,5342.23,5380.34,4867.92
2010-10-28,5145.56,6,2010-11-02,up,5440.50,5342.23,5402.84,4888.28
2010-10-29,5211.52,8,2010-11-05,up,5473.11,5414.91,5472.10,4950.94
2010-11-01,5362.95,9,2010-11-09,up,5635.87,5568.22,5631.10,5094.80
2010-11-02,5343.49,8,2010-11-09,up,5635.87,5568.22,5610.66,5076.32
2010-11-03,5271.82,6,2010-11-08,up,5598.49,5490.64,5535.41,5008.23
2010-11-04,5392.56,7,2010-11-10,up,5669.45,5596.35,5662.19,5122.93
2010-11-05,5473.11,11,2010-11-15,down,5367.21,5186.59,5746.77,5199.45
2010-11-08,5598.49,5,2010-11-12,down,5592.10,5223.82,5878.41,5318.57
2010-11-09,5635.75,4,2010-11-12,down,5592.10,5223.82,5917.54,5353.96
2010-11-10,5651.39,3,2010-11-12,down,5592.10,5223.82,5933.96,5368.82
2010-11-11,5596.38,2,2010-11-12,down,5592.10,5223.82,5876.20,5316.56
2010-11-12,5227.25,7,2010-11-18,down,5090.08,4962.94,5488.61,4965.89
2010-11-15,5367.21,3,2010-11-17,down,5188.44,4976.71,5635.57,5098.85
2010-11-16,5197.37,10,2010-11-25,up,5479.13,5417.94,5457.24,4937.50
2010-11-17,5001.94,6,2010-11-22,up,5368.22,5195.62,5252.04,4751.84
2010-11-18,5080.88,5,2010-11-22,up,5368.22,5195.62,5334.92,4826.84
2010-11-19,5236.57,27,2010-12-15,up,5514.59,5460.59,5498.40,4974.74
2010-11-22,5332.61,36,2010-12-27,down,5262.72,5031.06,5599.24,5065.98
2010-11-23,5261.92,36,2010-12-28,down,5017.19,4895.81,5525.02,4998.82
2010-11-24,5414.17,14,2010-12-07,down,5299.74,5136.72,5684.88,5143.46
2010-11-25,5452.84,6,2010-11-30,down,5459.71,5146.80,5725.48,5180.20
2010-11-26,5444.86,5,2010-11-30,down,5459.71,5146.80,5717.10,5172.62
2010-11-29,5458.10,2,2010-11-30,down,5459.71,5146.80,5731.01,5185.19
