时间,基准收益,策略收益,当日盈利,当日亏损,当日买入,当日卖出,超额收益(%)
2021-11-18 16:00:00,-27.32,108.85,0,-193481,0,0,187.36
2021-11-19 16:00:00,-26.48,111.83,149149,0,0,0,188.13
2021-11-22 16:00:00,-25.13,111.3,0,-26466,0,0,182.22
2021-11-23 16:00:00,-25.18,112.99,84181,0,0,0,184.67
2021-11-24 16:00:00,-25.21,114.57,79049,0,0,0,186.9
2021-11-25 16:00:00,-25.33,117.36,139562,0,0,0,191.09
2021-11-26 16:00:00,-25.19,114.57,0,-139444,0,0,186.82
2021-11-29 16:00:00,-24.63,110.49,0,-204080.74,2223180,-2220608,179.28
2021-11-30 16:00:00,-24.12,115.72,261723,0,0,0,184.29
2021-12-01 16:00:00,-24.1,118.9,158723,0,0,0,188.41
2021-12-02 16:00:00,-24.93,116.98,0,-95721,0,0,189.04
2021-12-03 16:00:00,-24.4,118.05,53310,0,0,0,188.43
2021-12-06 16:00:00,-25.51,113.07,0,-248691,0,0,186.04
2021-12-07 16:00:00,-26.69,115.87,139657,0,0,0,194.46
2021-12-08 16:00:00,-25.36,114.51,0,-67673,0,0,187.39
2021-12-09 16:00:00,-25.27,117.23,135859,0,0,0,190.69
2021-12-10 16:00:00,-25.11,116.37,0,-43232,0,0,188.92
2021-12-13 16:00:00,-24.77,130.94,728697.85,0,2356176,-2354072,206.98
2021-12-14 16:00:00,-24.8,138.35,370389,0,0,0,216.95
2021-12-15 16:00:00,-25.05,134.03,0,-216083,0,0,212.25
2021-12-16 16:00:00,-24.57,136.79,138185,0,0,0,213.92
2021-12-17 16:00:00,-25.63,135.17,0,-81199,0,0,216.22
2021-12-20 16:00:00,-26.97,132.09,0,-153712.04,11656229,-11672441,217.8
2021-12-21 16:00:00,-26.05,144.26,608488,0,0,0,230.3
2021-12-22 16:00:00,-25.28,141.75,0,-125791,0,0,223.54
2021-12-23 16:00:00,-25.26,135.87,0,-293763,0,0,215.59
2021-12-24 16:00:00,-26.74,133.22,0,-132310,0,0,218.35
2021-12-27 16:00:00,-26.74,138.96,286718,0,0,0,226.18
2021-12-28 16:00:00,-25.92,135.94,0,-150881,0,0,218.49
2021-12-29 16:00:00,-25.99,136.51,28266,0,0,0,219.56
2021-12-30 16:00:00,-25.34,139.41,144978,0,0,0,220.67
2021-12-31 16:00:00,-24.53,143.49,204194,0,0,0,222.63
2022-01-04 16:00:00,-24.79,148.02,226410.27,0,2680218,-2685893,229.77
2022-01-05 16:00:00,-26.69,146.86,0,-57799,0,0,236.73
2022-01-06 16:00:00,-26.1,149.07,110453,0,0,0,237.04
2022-01-07 16:00:00,-27.62,150.55,73849,0,0,0,246.16
2022-01-10 16:00:00,-27.13,152.94,119349.9,0,2487108,-2497670,247.11
2022-01-11 16:00:00,-27.96,158.32,269094,0,0,0,258.58
2022-01-12 16:00:00,-26.71,159.48,57902,0,0,0,254.05
2022-01-13 16:00:00,-27.98,161.27,89643,0,0,0,262.77
2022-01-14 16:00:00,-27.69,158.6,0,-133333,0,0,257.63
2022-01-17 16:00:00,-26.44,160.76,108039.59,0,5315662,-5325162,254.49
2022-01-18 16:00:00,-26.9,153.88,0,-344027,0,0,247.31
2022-01-19 16:00:00,-27.78,159.18,264839,0,0,0,258.88
2022-01-20 16:00:00,-29.41,152.9,0,-313780,0,0,258.27
2022-01-21 16:00:00,-30.39,153.21,15451,0,0,0,263.76
2022-01-24 16:00:00,-30.04,147.71,0,-275320.6,7825039,-7844686,254.07
2022-01-25 16:00:00,-32.8,134.54,0,-658532,0,0,249.02
2022-01-26 16:00:00,-32.44,135.92,69145,0,0,0,249.2
2022-01-27 16:00:00,-34.43,125.65,0,-513538,0,0,244.14
2022-01-28 16:00:00,-34.31,129.33,184374,0,0,0,249.11
2022-02-07 16:00:00,-33.47,131.97,131898,0,0,0,248.67
2022-02-08 16:00:00,-33.29,137.4,271439,0,0,0,255.87
2022-02-09 16:00:00,-32.06,139.59,109632,0,0,0,252.65
2022-02-10 16:00:00,-32.4,138.78,0,-40771,0,0,253.22
2022-02-11 16:00:00,-33.73,139.51,36701,0,0,0,261.42
2022-02-14 16:00:00,-33.99,144.8,264442.4,0,2764740,-2762448,270.85
2022-02-15 16:00:00,-32.88,148.29,174269,0,0,0,269.92
2022-02-16 16:00:00,-32.33,149.94,82753,0,0,0,269.35
2022-02-17 16:00:00,-31.97,144.52,0,-271084,0,0,259.43
2022-02-18 16:00:00,-31.68,147.99,173532,0,0,0,262.98
2022-02-21 16:00:00,-30.9,159.46,573677,0,0,0,275.48
2022-02-22 16:00:00,-31.42,150.88,0,-429104,0,0,265.82
2022-02-23 16:00:00,-29.81,154.05,158544,0,0,0,261.95
2022-02-24 16:00:00,-31.37,147.46,0,-329625,0,0,260.57
2022-02-25 16:00:00,-30.64,150.76,165101,0,0,0,261.53
2022-02-28 16:00:00,-30.1,146.93,0,-191609.49,2550666,-2533300,253.26
2022-03-01 16:00:00,-30.01,148.47,77103,0,0,0,255.01
2022-03-02 16:00:00,-30.15,150.07,80049,0,0,0,258.01
2022-03-03 16:00:00,-30.82,150.02,0,-2880,0,0,261.41
2022-03-04 16:00:00,-31.78,148.67,0,-67433,0,0,264.51
2022-03-07 16:00:00,-33.24,143.75,0,-246058.56,2502984,-2532048,265.11
2022-03-08 16:00:00,-35.26,133.61,0,-506668,0,0,260.84
2022-03-09 16:00:00,-35.97,126.86,0,-337537,0,0,254.3
2022-03-10 16:00:00,-34.5,133.04,308937,0,0,0,255.79
2022-03-11 16:00:00,-34.14,140.09,352516,0,0,0,264.55
2022-03-14 16:00:00,-35.93,134.26,0,-291566.58,2697508,-2703330,265.63
2022-03-15 16:00:00,-39.01,121.82,0,-621877,0,0,263.7
2022-03-16 16:00:00,-36.94,125.42,179637,0,0,0,257.47
2022-03-17 16:00:00,-35.76,131.49,303710,0,0,0,260.35
2022-03-18 16:00:00,-35.19,134.21,136014,0,0,0,261.38
2022-03-21 16:00:00,-34.48,136.09,93992,0,0,0,260.33
2022-03-22 16:00:00,-34.77,134.78,0,-65270,0,0,259.93
2022-03-23 16:00:00,-34.36,134.55,0,-11868,0,0,257.33
2022-03-24 16:00:00,-34.99,133.72,0,-41347,0,0,259.51
2022-03-25 16:00:00,-35.75,133.04,0,-34025,0,0,262.71
2022-03-28 16:00:00,-36.24,131.81,0,-61557,0,0,263.57
2022-03-29 16:00:00,-36.64,128.99,0,-141064,0,0,261.41
2022-03-30 16:00:00,-35.33,132.9,195479,0,0,0,260.14
2022-03-31 16:00:00,-36.2,131.94,0,-48044,0,0,263.54
2022-04-01 16:00:00,-36.19,129.13,0,-140288,0,0,259.08
2022-04-06 16:00:00,-36.27,135.94,340363,0,0,0,270.22
2022-04-07 16:00:00,-37.6,134.59,0,-67222,0,0,275.95
2022-04-08 16:00:00,-38.05,134.34,0,-12449,0,0,278.27
2022-04-11 16:00:00,-40.38,123.18,0,-557947.38,2389608,-2389610,274.34
2022-04-12 16:00:00,-39.57,127.72,226579,0,0,0,276.83
2022-04-13 16:00:00,-40.78,124.23,0,-174064,0,0,278.64
2022-04-14 16:00:00,-40.08,132.06,391462,0,0,0,287.28
2022-04-15 16:00:00,-40.88,125.91,0,-307494,0,0,282.12
2022-04-18 16:00:00,-40.4,128.87,147847.83,0,2387010,-2394666,284.01
2022-04-19 16:00:00,-40.22,128.23,0,-32104,0,0,281.78
2022-04-20 16:00:00,-41.27,129,38668,0,0,0,289.92
2022-04-21 16:00:00,-43.65,121.22,0,-389128,0,0,292.58
2022-04-22 16:00:00,-44.49,116.43,0,-239455,0,0,289.89
2022-04-25 16:00:00,-48.83,101.51,0,-746105.05,4291560,-4294296,293.8
2022-04-26 16:00:00,-50.38,96.41,0,-254690,0,0,295.83
2022-04-27 16:00:00,-47.8,98.53,105939,0,0,0,280.33
2022-04-28 16:00:00,-48.24,93.78,0,-237679,0,0,274.38
2022-04-29 16:00:00,-45.97,105.65,593315,0,0,0,280.62
2022-05-05 16:00:00,-45.01,107.03,69341.27,0,4178680,-4182408,276.49
2022-05-06 16:00:00,-45.69,103.58,0,-172466,0,0,274.85
2022-05-09 16:00:00,-44.97,107.92,216818,0,0,0,277.83
2022-05-10 16:00:00,-43.94,113.1,258743,0,0,0,280.13
2022-05-11 16:00:00,-43.44,114.46,68055,0,0,0,279.17
2022-05-12 16:00:00,-43.15,120.24,289270,0,0,0,287.41
2022-05-13 16:00:00,-42.8,118.12,0,-105965,0,0,281.33
2022-05-16 16:00:00,-42.69,118.26,6869,0,0,0,280.84
2022-05-17 16:00:00,-42.36,115.83,0,-121723,0,0,274.44
2022-05-18 16:00:00,-42.27,119.16,166676,0,0,0,279.63
2022-05-19 16:00:00,-41.78,120.27,55746,0,0,0,278.34
2022-05-20 16:00:00,-40.99,122.35,103917,0,0,0,276.8
2022-05-23 16:00:00,-40.24,128.84,324323,0,0,0,282.93
2022-05-24 16:00:00,-42.7,119.14,0,-484904,0,0,282.44
2022-05-25 16:00:00,-41.7,121.42,113829,0,0,0,279.79
2022-05-26 16:00:00,-41.33,120.04,0,-68758,0,0,275.05
2022-05-27 16:00:00,-41.49,125.65,280380,0,0,0,285.66
2022-05-30 16:00:00,-40.81,129.34,184445.2,0,2771678,-2725800,287.46
2022-05-31 16:00:00,-40.14,136.8,372980,0,0,0,295.59
2022-06-01 16:00:00,-39.96,136.62,0,-8731,0,0,294.1
2022-06-02 16:00:00,-39.3,139.83,160170,0,0,0,295.11
2022-06-06 16:00:00,-37.77,143.78,197641.54,0,2971800,-2976092,291.74
2022-06-07 16:00:00,-37.84,142.11,0,-83385,0,0,289.49
2022-06-08 16:00:00,-37.74,140.09,0,-101138,0,0,285.62
2022-06-09 16:00:00,-38.85,134.74,0,-267439,0,0,283.88
2022-06-10 16:00:00,-37.56,140.8,302967,0,0,0,285.65
2022-06-13 16:00:00,-37.12,136.92,0,-193890.55,5202941,-5215130,276.78
2022-06-14 16:00:00,-37.21,135.73,0,-59640,0,0,275.43
2022-06-15 16:00:00,-37.31,136.54,40723,0,0,0,277.32
2022-06-16 16:00:00,-36.91,140.87,216446,0,0,0,281.79
2022-06-17 16:00:00,-36.17,141.91,52034,0,0,0,278.99
2022-06-20 16:00:00,-35.48,141.39,0,-26153.48,12085907,-12096699,274.13
2022-06-21 16:00:00,-36.13,142.33,47133,0,0,0,279.41
2022-06-22 16:00:00,-36.96,136.59,0,-287292,0,0,275.3
2022-06-23 16:00:00,-35.51,146.1,475844,0,0,0,281.61
2022-06-24 16:00:00,-34.7,154.98,443650,0,0,0,290.47
2022-06-27 16:00:00,-34.02,153.47,0,-75371.04,2873578,-2875359,284.16
2022-06-28 16:00:00,-33.3,163.86,519385,0,0,0,295.59
2022-06-29 16:00:00,-34.98,157.83,0,-301387,0,0,296.54
2022-06-30 16:00:00,-34.09,160.55,136078,0,0,0,295.31
2022-07-01 16:00:00,-34.1,159.91,0,-31809,0,0,294.4
2022-07-04 16:00:00,-33.33,156.95,0,-148392.01,2808752,-2816450,285.41
2022-07-05 16:00:00,-33.71,154.1,0,-142541,0,0,283.32
2022-07-06 16:00:00,-34.49,152.65,0,-72445,0,0,285.67
2022-07-07 16:00:00,-33.66,153.84,59841,0,0,0,282.63
2022-07-08 16:00:00,-34.04,156.25,120339,0,0,0,288.49
2022-07-11 16:00:00,-35.05,148.71,0,-377212.3,2487060,-2497836,282.93
2022-07-12 16:00:00,-36.13,141.62,0,-354445,0,0,278.3
2022-07-13 16:00:00,-35.61,146.5,244004,0,0,0,282.82
2022-07-14 16:00:00,-34.8,147.38,44361,0,0,0,279.42
2022-07-15 16:00:00,-35.44,141.8,0,-279340,0,0,274.54
2022-07-18 16:00:00,-34.49,148.89,354706.44,0,2677160,-2680320,279.93
2022-07-19 16:00:00,-33.96,159.29,519644,0,0,0,292.63
2022-07-20 16:00:00,-33.01,163.25,198227,0,0,0,292.97
2022-07-21 16:00:00,-33.34,161.76,0,-74654,0,0,292.68
2022-07-22 16:00:00,-33.73,161.54,0,-10991,0,0,294.66
2022-07-25 16:00:00,-34.53,156.19,0,-267574.03,3017484,-3025218,291.31
2022-07-26 16:00:00,-33.79,159.94,187803,0,0,0,292.6
2022-07-27 16:00:00,-33.11,164.3,218020,0,0,0,295.13
2022-07-28 16:00:00,-32.64,167.89,179538,0,0,0,297.7
2022-07-29 16:00:00,-32.95,163.99,0,-195215,0,0,293.72
2022-08-01 16:00:00,-32.35,165.78,89583.51,0,3150288,-3142620,292.88
2022-08-02 16:00:00,-34.45,153.44,0,-616837,0,0,286.64
2022-08-03 16:00:00,-34.84,153.25,0,-9605,0,0,288.66
2022-08-04 16:00:00,-34.43,156.75,174906,0,0,0,291.57
2022-08-05 16:00:00,-33.2,160.39,181807,0,0,0,289.81
2022-08-08 16:00:00,-32.39,162.25,93012.96,0,5250422,-5264550,287.89
2022-08-09 16:00:00,-32.1,162.01,0,-11930,0,0,285.88
2022-08-10 16:00:00,-32.05,163.51,75379.76,0,0,0,287.8
2022-08-11 16:00:00,-31.28,174.6,554206,0,0,0,299.59
2022-08-12 16:00:00,-31.9,176.1,75164,0,0,0,305.43
2022-08-15 16:00:00,-31.38,173.85,0,-112775.4,6117872,-6084644,299.08
2022-08-16 16:00:00,-30.99,175.51,83114,0,0,0,299.23
2022-08-17 16:00:00,-30.96,176.01,25096,0,0,0,299.78
2022-08-18 16:00:00,-30.74,181.7,284410,0,0,0,306.73
2022-08-19 16:00:00,-31.84,177.99,0,-185266,0,0,307.85
2022-08-22 16:00:00,-31.33,178.38,19285.33,0,3285558,-3286156,305.39
2022-08-23 16:00:00,-31.17,178.78,20026,0,0,0,305.03
2022-08-24 16:00:00,-33.68,171.26,0,-376174,0,0,309.02
2022-08-25 16:00:00,-33.9,174.77,175459,0,0,0,315.69
2022-08-26 16:00:00,-34.24,175.24,23500,0,0,0,318.55
2022-08-29 16:00:00,-33.85,175.38,7070.07,0,8793456,-8804530,316.3
2022-08-30 16:00:00,-34.27,188.91,676713,0,0,0,339.54
2022-08-31 16:00:00,-36.4,194.28,268284,0,0,0,362.7
2022-09-01 16:00:00,-36.72,195.69,70617,0,0,0,367.27
2022-09-02 16:00:00,-36.15,193.24,0,-122291,0,0,359.26
2022-09-05 16:00:00,-36.02,187.28,0,-298026.66,3506714,-3516654,349.02
2022-09-06 16:00:00,-34.81,190.34,152638,0,0,0,345.38
2022-09-07 16:00:00,-34.4,189.44,0,-44690,0,0,341.22
2022-09-08 16:00:00,-35.02,184.5,0,-247192,0,0,337.83
2022-09-09 16:00:00,-34.87,189.58,254295,0,0,0,344.62
2022-09-13 16:00:00,-34.96,198.21,431117.57,0,5829560,-5841200,358.5
2022-09-14 16:00:00,-35.66,190.98,0,-361262,0,0,352.25
2022-09-15 16:00:00,-37.64,191.47,24400,0,0,0,367.4
2022-09-16 16:00:00,-38.94,187.65,0,-190708,0,0,371.09
2022-09-19 16:00:00,-39.71,178.75,0,-445123.77,3391297,-3376447,362.35
2022-09-20 16:00:00,-38.93,182.02,163148,0,0,0,361.8
2022-09-21 16:00:00,-38.95,185.39,168631,0,0,0,367.47
2022-09-22 16:00:00,-38.88,183.92,0,-73293,0,0,364.53
2022-09-23 16:00:00,-40.05,180.62,0,-164899,0,0,368.09
2022-09-26 16:00:00,-40.8,173.94,0,-334105,0,0,362.74
2022-09-27 16:00:00,-39.61,180.16,310813,0,0,0,363.92
2022-09-28 16:00:00,-41.48,175.97,0,-209350,0,0,371.58
2022-09-29 16:00:00,-41.32,168.89,0,-354045,0,0,358.23
2022-09-30 16:00:00,-42.3,166.9,0,-99638,0,0,362.56
2022-10-10 16:00:00,-43.62,159.45,0,-372548,0,0,360.18
2022-10-11 16:00:00,-43.31,173.04,679751,0,0,0,381.64
2022-10-12 16:00:00,-41.66,184.1,552985,0,0,0,386.97
2022-10-13 16:00:00,-41.1,193.73,481248,0,0,0,398.69
2022-10-14 16:00:00,-39.64,199.27,276983,0,0,0,395.81
2022-10-17 16:00:00,-39.02,203.65,219412.58,0,3833466,-3847988,397.95
2022-10-18 16:00:00,-38.68,207.47,191019,0,0,0,401.42
2022-10-19 16:00:00,-39.13,205.27,0,-110163,0,0,401.51
2022-10-20 16:00:00,-39.42,204.69,0,-29127,0,0,402.95
2022-10-21 16:00:00,-39.4,202.82,0,-93642,0,0,399.7
2022-10-24 16:00:00,-39.91,196.92,0,-294830.95,3496608,-3504592,394.13
2022-10-25 16:00:00,-40.12,195.63,0,-64521,0,0,393.7
2022-10-26 16:00:00,-38.84,207.73,605295,0,0,0,403.16
2022-10-27 16:00:00,-39.12,209.4,83401,0,0,0,408.21
2022-10-28 16:00:00,-41.21,200.91,0,-424508,0,0,411.84
2022-10-31 16:00:00,-40.72,203.26,117514.83,0,5934316,-5935288,411.57
2022-11-01 16:00:00,-39.33,217.91,732305,0,0,0,424
2022-11-02 16:00:00,-38.53,222.36,222757,0,0,0,424.42
2022-11-03 16:00:00,-38.13,222.68,15863,0,0,0,421.55
2022-11-04 16:00:00,-36.79,226.94,213173,0,0,0,417.23
2022-11-07 16:00:00,-36.75,226.06,0,-44242.52,3220575,-3243345,415.51
2022-11-08 16:00:00,-36.93,225.84,0,-10913,0,0,416.63
2022-11-09 16:00:00,-37.1,224.74,0,-55028,0,0,416.28
2022-11-10 16:00:00,-37.79,225.44,35138,0,0,0,423.13
2022-11-11 16:00:00,-37.41,232.24,339554,0,0,0,430.82
2022-11-14 16:00:00,-37.82,233.17,46950.14,0,7729120,-7720862,435.82
2022-11-15 16:00:00,-36.38,240.66,374293,0,0,0,435.46
2022-11-16 16:00:00,-36.86,244.55,194561,0,0,0,445.69
2022-11-17 16:00:00,-36.74,247.18,131397,0,0,0,448.81
2022-11-18 16:00:00,-37.27,247.68,25222,0,0,0,454.25
2022-11-21 16:00:00,-36.98,245.12,0,-128124.78,4034520,-4044940,447.64
2022-11-22 16:00:00,-37.98,239.12,0,-299831,0,0,446.79
2022-11-23 16:00:00,-38.12,234.99,0,-206507,0,0,441.35
2022-11-24 16:00:00,-37.94,232.41,0,-129146,0,0,435.63
2022-11-25 16:00:00,-38.65,232.65,12095,0,0,0,442.22
2022-11-28 16:00:00,-38.83,228.21,0,-222410.59,6234918,-6262392,436.55
2022-11-29 16:00:00,-37.87,235.1,344502,0,0,0,439.35
2022-11-30 16:00:00,-37.91,237.83,136581,0,0,0,444.1
2022-12-01 16:00:00,-37.27,242.03,210170,0,0,0,445.24
2022-12-02 16:00:00,-37.06,241.09,0,-47153,0,0,441.93
2022-12-05 16:00:00,-36.74,244.32,161736.14,0,3386824,-3377550,444.29
2022-12-06 16:00:00,-36.84,243.16,0,-57859,0,0,443.32
2022-12-07 16:00:00,-36.83,241.14,0,-101388,0,0,440.03
2022-12-08 16:00:00,-37.23,239.67,0,-73525,0,0,441.13
2022-12-09 16:00:00,-37.06,234.64,0,-251353,0,0,431.68
2022-12-12 16:00:00,-37.3,235.4,37834.56,0,3279744,-3298092,434.93
2022-12-13 16:00:00,-37.88,230.74,0,-232555,0,0,432.42
2022-12-14 16:00:00,-38.1,230.42,0,-16031,0,0,433.8
2022-12-15 16:00:00,-37.84,233.05,131129,0,0,0,435.79
2022-12-16 16:00:00,-38.58,226.03,0,-350968,0,0,430.82
2022-12-19 16:00:00,-39.79,215.26,0,-538538.35,16232724,-16255029,423.6
2022-12-20 16:00:00,-40.25,209.42,0,-291820,0,0,417.86
2022-12-21 16:00:00,-40.75,207.43,0,-99284,0,0,418.87
2022-12-22 16:00:00,-41.71,204.71,0,-136063,0,0,422.75
2022-12-23 16:00:00,-41.96,206.26,77392,0,0,0,427.67
2022-12-26 16:00:00,-40.88,205.74,0,-25914,0,0,417.15
2022-12-27 16:00:00,-40.41,207.28,76928,0,0,0,415.66
2022-12-28 16:00:00,-40.94,206.06,0,-60931,0,0,418.22
2022-12-29 16:00:00,-41.01,199.88,0,-309334,0,0,408.36
2022-12-30 16:00:00,-40.82,200.58,35423,0,0,0,407.91
2023-01-03 16:00:00,-39.48,205.99,270180,0,0,0,405.6
2023-01-04 16:00:00,-39.5,215.44,472466,0,0,0,421.39
2023-01-05 16:00:00,-38.9,215.13,0,-15517,0,0,415.76
2023-01-06 16:00:00,-38.76,214.38,0,-37199,0,0,413.36
2023-01-09 16:00:00,-38.43,215.4,50720,0,0,0,412.26
2023-01-10 16:00:00,-38.38,213.21,0,-109204,0,0,408.29
2023-01-11 16:00:00,-38.89,212.18,0,-51449,0,0,410.85
2023-01-12 16:00:00,-38.86,212.48,14529,0,0,0,411.09
2023-01-13 16:00:00,-38.6,218.78,315257,0,0,0,419.19
2023-01-16 16:00:00,-37.9,222.6,190955.17,0,3694236,-3698120,419.48
2023-01-17 16:00:00,-37.84,219.94,0,-133127,0,0,414.7
2023-01-18 16:00:00,-37.7,220.95,50766,0,0,0,415.17
2023-01-19 16:00:00,-37.1,222.94,99285,0,0,0,413.42
2023-01-20 16:00:00,-36.53,225.36,121182,0,0,0,412.62
2023-01-30 16:00:00,-36.06,228.63,163287.42,0,6985700,-7002978,413.97
2023-01-31 16:00:00,-35.89,230.26,81830,0,0,0,415.15
2023-02-01 16:00:00,-34.84,234.85,229490,0,0,0,413.89
2023-02-02 16:00:00,-34.68,234.77,0,-3982,0,0,412.51
2023-02-03 16:00:00,-34.76,237.88,155354,0,0,0,417.9
2023-02-06 16:00:00,-35.07,235.04,0,-141813.82,3386064,-3389228,416
2023-02-07 16:00:00,-34.76,242.03,349048,0,0,0,424.26
2023-02-08 16:00:00,-35.2,243.82,89864,0,0,0,430.59
2023-02-09 16:00:00,-34.06,248.89,253108,0,0,0,429.1
2023-02-10 16:00:00,-34.28,248.6,0,-14410,0,0,430.43
2023-02-13 16:00:00,-33.56,253.24,232044,0,0,0,431.67
2023-02-14 16:00:00,-33.47,257.37,206626,0,0,0,437.16
2023-02-15 16:00:00,-33.45,258.52,57494,0,0,0,438.72
2023-02-16 16:00:00,-34.76,247.64,0,-544104,0,0,432.86
2023-02-17 16:00:00,-35.29,248.58,47176,0,0,0,438.68
2023-02-20 16:00:00,-34.43,254.28,285030.88,0,3556132,-3561756,440.31
2023-02-21 16:00:00,-34.14,257.03,137470,0,0,0,442.1
2023-02-22 16:00:00,-34.07,255.69,0,-66930,0,0,439.5
2023-02-23 16:00:00,-34.36,252.32,0,-168446,0,0,436.75
2023-02-24 16:00:00,-34.57,250.04,0,-114232,0,0,434.98
2023-02-27 16:00:00,-35.05,244.21,0,-291251.22,4020848,-4023816,429.96
2023-02-28 16:00:00,-34.47,247.69,173548,0,0,0,430.58
2023-03-01 16:00:00,-34.03,247.52,0,-8212,0,0,426.78
2023-03-02 16:00:00,-34.31,244.39,0,-156636,0,0,424.27
2023-03-03 16:00:00,-34.35,243.19,0,-59906,0,0,422.76
2023-03-06 16:00:00,-34.08,244.81,81202,0,0,0,423.07
2023-03-07 16:00:00,-35.41,235.09,0,-486302,0,0,418.8
2023-03-08 16:00:00,-35.07,238.03,146962,0,0,0,420.61
2023-03-09 16:00:00,-35.06,239.83,90168,0,0,0,423.3
2023-03-10 16:00:00,-35.95,237.71,0,-105858,0,0,427.26
2023-03-13 16:00:00,-35.63,231.29,0,-320947.04,3358293,-3371192,414.67
2023-03-14 16:00:00,-36.22,223.85,0,-372346,0,0,407.76
2023-03-15 16:00:00,-35.9,228.46,230602,0,0,0,412.42
2023-03-16 16:00:00,-36.97,223.14,0,-265792,0,0,412.68
2023-03-17 16:00:00,-36.54,226.99,192121,0,0,0,415.27
2023-03-20 16:00:00,-36.68,226.96,0,-1322.02,3299400,-3300924,416.36
2023-03-21 16:00:00,-35.85,234,351802,0,0,0,420.65
2023-03-22 16:00:00,-35.56,247.74,687286,0,0,0,439.63
2023-03-23 16:00:00,-35.29,250.82,153880,0,0,0,442.14
2023-03-24 16:00:00,-35.3,249.36,0,-72818,0,0,439.97
2023-03-27 16:00:00,-35.12,254.83,273459.34,0,3948048,-3950960,446.9
2023-03-28 16:00:00,-35.7,251.59,0,-161922,0,0,446.8
2023-03-29 16:00:00,-35.88,248.42,0,-158518,0,0,443.39
2023-03-30 16:00:00,-35.86,248.08,0,-17066,0,0,442.69
2023-03-31 16:00:00,-35.22,251.28,159722,0,0,0,442.27
2023-04-03 16:00:00,-34.41,253.29,100855.17,0,3670644,-3682800,438.63
2023-04-04 16:00:00,-34.49,252.46,0,-41586,0,0,438.02
2023-04-06 16:00:00,-34.21,260.26,390043,0,0,0,447.59
2023-04-07 16:00:00,-33.65,257.39,0,-143493,0,0,438.64
2023-04-10 16:00:00,-34.35,252,0,-269666.2,4162860,-4128726,436.18
2023-04-11 16:00:00,-34.2,253.39,69672,0,0,0,437.07
2023-04-12 16:00:00,-33.85,252.98,0,-20890,0,0,433.61
2023-04-13 16:00:00,-34.36,251.59,0,-69382,0,0,435.63
2023-04-14 16:00:00,-33.86,252.35,38224,0,0,0,432.73
2023-04-17 16:00:00,-33.93,250.06,0,-114644.23,3969252,-4013424,429.83
2023-04-18 16:00:00,-34.08,248.9,0,-57936,0,0,429.28
2023-04-19 16:00:00,-34.38,247.18,0,-85812,0,0,429.08
2023-04-20 16:00:00,-34.39,242.34,0,-242146,0,0,421.78
2023-04-21 16:00:00,-36.19,235.69,0,-332702,0,0,426.08
2023-04-24 16:00:00,-36.64,233.24,0,-122460.56,7225804,-7183704,425.95
2023-04-25 16:00:00,-37.79,226.57,0,-333434,0,0,424.95
2023-04-26 16:00:00,-37.59,229.14,128350,0,0,0,427.38
2023-04-27 16:00:00,-37.5,227.98,0,-57899,0,0,424.77
2023-04-28 16:00:00,-36.66,229.04,52914,0,0,0,419.48
2023-05-04 16:00:00,-36.56,227.18,0,-92744.42,13474785,-13548449,415.73
2023-05-05 16:00:00,-37.31,223.81,0,-168747,0,0,416.53
2023-05-08 16:00:00,-36.85,224.29,24054.31,0,3425058,-3423978,413.52
2023-05-09 16:00:00,-37.71,218.9,0,-269379,0,0,411.96
2023-05-10 16:00:00,-37.56,220.67,88360,0,0,0,413.57
2023-05-11 16:00:00,-37.61,221.36,34446,0,0,0,415.08
2023-05-12 16:00:00,-38.42,218.02,0,-166755,0,0,416.43
2023-05-15 16:00:00,-37.95,221.84,190854.38,0,3298000,-3313244,418.68
2023-05-16 16:00:00,-38.61,220.41,0,-71440,0,0,421.93
2023-05-17 16:00:00,-38.24,224.37,197848,0,0,0,425.21
2023-05-18 16:00:00,-37.97,226.44,103711,0,0,0,426.26
2023-05-19 16:00:00,-37.8,228.06,80794,0,0,0,427.43
2023-05-22 16:00:00,-37.86,231.31,162816.77,0,3476016,-3476480,433.17
2023-05-23 16:00:00,-38.49,232.27,47912,0,0,0,440.19
2023-05-24 16:00:00,-38.64,231.41,0,-42933,0,0,440.11
2023-05-25 16:00:00,-38.75,230.96,0,-22793,0,0,440.34
2023-05-26 16:00:00,-38.33,232.65,84874,0,0,0,439.4
2023-05-29 16:00:00,-38.44,230.24,0,-120652.25,7118022,-7126032,436.45
2023-05-30 16:00:00,-38.15,228.57,0,-83680,0,0,431.24
2023-05-31 16:00:00,-38.18,228.17,0,-19659.6,0,0,430.85
2023-06-01 16:00:00,-38.06,228.41,11654,0,0,0,430.21
2023-06-02 16:00:00,-37.57,236.3,394672,0,0,0,438.68
2023-06-05 16:00:00,-37.51,235.88,0,-21147.14,7235264,-7241970,437.49
2023-06-06 16:00:00,-38.86,227.94,0,-396866,0,0,436.38
2023-06-07 16:00:00,-38.87,230.84,144763.04,0,0,0,441.21
2023-06-08 16:00:00,-39.3,225.68,0,-257573,0,0,436.54
2023-06-09 16:00:00,-38.8,223.71,0,-98870,0,0,428.94
2023-06-12 16:00:00,-38.48,229.47,288056,0,0,0,435.55
2023-06-13 16:00:00,-38.24,230.31,42167,0,0,0,434.83
