日期,委托时间,品种,标的,交易类型,下单类型,成交数量,成交价,成交额,委托数量,委托价格,平仓盈亏,手续费,状态,最后更新时间
2017-12-25,09:30:00,股票,阳普医疗(300030.XSHE),买,市价单,120600股,8.64,1041984,120600股,-,0,312.6,全部成交,2017-12-25 09:30:00
2018-02-05,09:30:00,股票,阳普医疗(300030.XSHE),卖,市价单,-120600股,7.84,-945504,-120600股,-,-96480,1229.16,全部成交,2018-02-05 09:30:00
2018-02-05,09:30:00,股票,辉煌科技(002296.XSHE),买,市价单,149900股,6.31,945869,149900股,-,0,283.76,全部成交,2018-02-05 09:30:00
2018-02-22,09:30:00,股票,辉煌科技(002296.XSHE),卖,市价单,-149900股,6.14,-920386,-149900股,-,-25483,1196.5,全部成交,2018-02-22 09:30:00
2018-02-22,09:30:00,股票,兆日科技(300333.XSHE),买,市价单,132200股,6.94,917468,132200股,-,0,275.24,全部成交,2018-02-22 09:30:00
2018-02-26,09:30:00,股票,兆日科技(300333.XSHE),卖,市价单,-132200股,7.07,-934654,-132200股,-,17186,1215.05,全部成交,2018-02-26 09:30:00
2018-02-26,09:30:00,股票,阳普医疗(300030.XSHE),买,市价单,120700股,7.74,934218,120700股,-,0,280.27,全部成交,2018-02-26 09:30:00
2018-03-26,09:30:00,股票,鞍重股份(002667.XSHE),卖,市价单,-53800股,13.28,-714464,-53800股,-,-284064,928.8,全部成交,2018-03-26 09:30:00
2018-03-26,09:30:00,股票,辉煌科技(002296.XSHE),买,市价单,115500股,6.16,711480,115500股,-,0,213.44,全部成交,2018-03-26 09:30:00
2018-04-02,09:30:00,股票,国际实业(000159.XSHE),卖,市价单,-267600股,4.51,-1206876,-267600股,-,-422808,1568.94,全部成交,2018-04-02 09:30:00
2018-04-02,09:30:00,股票,铜峰电子(600237.XSHG),买,市价单,258700股,4.68,1210716,258700股,-,0,363.21,全部成交,2018-04-02 09:30:00
2018-04-16,09:30:00,股票,世名科技(300522.XSHE),卖,市价单,-49500股,22.94,-1135530,-49500股,-,57420,1476.19,全部成交,2018-04-16 09:30:00
2018-04-16,09:30:00,股票,阳普医疗(300030.XSHE),卖,市价单,-120700股,8.48,-1023536,-120700股,-,89318,1330.6,全部成交,2018-04-16 09:30:00
2018-04-16,09:30:00,股票,长城电工(600192.XSHG),买,市价单,190800股,5.66,1079928,190800股,-,0,323.98,全部成交,2018-04-16 09:30:00
2018-04-16,09:30:00,股票,朗源股份(300175.XSHE),买,市价单,189300股,5.66,1071438,189300股,-,0,321.43,全部成交,2018-04-16 09:30:00
2018-04-23,09:30:00,股票,铜峰电子(600237.XSHG),卖,市价单,-258700股,4.42,-1143454,-258700股,-,-67262,1486.49,全部成交,2018-04-23 09:30:00
2018-04-23,09:30:00,股票,朗源股份(300175.XSHE),卖,市价单,-189300股,5.14,-973002,-189300股,-,-98436,1264.9,全部成交,2018-04-23 09:30:00
2018-04-23,09:30:00,股票,鞍重股份(002667.XSHE),买,市价单,78600股,13.44,1056384,78600股,-,0,316.92,全部成交,2018-04-23 09:30:00
2018-04-23,09:30:00,股票,阳普医疗(300030.XSHE),买,市价单,138600股,7.62,1056132,138600股,-,0,316.84,全部成交,2018-04-23 09:30:00
2018-05-02,09:30:00,股票,辉煌科技(002296.XSHE),卖,市价单,-115500股,6.6,-762300,-115500股,-,50820,990.99,全部成交,2018-05-02 09:30:00
2018-05-02,09:30:00,股票,GQY视讯(300076.XSHE),买,市价单,143600股,5.32,763952,143600股,-,0,229.19,全部成交,2018-05-02 09:30:00
2018-05-07,09:30:00,股票,GQY视讯(300076.XSHE),卖,市价单,-143600股,6.12,-878832,-143600股,-,114880,1142.48,全部成交,2018-05-07 09:30:00
2018-05-07,09:30:00,股票,世名科技(300522.XSHE),买,市价单,42200股,20.7,873540,42200股,-,0,262.06,全部成交,2018-05-07 09:30:00
2018-05-14,09:30:00,股票,世名科技(300522.XSHE),卖,市价单,-42200股,26.48,-1117456,-42200股,-,243916,1452.69,全部成交,2018-05-14 09:30:00
2018-05-14,09:30:00,股票,明星电力(600101.XSHG),买,市价单,136700股,8.18,1118206,136700股,-,0,335.46,全部成交,2018-05-14 09:30:00
2018-05-28,09:30:00,股票,浩物股份(000757.XSHE),卖,市价单,-183600股,7.78,-1428408,-183600股,-,146880,1856.93,全部成交,2018-05-28 09:30:00
2018-05-28,09:30:00,股票,明星电力(600101.XSHG),卖,市价单,-136700股,8.16,-1115472,-136700股,-,-2734,1450.11,全部成交,2018-05-28 09:30:00
2018-05-28,09:30:00,股票,GQY视讯(300076.XSHE),买,市价单,215000股,5.93,1274950,215000股,-,0,382.48,全部成交,2018-05-28 09:30:00
2018-05-28,09:30:00,股票,大连电瓷(002606.XSHE),买,市价单,204200股,6.2,1266040,204200股,-,0,379.81,全部成交,2018-05-28 09:30:00
2018-06-04,09:30:00,股票,阳普医疗(300030.XSHE),卖,市价单,-138600股,7.84,-1086624,-138600股,-,30492,1412.61,全部成交,2018-06-04 09:30:00
2018-06-04,09:30:00,股票,奥维通信(002231.XSHE),买,市价单,163400股,6.64,1084976,163400股,-,0,325.49,全部成交,2018-06-04 09:30:00
2018-06-11,09:30:00,股票,奥维通信(002231.XSHE),卖,市价单,-163400股,6.46,-1055564,-163400股,-,-29412,1372.23,全部成交,2018-06-11 09:30:00
2018-06-11,09:30:00,股票,科林环保(002499.XSHE),买,市价单,88400股,11.9,1051960,88400股,-,0,315.59,全部成交,2018-06-11 09:30:00
2018-06-19,09:30:00,股票,长城电工(600192.XSHG),卖,市价单,-190800股,4.78,-912024,-190800股,-,-166759.2,1185.63,全部成交,2018-06-19 09:30:00
2018-06-19,09:30:00,股票,鞍重股份(002667.XSHE),卖,市价单,-133620股,6.36,-849823.2,-133620股,-,-204674.4,1104.77,全部成交,2018-06-19 09:30:00
2018-06-19,09:30:00,股票,GQY视讯(300076.XSHE),卖,市价单,-215000股,5.01,-1077150,-215000股,-,-197800,1400.3,全部成交,2018-06-19 09:30:00
2018-06-19,09:30:00,股票,邦讯技术(300312.XSHE),买,市价单,153400股,6.18,948012,153400股,-,0,284.4,全部成交,2018-06-19 09:30:00
2018-06-19,09:30:00,股票,奥维通信(002231.XSHE),买,市价单,161800股,5.86,948148,161800股,-,0,284.44,全部成交,2018-06-19 09:30:00
2018-06-19,09:30:00,股票,哈森股份(603958.XSHG),买,市价单,90700股,10.38,941466,90700股,-,0,282.44,全部成交,2018-06-19 09:30:00
2018-07-02,09:30:00,股票,邦讯技术(300312.XSHE),卖,市价单,-153400股,8.32,-1276288,-153400股,-,328276,1659.17,全部成交,2018-07-02 09:30:00
2018-07-02,09:30:00,股票,波导股份(600130.XSHG),买,市价单,422700股,3.03,1280781,422700股,-,0,384.23,全部成交,2018-07-02 09:30:00
2018-07-09,09:30:00,股票,大连电瓷(002606.XSHE),卖,市价单,-204200股,5.78,-1180276,-204200股,-,-82701,1534.36,全部成交,2018-07-09 09:30:00
2018-07-09,09:30:00,股票,科林环保(002499.XSHE),卖,市价单,-88400股,12.28,-1085552,-88400股,-,33592,1411.22,全部成交,2018-07-09 09:30:00
2018-07-09,09:30:00,股票,奥维通信(002231.XSHE),卖,市价单,-161800股,7.1,-1148780,-161800股,-,202250,1493.41,全部成交,2018-07-09 09:30:00
2018-07-09,09:30:00,股票,金发拉比(002762.XSHE),买,市价单,179700股,6.34,1139298,179700股,-,0,341.79,全部成交,2018-07-09 09:30:00
2018-07-09,09:30:00,股票,天龙集团(300063.XSHE),买,市价单,354400股,3.22,1141168,354400股,-,0,342.35,全部成交,2018-07-09 09:30:00
2018-07-09,09:30:00,股票,香溢融通(600830.XSHG),买,市价单,220700股,5.11,1127777,220700股,-,0,338.33,全部成交,2018-07-09 09:30:00
2018-07-16,09:30:00,股票,波导股份(600130.XSHG),卖,市价单,-422700股,3.1,-1310370,-422700股,-,29589,1703.48,全部成交,2018-07-16 09:30:00
2018-07-16,09:30:00,股票,天龙集团(300063.XSHE),卖,市价单,-354400股,3.34,-1183696,-354400股,-,42528,1538.8,全部成交,2018-07-16 09:30:00
2018-07-16,09:30:00,股票,香溢融通(600830.XSHG),卖,市价单,-220700股,5.22,-1152054,-220700股,-,24277,1497.67,全部成交,2018-07-16 09:30:00
2018-07-16,09:30:00,股票,大连电瓷(002606.XSHE),买,市价单,216300股,5.62,1215606,216300股,-,0,364.68,全部成交,2018-07-16 09:30:00
2018-07-16,09:30:00,股票,浩丰科技(300419.XSHE),买,市价单,193800股,6.28,1217064,193800股,-,0,365.12,全部成交,2018-07-16 09:30:00
2018-07-16,09:30:00,股票,金雷风电(300443.XSHE),买,市价单,123200股,9.78,1204896,123200股,-,0,361.47,全部成交,2018-07-16 09:30:00
2018-07-23,09:30:00,股票,金雷风电(300443.XSHE),卖,市价单,-123200股,9.64,-1187648,-123200股,-,-17248,1543.94,全部成交,2018-07-23 09:30:00
2018-07-23,09:30:00,股票,科林环保(002499.XSHE),买,市价单,96500股,12.28,1185020,96500股,-,0,355.51,全部成交,2018-07-23 09:30:00
2018-07-30,09:30:00,股票,金发拉比(002762.XSHE),卖,市价单,-179700股,6.82,-1225554,-179700股,-,86256,1593.22,全部成交,2018-07-30 09:30:00
2018-07-30,09:30:00,股票,邦讯技术(300312.XSHE),买,市价单,162700股,7.52,1223504,162700股,-,0,367.05,全部成交,2018-07-30 09:30:00
2018-08-06,09:30:00,股票,浩丰科技(300419.XSHE),卖,市价单,-193800股,6.16,-1193808,-193800股,-,-23256,1551.95,全部成交,2018-08-06 09:30:00
2018-08-06,09:30:00,股票,奥维通信(002231.XSHE),买,市价单,198800股,6.01,1194788,198800股,-,0,358.44,全部成交,2018-08-06 09:30:00
2018-08-13,09:30:00,股票,邦讯技术(300312.XSHE),卖,市价单,-162700股,8.86,-1441522,-162700股,-,218018,1873.98,全部成交,2018-08-13 09:30:00
2018-08-13,09:30:00,股票,奥维通信(002231.XSHE),卖,市价单,-198800股,6.42,-1276296,-198800股,-,81508,1659.18,全部成交,2018-08-13 09:30:00
2018-08-13,09:30:00,股票,新华锦(600735.XSHG),买,市价单,238400股,5.7,1358880,238400股,-,0,407.66,全部成交,2018-08-13 09:30:00
2018-08-13,09:30:00,股票,金雷风电(300443.XSHE),买,市价单,143500股,9.43,1353205,143500股,-,0,405.96,全部成交,2018-08-13 09:30:00
2018-08-27,09:30:00,股票,大连电瓷(002606.XSHE),卖,市价单,-216300股,4.3,-930090,-216300股,-,-285516,1209.12,全部成交,2018-08-27 09:30:00
2018-08-27,09:30:00,股票,永艺股份(603600.XSHG),买,市价单,127100股,7.3,927830,127100股,-,0,278.35,全部成交,2018-08-27 09:30:00
2018-09-03,09:30:00,股票,永艺股份(603600.XSHG),卖,市价单,-127100股,7.15,-908765,-127100股,-,-19065,1181.39,全部成交,2018-09-03 09:30:00
2018-09-03,09:30:00,股票,美尔雅(600107.XSHG),买,市价单,164900股,5.51,908599,164900股,-,0,272.58,全部成交,2018-09-03 09:30:00
2018-09-25,09:30:00,股票,美尔雅(600107.XSHG),卖,市价单,-164900股,5.86,-966314,-164900股,-,57715,1256.21,全部成交,2018-09-25 09:30:00
2018-09-25,09:30:00,股票,民生控股(000416.XSHE),买,市价单,243600股,3.96,964656,243600股,-,0,289.4,全部成交,2018-09-25 09:30:00
2018-10-15,09:30:00,股票,民生控股(000416.XSHE),卖,市价单,-243600股,3.32,-808752,-243600股,-,-155904,1051.38,全部成交,2018-10-15 09:30:00
2018-10-15,09:30:00,股票,美尔雅(600107.XSHG),买,市价单,180000股,4.49,808200,180000股,-,0,242.46,全部成交,2018-10-15 09:30:00
2018-10-29,09:30:00,股票,哈森股份(603958.XSHG),卖,市价单,-90700股,8,-725600,-90700股,-,-215866,943.28,全部成交,2018-10-29 09:30:00
2018-10-29,09:30:00,股票,科林环保(002499.XSHE),卖,市价单,-96500股,8.15,-786475,-96500股,-,-398545,1022.42,全部成交,2018-10-29 09:30:00
2018-10-29,09:30:00,股票,华平股份(300074.XSHE),买,市价单,246600股,3.08,759528,246600股,-,0,227.86,全部成交,2018-10-29 09:30:00
2018-10-29,09:30:00,股票,万家乐(000533.XSHE),买,市价单,285300股,2.64,753192,285300股,-,0,225.96,全部成交,2018-10-29 09:30:00
2018-11-05,09:30:00,股票,美尔雅(600107.XSHG),卖,市价单,-180000股,5.48,-986400,-180000股,-,178200,1282.32,全部成交,2018-11-05 09:30:00
2018-11-05,09:30:00,股票,万家乐(000533.XSHE),卖,市价单,-285300股,2.74,-781722,-285300股,-,28530,1016.24,全部成交,2018-11-05 09:30:00
2018-11-05,09:30:00,股票,金发拉比(002762.XSHE),买,市价单,158800股,5.56,882928,158800股,-,0,264.88,全部成交,2018-11-05 09:30:00
2018-11-05,09:30:00,股票,光一科技(300356.XSHE),买,市价单,185900股,4.73,879307,185900股,-,0,263.79,全部成交,2018-11-05 09:30:00
2018-11-12,09:30:00,股票,光一科技(300356.XSHE),卖,市价单,-185900股,5.01,-931359,-185900股,-,52052,1210.77,全部成交,2018-11-12 09:30:00
2018-11-12,09:30:00,股票,龙溪股份(600592.XSHG),买,市价单,175700股,5.28,927696,175700股,-,0,278.31,全部成交,2018-11-12 09:30:00
2018-11-19,09:30:00,股票,龙溪股份(600592.XSHG),卖,市价单,-175700股,5.88,-1033116,-175700股,-,105420,1343.05,全部成交,2018-11-19 09:30:00
2018-11-19,09:30:00,股票,光一科技(300356.XSHE),买,市价单,0股,--,0,173700股,-,0,0,已撤单,2018-11-19 09:30:00
2018-11-26,09:30:00,股票,金雷风电(300443.XSHE),卖,市价单,-143500股,10.09,-1447915,-143500股,-,94710,1882.29,全部成交,2018-11-26 09:30:00
2018-11-26,09:30:00,股票,华平股份(300074.XSHE),卖,市价单,-246600股,4.97,-1225602,-246600股,-,466074,1593.28,全部成交,2018-11-26 09:30:00
2018-11-26,09:30:00,股票,蓝海华腾(300484.XSHE),买,市价单,118700股,10.4,1234480,118700股,-,0,370.34,全部成交,2018-11-26 09:30:00
2018-11-26,09:30:00,股票,秀强股份(300160.XSHE),买,市价单,338600股,3.66,1239276,338600股,-,0,371.78,全部成交,2018-11-26 09:30:00
2018-11-26,09:30:00,股票,光一科技(300356.XSHE),买,市价单,235800股,5.22,1230876,235800股,-,0,369.26,全部成交,2018-11-26 09:30:00
2018-12-03,09:30:00,股票,新华锦(600735.XSHG),卖,市价单,-238400股,6.42,-1530528,-238400股,-,171648,1989.69,全部成交,2018-12-03 09:30:00
2018-12-03,09:30:00,股票,蓝海华腾(300484.XSHE),卖,市价单,-118700股,12.66,-1502742,-118700股,-,268262,1953.56,全部成交,2018-12-03 09:30:00
2018-12-03,09:30:00,股票,光一科技(300356.XSHE),卖,市价单,-235800股,6.9,-1627020,-235800股,-,396144,2115.13,全部成交,2018-12-03 09:30:00
2018-12-03,09:30:00,股票,华平股份(300074.XSHE),买,市价单,383400股,4.07,1560438,383400股,-,0,468.13,全部成交,2018-12-03 09:30:00
2018-12-03,09:30:00,股票,维宏股份(300508.XSHE),买,市价单,63700股,24.33,1549821,63700股,-,0,464.95,全部成交,2018-12-03 09:30:00
2018-12-03,09:30:00,股票,苏奥传感(300507.XSHE),买,市价单,83500股,18.42,1538070,83500股,-,0,461.42,全部成交,2018-12-03 09:30:00
2018-12-10,09:30:00,股票,秀强股份(300160.XSHE),卖,市价单,-338600股,3.78,-1279908,-338600股,-,40632,1663.88,全部成交,2018-12-10 09:30:00
2018-12-10,09:30:00,股票,新华锦(600735.XSHG),买,市价单,223700股,5.72,1279564,223700股,-,0,383.87,全部成交,2018-12-10 09:30:00
2018-12-17,09:30:00,股票,苏奥传感(300507.XSHE),卖,市价单,-83500股,17.83,-1488805,-83500股,-,-49265,1935.45,全部成交,2018-12-17 09:30:00
2018-12-17,09:30:00,股票,蓝海华腾(300484.XSHE),买,市价单,144800股,10.26,1485648,144800股,-,0,445.69,全部成交,2018-12-17 09:30:00
2018-12-24,09:30:00,股票,金发拉比(002762.XSHE),卖,市价单,-158800股,5.5,-873400,-158800股,-,-9528,1135.42,全部成交,2018-12-24 09:30:00
2018-12-24,09:30:00,股票,华平股份(300074.XSHE),卖,市价单,-383400股,3.76,-1441584,-383400股,-,-118854,1874.06,全部成交,2018-12-24 09:30:00
2018-12-24,09:30:00,股票,维宏股份(300508.XSHE),卖,市价单,-63700股,24.72,-1574664,-63700股,-,24843,2047.06,全部成交,2018-12-24 09:30:00
2018-12-24,09:30:00,股票,新华锦(600735.XSHG),卖,市价单,-223700股,5.44,-1216928,-223700股,-,-62636,1582.01,全部成交,2018-12-24 09:30:00
2018-12-24,09:30:00,股票,秀强股份(300160.XSHE),买,市价单,341500股,3.76,1284040,341500股,-,0,385.21,全部成交,2018-12-24 09:30:00
2018-12-24,09:30:00,股票,盛讯达(300518.XSHE),买,市价单,52300股,24.38,1275074,52300股,-,0,382.52,全部成交,2018-12-24 09:30:00
2018-12-24,09:30:00,股票,中新科技(603996.XSHG),买,市价单,166500股,7.68,1278720,166500股,-,0,383.62,全部成交,2018-12-24 09:30:00
2018-12-24,09:30:00,股票,方正电机(002196.XSHE),买,市价单,236700股,5.34,1263978,236700股,-,0,379.19,全部成交,2018-12-24 09:30:00
2019-01-07,09:30:00,股票,蓝海华腾(300484.XSHE),卖,市价单,-144800股,11.82,-1711536,-144800股,-,225888,2225,全部成交,2019-01-07 09:30:00
2019-01-07,09:30:00,股票,盛天网络(300494.XSHE),买,市价单,171700股,9.94,1706698,171700股,-,0,512.01,全部成交,2019-01-07 09:30:00
2019-01-14,09:30:00,股票,方正电机(002196.XSHE),卖,市价单,-236700股,5.49,-1299483,-236700股,-,35505,1689.33,全部成交,2019-01-14 09:30:00
2019-01-14,09:30:00,股票,蓝海华腾(300484.XSHE),买,市价单,112500股,11.52,1296000,112500股,-,0,388.8,全部成交,2019-01-14 09:30:00
2019-01-21,09:30:00,股票,中新科技(603996.XSHG),卖,市价单,-166500股,8.01,-1333665,-166500股,-,54945,1733.76,全部成交,2019-01-21 09:30:00
2019-01-21,09:30:00,股票,蓝海华腾(300484.XSHE),卖,市价单,-112500股,11.58,-1302750,-112500股,-,6750,1693.58,全部成交,2019-01-21 09:30:00
2019-01-21,09:30:00,股票,方正电机(002196.XSHE),买,市价单,250400股,5.28,1322112,250400股,-,0,396.63,全部成交,2019-01-21 09:30:00
2019-01-21,09:30:00,股票,长城影视(002071.XSHE),买,市价单,288400股,4.56,1315104,288400股,-,0,394.53,全部成交,2019-01-21 09:30:00
2019-01-28,09:30:00,股票,盛天网络(300494.XSHE),卖,市价单,-171700股,9.88,-1696396,-171700股,-,-10302,2205.31,全部成交,2019-01-28 09:30:00
2019-01-28,09:30:00,股票,蓝海华腾(300484.XSHE),买,市价单,153200股,11.02,1688264,153200股,-,0,506.48,全部成交,2019-01-28 09:30:00
2019-02-11,09:30:00,股票,方正电机(002196.XSHE),卖,市价单,-250400股,5.02,-1257008,-250400股,-,-65104,1634.11,全部成交,2019-02-11 09:30:00
2019-02-11,09:30:00,股票,菲达环保(600526.XSHG),买,市价单,348700股,3.62,1262294,348700股,-,0,378.69,全部成交,2019-02-11 09:30:00
2019-02-25,09:30:00,股票,秀强股份(300160.XSHE),卖,市价单,-341500股,4.26,-1454790,-341500股,-,170750,1891.23,全部成交,2019-02-25 09:30:00
2019-02-25,09:30:00,股票,盛天网络(300494.XSHE),买,市价单,134400股,10.76,1446144,134400股,-,0,433.84,全部成交,2019-02-25 09:30:00
2019-03-04,09:30:00,股票,菲达环保(600526.XSHG),卖,市价单,-348700股,5.18,-1806266,-348700股,-,543972,2348.15,全部成交,2019-03-04 09:30:00
2019-03-04,09:30:00,股票,秀强股份(300160.XSHE),买,市价单,424400股,4.27,1812188,424400股,-,0,543.66,全部成交,2019-03-04 09:30:00
2019-03-11,09:30:00,股票,盛天网络(300494.XSHE),卖,市价单,-134400股,11.78,-1583232,-134400股,-,137088,2058.2,全部成交,2019-03-11 09:30:00
2019-03-11,09:30:00,股票,秀强股份(300160.XSHE),卖,市价单,-424400股,4.92,-2088048,-424400股,-,275860,2714.46,全部成交,2019-03-11 09:30:00
2019-03-11,09:30:00,股票,鹭燕医药(002788.XSHE),买,市价单,124600股,14.68,1829128,124600股,-,0,548.74,全部成交,2019-03-11 09:30:00
2019-03-11,09:30:00,股票,众兴菌业(002772.XSHE),买,市价单,241800股,7.56,1828008,241800股,-,0,548.4,全部成交,2019-03-11 09:30:00
2019-03-18,09:30:00,股票,众兴菌业(002772.XSHE),卖,市价单,-241800股,7.62,-1842516,-241800股,-,14508,2395.27,全部成交,2019-03-18 09:30:00
2019-03-18,09:30:00,股票,秀强股份(300160.XSHE),买,市价单,403300股,4.58,1847114,403300股,-,0,554.13,全部成交,2019-03-18 09:30:00
2019-03-25,09:30:00,股票,鹭燕医药(002788.XSHE),卖,市价单,-124600股,16.08,-2003568,-124600股,-,174440,2604.64,全部成交,2019-03-25 09:30:00
2019-03-25,09:30:00,股票,方正电机(002196.XSHE),买,市价单,321200股,6.22,1997864,321200股,-,0,599.36,全部成交,2019-03-25 09:30:00
2019-04-01,09:30:00,股票,盛讯达(300518.XSHE),卖,市价单,-52300股,31.3,-1636990,-52300股,-,361916,2128.09,全部成交,2019-04-01 09:30:00
2019-04-01,09:30:00,股票,长城影视(002071.XSHE),卖,市价单,-288400股,5.68,-1638112,-288400股,-,323008,2129.55,全部成交,2019-04-01 09:30:00
2019-04-01,09:30:00,股票,菲达环保(600526.XSHG),买,市价单,320300股,5.12,1639936,320300股,-,0,491.98,全部成交,2019-04-01 09:30:00
2019-04-01,09:30:00,股票,众兴菌业(002772.XSHE),买,市价单,205100股,7.93,1626443,205100股,-,0,487.93,全部成交,2019-04-01 09:30:00
2019-04-08,09:30:00,股票,方正电机(002196.XSHE),卖,市价单,-321200股,6.84,-2197008,-321200股,-,199144,2856.11,全部成交,2019-04-08 09:30:00
2019-04-08,09:30:00,股票,众兴菌业(002772.XSHE),卖,市价单,-205100股,8.46,-1735146,-205100股,-,108703,2255.69,全部成交,2019-04-08 09:30:00
2019-04-08,09:30:00,股票,盛讯达(300518.XSHE),买,市价单,62400股,31.42,1960608,62400股,-,0,588.18,全部成交,2019-04-08 09:30:00
2019-04-08,09:30:00,股票,长城影视(002071.XSHE),买,市价单,349900股,5.62,1966438,349900股,-,0,589.93,全部成交,2019-04-08 09:30:00
2019-04-15,09:30:00,股票,菲达环保(600526.XSHG),卖,市价单,-320300股,5.68,-1819304,-320300股,-,179368,2365.1,全部成交,2019-04-15 09:30:00
2019-04-15,09:30:00,股票,盛天网络(300494.XSHE),买,市价单,148100股,12.24,1812744,148100股,-,0,543.82,全部成交,2019-04-15 09:30:00
2019-04-29,09:30:00,股票,盛天网络(300494.XSHE),卖,市价单,-148100股,12.68,-1877908,-148100股,-,65164,2441.28,全部成交,2019-04-29 09:30:00
2019-04-29,09:30:00,股票,金枫酒业(600616.XSHG),买,市价单,336600股,5.58,1878228,336600股,-,0,563.47,全部成交,2019-04-29 09:30:00
2019-05-06,09:30:00,股票,金枫酒业(600616.XSHG),卖,市价单,-336600股,5.28,-1777248,-336600股,-,-100980,2310.42,全部成交,2019-05-06 09:30:00
2019-05-06,09:30:00,股票,盛天网络(300494.XSHE),买,市价单,167300股,10.58,1770034,167300股,-,0,531.01,全部成交,2019-05-06 09:30:00
2019-06-10,09:30:00,股票,蓝海华腾(300484.XSHE),卖,市价单,-153200股,11.78,-1804696,-153200股,-,116432,2346.1,全部成交,2019-06-10 09:30:00
2019-06-10,09:30:00,股票,厦门信达(000701.XSHE),买,市价单,310900股,5.85,1818765,310900股,-,0,545.63,全部成交,2019-06-10 09:30:00
2019-06-17,09:30:00,股票,盛天网络(300494.XSHE),卖,市价单,-167300股,10.56,-1766688,-167300股,-,9368.8,2296.69,全部成交,2019-06-17 09:30:00
2019-06-17,09:30:00,股票,蓝海华腾(300484.XSHE),买,市价单,161000股,10.92,1758120,161000股,-,0,527.44,全部成交,2019-06-17 09:30:00
2019-06-24,09:30:00,股票,秀强股份(300160.XSHE),卖,市价单,-403300股,3.86,-1556738,-403300股,-,-290376,2023.76,全部成交,2019-06-24 09:30:00
2019-06-24,09:30:00,股票,长城影视(002071.XSHE),卖,市价单,-349900股,3.99,-1396101,-349900股,-,-570337,1814.93,全部成交,2019-06-24 09:30:00
2019-06-24,09:30:00,股票,厦门信达(000701.XSHE),卖,市价单,-310900股,6.32,-1964888,-310900股,-,146123,2554.35,全部成交,2019-06-24 09:30:00
2019-06-24,09:30:00,股票,蓝海华腾(300484.XSHE),卖,市价单,-161000股,11.48,-1848280,-161000股,-,90160,2402.76,全部成交,2019-06-24 09:30:00
2019-06-24,09:30:00,股票,佳云科技(300242.XSHE),买,市价单,393600股,4.32,1700352,393600股,-,0,510.11,全部成交,2019-06-24 09:30:00
2019-06-24,09:30:00,股票,幸福蓝海(300528.XSHE),买,市价单,216200股,7.84,1695008,216200股,-,0,508.5,全部成交,2019-06-24 09:30:00
2019-06-24,09:30:00,股票,鹿港文化(601599.XSHG),买,市价单,514800股,3.3,1698840,514800股,-,0,509.65,全部成交,2019-06-24 09:30:00
2019-06-24,09:30:00,股票,智慧松德(300173.XSHE),买,市价单,323900股,5.14,1664846,323900股,-,0,499.45,全部成交,2019-06-24 09:30:00
2019-07-01,09:30:00,股票,幸福蓝海(300528.XSHE),卖,市价单,-216200股,7.7,-1664740,-216200股,-,-30268,2164.16,全部成交,2019-07-01 09:30:00
2019-07-01,09:30:00,股票,聚力文化(002247.XSHE),买,市价单,486900股,3.42,1665198,486900股,-,0,499.56,全部成交,2019-07-01 09:30:00
2019-07-15,09:30:00,股票,智慧松德(300173.XSHE),卖,市价单,-323900股,4.84,-1567676,-323900股,-,-97170,2037.98,全部成交,2019-07-15 09:30:00
2019-07-15,09:30:00,股票,幸福蓝海(300528.XSHE),买,市价单,218100股,7.16,1561596,218100股,-,0,468.48,全部成交,2019-07-15 09:30:00
2019-07-29,09:30:00,股票,幸福蓝海(300528.XSHE),卖,市价单,-218100股,7.38,-1609578,-218100股,-,47982,2092.45,全部成交,2019-07-29 09:30:00
2019-07-29,09:30:00,股票,银禧科技(300221.XSHE),买,市价单,265500股,6.06,1608930,265500股,-,0,482.68,全部成交,2019-07-29 09:30:00
2019-08-05,09:30:00,股票,银禧科技(300221.XSHE),卖,市价单,-265500股,5.88,-1561140,-265500股,-,-47790,2029.48,全部成交,2019-08-05 09:30:00
2019-08-05,09:30:00,股票,智慧松德(300173.XSHE),买,市价单,353200股,4.42,1561144,353200股,-,0,468.34,全部成交,2019-08-05 09:30:00
2019-08-12,09:30:00,股票,聚力文化(002247.XSHE),卖,市价单,-486900股,3,-1460700,-486900股,-,-204498,1898.91,全部成交,2019-08-12 09:30:00
2019-08-12,09:30:00,股票,幸福蓝海(300528.XSHE),买,市价单,214200股,6.78,1452276,214200股,-,0,435.68,全部成交,2019-08-12 09:30:00
2019-08-26,09:30:00,股票,佳云科技(300242.XSHE),卖,市价单,-393600股,3.78,-1487808,-393600股,-,-212544,1934.15,全部成交,2019-08-26 09:30:00
2019-08-26,09:30:00,股票,聚力文化(002247.XSHE),买,市价单,490200股,3.06,1500012,490200股,-,0,450,全部成交,2019-08-26 09:30:00
2019-09-02,09:30:00,股票,盛讯达(300518.XSHE),卖,市价单,-62400股,24.78,-1546272,-62400股,-,-413088,2010.15,全部成交,2019-09-02 09:30:00
2019-09-02,09:30:00,股票,幸福蓝海(300528.XSHE),卖,市价单,-214200股,7.02,-1503684,-214200股,-,51408,1954.79,全部成交,2019-09-02 09:30:00
2019-09-02,09:30:00,股票,延华智能(002178.XSHE),买,市价单,441200股,3.46,1526552,441200股,-,0,457.97,全部成交,2019-09-02 09:30:00
