日期,委托时间,品种,标的,交易类型,下单类型,成交数量,成交价,成交额,委托数量,委托价格,平仓盈亏,手续费,状态,最后更新时间
2019-09-02,09:30:00,股票,鼎龙文化(002502.XSHE),买,市价单,493000股,3.08,1518440,493000股,-,0,455.53,全部成交,2019-09-02 09:30:00
2019-09-30,09:30:00,股票,鹿港文化(601599.XSHG),卖,市价单,-514800股,2.92,-1503216,-514800股,-,-184298.4,1954.18,全部成交,2019-09-30 09:30:00
2019-09-30,09:30:00,股票,富临精工(300432.XSHE),买,市价单,244400股,6.12,1495728,244400股,-,0,448.72,全部成交,2019-09-30 09:30:00
2019-10-08,09:30:00,股票,鼎龙文化(002502.XSHE),卖,市价单,-493000股,3.16,-1557880,-493000股,-,39440,2025.24,全部成交,2019-10-08 09:30:00
2019-10-08,09:30:00,股票,鹿港文化(601599.XSHG),买,市价单,540300股,2.9,1566870,540300股,-,0,470.06,全部成交,2019-10-08 09:30:00
2019-10-14,09:30:00,股票,智慧松德(300173.XSHE),卖,市价单,-353200股,4.77,-1684764,-353200股,-,123620,2190.19,全部成交,2019-10-14 09:30:00
2019-10-14,09:30:00,股票,鼎龙文化(002502.XSHE),买,市价单,540900股,3.1,1676790,540900股,-,0,503.04,全部成交,2019-10-14 09:30:00
2019-10-21,09:30:00,股票,富临精工(300432.XSHE),卖,市价单,-244400股,6.46,-1578824,-244400股,-,83096,2052.47,全部成交,2019-10-21 09:30:00
2019-10-21,09:30:00,股票,智慧松德(300173.XSHE),买,市价单,337400股,4.66,1572284,337400股,-,0,471.69,全部成交,2019-10-21 09:30:00
2019-10-28,09:30:00,股票,鹿港文化(601599.XSHG),卖,市价单,-540300股,3.04,-1642512,-540300股,-,75642,2135.27,全部成交,2019-10-28 09:30:00
2019-10-28,09:30:00,股票,佳云科技(300242.XSHE),买,市价单,418700股,3.92,1641304,418700股,-,0,492.39,全部成交,2019-10-28 09:30:00
2019-11-04,09:30:00,股票,聚力文化(002247.XSHE),卖,市价单,-490200股,2.7,-1323540,-490200股,-,-176472,1720.6,全部成交,2019-11-04 09:30:00
2019-11-04,09:30:00,股票,延华智能(002178.XSHE),卖,市价单,-441200股,3.56,-1570672,-441200股,-,44120,2041.87,全部成交,2019-11-04 09:30:00
2019-11-04,09:30:00,股票,鼎龙文化(002502.XSHE),卖,市价单,-540900股,2.58,-1395522,-540900股,-,-281268,1814.18,全部成交,2019-11-04 09:30:00
2019-11-04,09:30:00,股票,智慧松德(300173.XSHE),卖,市价单,-337400股,4.5,-1518300,-337400股,-,-53984,1973.79,全部成交,2019-11-04 09:30:00
2019-11-04,09:30:00,股票,唐德影视(300426.XSHE),买,市价单,254900股,5.7,1452930,254900股,-,0,435.88,全部成交,2019-11-04 09:30:00
2019-11-04,09:30:00,股票,曙光股份(600303.XSHG),买,市价单,413700股,3.52,1456224,413700股,-,0,436.87,全部成交,2019-11-04 09:30:00
2019-11-04,09:30:00,股票,盛讯达(300518.XSHE),买,市价单,54100股,26.78,1448798,54100股,-,0,434.64,全部成交,2019-11-04 09:30:00
2019-11-04,09:30:00,股票,当代东方(000673.XSHE),买,市价单,430200股,3.36,1445472,430200股,-,0,433.64,全部成交,2019-11-04 09:30:00
2019-11-11,09:30:00,股票,当代东方(000673.XSHE),卖,市价单,-430200股,4.34,-1867068,-430200股,-,421596,2427.19,全部成交,2019-11-11 09:30:00
2019-11-11,09:30:00,股票,延华智能(002178.XSHE),买,市价单,536600股,3.48,1867368,536600股,-,0,560.21,全部成交,2019-11-11 09:30:00
2019-12-02,09:30:00,股票,延华智能(002178.XSHE),卖,市价单,-536600股,3.46,-1856636,-536600股,-,-10732,2413.63,全部成交,2019-12-02 09:30:00
2019-12-02,09:30:00,股票,华仪电气(600290.XSHG),买,市价单,625000股,2.96,1850000,625000股,-,0,555,全部成交,2019-12-02 09:30:00
2019-12-09,09:30:00,股票,唐德影视(300426.XSHE),卖,市价单,-254900股,6.78,-1728222,-254900股,-,275292,2246.69,全部成交,2019-12-09 09:30:00
2019-12-09,09:30:00,股票,延华智能(002178.XSHE),买,市价单,468000股,3.68,1722240,468000股,-,0,516.67,全部成交,2019-12-09 09:30:00
2019-12-23,09:30:00,股票,佳云科技(300242.XSHE),卖,市价单,-418700股,3.88,-1624556,-418700股,-,-16748,2111.92,全部成交,2019-12-23 09:30:00
2019-12-23,09:30:00,股票,曙光股份(600303.XSHG),卖,市价单,-413700股,3.58,-1481046,-413700股,-,24822,1925.36,全部成交,2019-12-23 09:30:00
2019-12-23,09:30:00,股票,盛讯达(300518.XSHE),卖,市价单,-54100股,30.3,-1639230,-54100股,-,190432,2131,全部成交,2019-12-23 09:30:00
2019-12-23,09:30:00,股票,延华智能(002178.XSHE),卖,市价单,-468000股,4,-1872000,-468000股,-,149760,2433.6,全部成交,2019-12-23 09:30:00
2019-12-23,09:30:00,股票,双林股份(300100.XSHE),买,市价单,274400股,6.04,1657376,274400股,-,0,497.21,全部成交,2019-12-23 09:30:00
2019-12-23,09:30:00,股票,华西能源(002630.XSHE),买,市价单,678800股,2.46,1669848,678800股,-,0,500.95,全部成交,2019-12-23 09:30:00
2019-12-23,09:30:00,股票,正业科技(300410.XSHE),买,市价单,210100股,7.88,1655588,210100股,-,0,496.68,全部成交,2019-12-23 09:30:00
2019-12-23,09:30:00,股票,金浦钛业(000545.XSHE),买,市价单,534500股,3.04,1624880,534500股,-,0,487.46,全部成交,2019-12-23 09:30:00
2019-12-30,09:30:00,股票,ST华仪(600290.XSHG),卖,市价单,-0股,--,0,-625000股,-,-0,0,已撤单,2019-12-30 09:30:00
2019-12-30,09:30:00,股票,正业科技(300410.XSHE),卖,市价单,-210100股,8.17,-1716517,-210100股,-,60929,2231.47,全部成交,2019-12-30 09:30:00
2019-12-30,09:30:00,股票,沃格光电(603773.XSHG),买,市价单,52500股,32.42,1702050,52500股,-,0,510.61,全部成交,2019-12-30 09:30:00
2020-01-06,09:30:00,股票,ST华仪(600290.XSHG),卖,市价单,-625000股,2.54,-1587500,-625000股,-,-262500,2063.75,全部成交,2020-01-06 09:30:00
2020-01-06,09:30:00,股票,沃格光电(603773.XSHG),卖,市价单,-52500股,34.36,-1803900,-52500股,-,101850,2345.07,全部成交,2020-01-06 09:30:00
2020-01-06,09:30:00,股票,永吉股份(603058.XSHG),买,市价单,224000股,7.58,1697920,224000股,-,0,509.38,全部成交,2020-01-06 09:30:00
2020-01-06,09:30:00,股票,普路通(002769.XSHE),买,市价单,197300股,8.59,1694807,197300股,-,0,508.44,全部成交,2020-01-06 09:30:00
2020-01-13,09:30:00,股票,普路通(002769.XSHE),卖,市价单,-197300股,8.83,-1742159,-197300股,-,47352,2264.81,全部成交,2020-01-13 09:30:00
2020-01-13,09:30:00,股票,正业科技(300410.XSHE),买,市价单,206600股,8.42,1739572,206600股,-,0,521.87,全部成交,2020-01-13 09:30:00
2020-01-20,09:30:00,股票,永吉股份(603058.XSHG),卖,市价单,-224000股,7.48,-1675520,-224000股,-,-22400,2178.18,全部成交,2020-01-20 09:30:00
2020-01-20,09:30:00,股票,莱绅通灵(603900.XSHG),买,市价单,180600股,9.26,1672356,180600股,-,0,501.71,全部成交,2020-01-20 09:30:00
2020-02-03,09:30:00,股票,莱绅通灵(603900.XSHG),卖,市价单,-0股,--,0,-180600股,-,-0,0,已撤单,2020-02-03 09:30:00
2020-02-17,09:30:00,股票,金浦钛业(000545.XSHE),卖,市价单,-534500股,3.02,-1614190,-534500股,-,-10690,2098.45,全部成交,2020-02-17 09:30:00
2020-02-17,09:30:00,股票,普路通(002769.XSHE),买,市价单,215300股,7.48,1610444,215300股,-,0,483.13,全部成交,2020-02-17 09:30:00
2020-02-24,09:30:00,股票,正业科技(300410.XSHE),卖,市价单,-206600股,8.36,-1727176,-206600股,-,-12396,2245.33,全部成交,2020-02-24 09:30:00
2020-02-24,09:30:00,股票,永吉股份(603058.XSHG),买,市价单,246400股,7.01,1727264,246400股,-,0,518.18,全部成交,2020-02-24 09:30:00
2020-03-02,09:30:00,股票,双林股份(300100.XSHE),卖,市价单,-274400股,6.18,-1695792,-274400股,-,38416,2204.53,全部成交,2020-03-02 09:30:00
2020-03-02,09:30:00,股票,广东甘化(000576.XSHE),买,市价单,265500股,6.38,1693890,265500股,-,0,508.17,全部成交,2020-03-02 09:30:00
2020-03-09,09:30:00,股票,广东甘化(000576.XSHE),卖,市价单,-265500股,7.06,-1874430,-265500股,-,180540,2436.76,全部成交,2020-03-09 09:30:00
2020-03-09,09:30:00,股票,双林股份(300100.XSHE),买,市价单,298100股,6.28,1872068,298100股,-,0,561.62,全部成交,2020-03-09 09:30:00
2020-03-16,09:30:00,股票,普路通(002769.XSHE),卖,市价单,-215300股,7.98,-1718094,-215300股,-,107650,2233.52,全部成交,2020-03-16 09:30:00
2020-03-16,09:30:00,股票,永吉股份(603058.XSHG),卖,市价单,-246400股,6.84,-1685376,-246400股,-,-41888,2190.99,全部成交,2020-03-16 09:30:00
2020-03-16,09:30:00,股票,青岛金王(002094.XSHE),买,市价单,412400股,4.14,1707336,412400股,-,0,512.2,全部成交,2020-03-16 09:30:00
2020-03-16,09:30:00,股票,金浦钛业(000545.XSHE),买,市价单,580000股,2.92,1693600,580000股,-,0,508.08,全部成交,2020-03-16 09:30:00
2020-03-23,09:30:00,股票,青岛金王(002094.XSHE),卖,市价单,-412400股,3.96,-1633104,-412400股,-,-74232,2123.04,全部成交,2020-03-23 09:30:00
2020-03-23,09:30:00,股票,金浦钛业(000545.XSHE),卖,市价单,-580000股,2.72,-1577600,-580000股,-,-116000,2050.88,全部成交,2020-03-23 09:30:00
2020-03-23,09:30:00,股票,正业科技(300410.XSHE),买,市价单,229100股,7,1603700,229100股,-,0,481.11,全部成交,2020-03-23 09:30:00
2020-03-23,09:30:00,股票,普路通(002769.XSHE),买,市价单,227100股,7.02,1594242,227100股,-,0,478.27,全部成交,2020-03-23 09:30:00
2020-03-30,09:30:00,股票,莱绅通灵(603900.XSHG),卖,市价单,-180600股,7.9,-1426740,-180600股,-,-245616,1854.76,全部成交,2020-03-30 09:30:00
2020-03-30,09:30:00,股票,金浦钛业(000545.XSHE),买,市价单,520300股,2.76,1436028,520300股,-,0,430.81,全部成交,2020-03-30 09:30:00
2020-04-07,09:30:00,股票,普路通(002769.XSHE),卖,市价单,-227100股,7.15,-1623765,-227100股,-,29523,2110.89,全部成交,2020-04-07 09:30:00
2020-04-07,09:30:00,股票,莱绅通灵(603900.XSHG),买,市价单,210700股,7.64,1609748,210700股,-,0,482.92,全部成交,2020-04-07 09:30:00
2020-04-20,09:30:00,股票,华西能源(002630.XSHE),卖,市价单,-678800股,2.35,-1595180,-678800股,-,-74668,2073.73,全部成交,2020-04-20 09:30:00
2020-04-20,09:30:00,股票,珠江实业(600684.XSHG),买,市价单,501100股,3.2,1603520,501100股,-,0,481.06,全部成交,2020-04-20 09:30:00
2020-04-27,09:30:00,股票,珠江实业(600684.XSHG),卖,市价单,-501100股,3.08,-1543388,-501100股,-,-60132,2006.4,全部成交,2020-04-27 09:30:00
2020-04-27,09:30:00,股票,豫金刚石(300064.XSHE),买,市价单,719800股,2.14,1540372,719800股,-,0,462.11,全部成交,2020-04-27 09:30:00
2020-05-06,09:30:00,股票,豫金刚石(300064.XSHE),卖,市价单,-719800股,1.98,-1425204,-719800股,-,-115168,1852.77,全部成交,2020-05-06 09:30:00
2020-05-06,09:30:00,股票,普路通(002769.XSHE),买,市价单,203800股,6.94,1414372,203800股,-,0,424.31,全部成交,2020-05-06 09:30:00
2020-05-18,09:30:00,股票,普路通(002769.XSHE),卖,市价单,-203800股,7.18,-1463284,-203800股,-,48912,1902.27,全部成交,2020-05-18 09:30:00
2020-05-18,09:30:00,股票,天房发展(600322.XSHG),买,市价单,601200股,2.44,1466928,601200股,-,0,440.08,全部成交,2020-05-18 09:30:00
2020-05-25,09:30:00,股票,莱绅通灵(603900.XSHG),卖,市价单,-210700股,7.98,-1681386,-210700股,-,71638,2185.8,全部成交,2020-05-25 09:30:00
2020-05-25,09:30:00,股票,普路通(002769.XSHE),买,市价单,237400股,7.04,1671296,237400股,-,0,501.39,全部成交,2020-05-25 09:30:00
2020-06-01,09:30:00,股票,普路通(002769.XSHE),卖,市价单,-237400股,7.24,-1718776,-237400股,-,51753.2,2234.41,全部成交,2020-06-01 09:30:00
2020-06-01,09:30:00,股票,巴安水务(300262.XSHE),买,市价单,428700股,4.03,1727661,428700股,-,0,518.3,全部成交,2020-06-01 09:30:00
2020-06-15,09:30:00,股票,天房发展(600322.XSHG),卖,市价单,-601200股,2.44,-1466928,-601200股,-,0,1907.01,全部成交,2020-06-15 09:30:00
2020-06-15,09:30:00,股票,莱绅通灵(603900.XSHG),买,市价单,184200股,7.9,1455180,184200股,-,0,436.55,全部成交,2020-06-15 09:30:00
2020-06-22,09:30:00,股票,双林股份(300100.XSHE),卖,市价单,-298100股,4.93,-1469633,-298100股,-,-402435,1910.52,全部成交,2020-06-22 09:30:00
2020-06-22,09:30:00,股票,正业科技(300410.XSHE),卖,市价单,-229100股,6.61,-1514351,-229100股,-,-89349,1968.66,全部成交,2020-06-22 09:30:00
2020-06-22,09:30:00,股票,金浦钛业(000545.XSHE),卖,市价单,-520300股,2.5,-1300750,-520300股,-,-135278,1690.98,全部成交,2020-06-22 09:30:00
2020-06-22,09:30:00,股票,莱绅通灵(603900.XSHG),卖,市价单,-184200股,8.22,-1514124,-184200股,-,58944,1968.36,全部成交,2020-06-22 09:30:00
2020-06-22,09:30:00,股票,天房发展(600322.XSHG),买,市价单,548000股,2.66,1457680,548000股,-,0,437.3,全部成交,2020-06-22 09:30:00
2020-06-22,09:30:00,股票,建新股份(300107.XSHE),买,市价单,261100股,5.56,1451716,261100股,-,0,435.51,全部成交,2020-06-22 09:30:00
2020-06-22,09:30:00,股票,禾望电气(603063.XSHG),买,市价单,199000股,7.3,1452700,199000股,-,0,435.81,全部成交,2020-06-22 09:30:00
2020-06-22,09:30:00,股票,中国中期(000996.XSHE),买,市价单,156800股,9.1,1426880,156800股,-,0,428.06,全部成交,2020-06-22 09:30:00
2020-07-06,09:30:00,股票,中国中期(000996.XSHE),卖,市价单,-156800股,9.8,-1536640,-156800股,-,109760,1997.63,全部成交,2020-07-06 09:30:00
2020-07-06,09:30:00,股票,京山轻机(000821.XSHE),买,市价单,256100股,6.01,1539161,256100股,-,0,461.75,全部成交,2020-07-06 09:30:00
2020-07-27,09:30:00,股票,京山轻机(000821.XSHE),卖,市价单,-256100股,7.38,-1890018,-256100股,-,350857,2457.02,全部成交,2020-07-27 09:30:00
2020-07-27,09:30:00,股票,中国中期(000996.XSHE),买,市价单,201200股,9.36,1883232,201200股,-,0,564.97,全部成交,2020-07-27 09:30:00
2020-08-03,09:30:00,股票,禾望电气(603063.XSHG),卖,市价单,-199000股,8.14,-1619860,-199000股,-,167160,2105.82,全部成交,2020-08-03 09:30:00
2020-08-03,09:30:00,股票,潮宏基(002345.XSHE),买,市价单,420100股,3.86,1621586,420100股,-,0,486.48,全部成交,2020-08-03 09:30:00
2020-08-10,09:30:00,股票,中国中期(000996.XSHE),卖,市价单,-201200股,10.98,-2209176,-201200股,-,325944,2871.93,全部成交,2020-08-10 09:30:00
2020-08-10,09:30:00,股票,渝开发(000514.XSHE),买,市价单,530800股,4.16,2208128,530800股,-,0,662.44,全部成交,2020-08-10 09:30:00
2020-08-17,09:30:00,股票,渝开发(000514.XSHE),卖,市价单,-530800股,4.23,-2245284,-530800股,-,37156,2918.87,全部成交,2020-08-17 09:30:00
2020-08-17,09:30:00,股票,众应互联(002464.XSHE),买,市价单,358200股,6.26,2242332,358200股,-,0,672.7,全部成交,2020-08-17 09:30:00
2020-08-24,09:30:00,股票,巴安水务(300262.XSHE),卖,市价单,-428700股,4.76,-2040612,-428700股,-,318524.1,2652.8,全部成交,2020-08-24 09:30:00
2020-08-24,09:30:00,股票,中国中期(000996.XSHE),买,市价单,198100股,10.28,2036468,198100股,-,0,610.94,全部成交,2020-08-24 09:30:00
2020-08-31,09:30:00,股票,天房发展(600322.XSHG),卖,市价单,-548000股,2.78,-1523440,-548000股,-,65760,1980.47,全部成交,2020-08-31 09:30:00
2020-08-31,09:30:00,股票,建新股份(300107.XSHE),卖,市价单,-261100股,6.78,-1770258,-261100股,-,318542,2301.34,全部成交,2020-08-31 09:30:00
2020-08-31,09:30:00,股票,派生科技(300176.XSHE),买,市价单,198900股,8.28,1646892,198900股,-,0,494.07,全部成交,2020-08-31 09:30:00
2020-08-31,09:30:00,股票,桂东电力(600310.XSHG),买,市价单,395000股,4.16,1643200,395000股,-,0,492.96,全部成交,2020-08-31 09:30:00
2020-09-07,09:30:00,股票,派生科技(300176.XSHE),卖,市价单,-198900股,9.94,-1977066,-198900股,-,330174,2570.19,全部成交,2020-09-07 09:30:00
2020-09-07,09:30:00,股票,渝开发(000514.XSHE),买,市价单,479600股,4.12,1975952,479600股,-,0,592.79,全部成交,2020-09-07 09:30:00
2020-09-14,09:30:00,股票,潮宏基(002345.XSHE),卖,市价单,-420100股,3.88,-1629988,-420100股,-,8402,2118.98,全部成交,2020-09-14 09:30:00
2020-09-14,09:30:00,股票,渝开发(000514.XSHE),卖,市价单,-479600股,4.02,-1927992,-479600股,-,-47960,2506.39,全部成交,2020-09-14 09:30:00
2020-09-14,09:30:00,股票,派生科技(300176.XSHE),买,市价单,209600股,8.48,1777408,209600股,-,0,533.22,全部成交,2020-09-14 09:30:00
2020-09-14,09:30:00,股票,畅联股份(603648.XSHG),买,市价单,194400股,9.1,1769040,194400股,-,0,530.71,全部成交,2020-09-14 09:30:00
2020-10-09,09:30:00,股票,畅联股份(603648.XSHG),卖,市价单,-194400股,8.78,-1706832,-194400股,-,-62208,2218.88,全部成交,2020-10-09 09:30:00
2020-10-09,09:30:00,股票,派思股份(603318.XSHG),买,市价单,209100股,8.16,1706256,209100股,-,0,511.88,全部成交,2020-10-09 09:30:00
2020-10-12,09:30:00,股票,派思股份(603318.XSHG),卖,市价单,-209100股,8.51,-1779441,-209100股,-,73185,2313.27,全部成交,2020-10-12 09:30:00
2020-10-12,09:30:00,股票,畅联股份(603648.XSHG),买,市价单,198200股,8.96,1775872,198200股,-,0,532.76,全部成交,2020-10-12 09:30:00
2020-10-26,09:30:00,股票,派生科技(300176.XSHE),卖,市价单,-209600股,9.4,-1970240,-209600股,-,192832,2561.31,全部成交,2020-10-26 09:30:00
2020-10-26,09:30:00,股票,畅联股份(603648.XSHG),卖,市价单,-198200股,9.52,-1886864,-198200股,-,110992,2452.92,全部成交,2020-10-26 09:30:00
2020-10-26,09:30:00,股票,派思股份(603318.XSHG),买,市价单,237700股,8.12,1930124,237700股,-,0,579.04,全部成交,2020-10-26 09:30:00
2020-10-26,09:30:00,股票,长航凤凰(000520.XSHE),买,市价单,575200股,3.36,1932672,575200股,-,0,579.8,全部成交,2020-10-26 09:30:00
2020-11-02,09:30:00,股票,众应互联(002464.XSHE),卖,市价单,-358200股,4.07,-1457874,-358200股,-,-784458,1895.24,全部成交,2020-11-02 09:30:00
2020-11-02,09:30:00,股票,桂东电力(600310.XSHG),卖,市价单,-395000股,3.78,-1493100,-395000股,-,-150100,1941.03,全部成交,2020-11-02 09:30:00
2020-11-02,09:30:00,股票,长航凤凰(000520.XSHE),卖,市价单,-575200股,3.34,-1921168,-575200股,-,-11504,2497.52,全部成交,2020-11-02 09:30:00
2020-11-02,09:30:00,股票,博天环境(603603.XSHG),买,市价单,282000股,5.76,1624320,282000股,-,0,487.3,全部成交,2020-11-02 09:30:00
2020-11-02,09:30:00,股票,天房发展(600322.XSHG),买,市价单,681800股,2.4,1636320,681800股,-,0,490.9,全部成交,2020-11-02 09:30:00
2020-11-02,09:30:00,股票,希努尔(002485.XSHE),买,市价单,323100股,4.94,1596114,323100股,-,0,478.83,全部成交,2020-11-02 09:30:00
2020-11-09,09:30:00,股票,中国中期(000996.XSHE),卖,市价单,-198100股,9.28,-1838368,-198100股,-,-198100,2389.88,全部成交,2020-11-09 09:30:00
2020-11-09,09:30:00,股票,桂东电力(600310.XSHG),买,市价单,476700股,3.86,1840062,476700股,-,0,552.02,全部成交,2020-11-09 09:30:00
2020-11-16,09:30:00,股票,桂东电力(600310.XSHG),卖,市价单,-476700股,3.9,-1859130,-476700股,-,19068,2416.87,全部成交,2020-11-16 09:30:00
2020-11-16,09:30:00,股票,中国中期(000996.XSHE),买,市价单,198900股,9.28,1845792,198900股,-,0,553.74,全部成交,2020-11-16 09:30:00
2020-11-23,09:30:00,股票,中国中期(000996.XSHE),卖,市价单,-198900股,9.62,-1913418,-198900股,-,67626,2487.44,全部成交,2020-11-23 09:30:00
2020-11-23,09:30:00,股票,柏堡龙(002776.XSHE),买,市价单,318800股,6.01,1915988,318800股,-,0,574.8,全部成交,2020-11-23 09:30:00
2020-12-14,09:30:00,股票,派思股份(603318.XSHG),卖,市价单,-237700股,7.96,-1892092,-237700股,-,-38032,2459.72,全部成交,2020-12-14 09:30:00
2020-12-14,09:30:00,股票,桂东电力(600310.XSHG),买,市价单,495900股,3.82,1894338,495900股,-,0,568.3,全部成交,2020-12-14 09:30:00
2020-12-21,09:30:00,股票,博天环境(603603.XSHG),卖,市价单,-282000股,5.28,-1488960,-282000股,-,-135360,1935.65,全部成交,2020-12-21 09:30:00
2020-12-21,09:30:00,股票,天房发展(600322.XSHG),卖,市价单,-681800股,2.38,-1622684,-681800股,-,-13636,2109.49,全部成交,2020-12-21 09:30:00
2020-12-21,09:30:00,股票,希努尔(002485.XSHE),卖,市价单,-323100股,4.92,-1589652,-323100股,-,-6462,2066.55,全部成交,2020-12-21 09:30:00
2020-12-21,09:30:00,股票,柏堡龙(002776.XSHE),卖,市价单,-318800股,5.38,-1715144,-318800股,-,-200844,2229.69,全部成交,2020-12-21 09:30:00
2020-12-21,09:30:00,股票,桂东电力(600310.XSHG),卖,市价单,-495900股,3.96,-1963764,-495900股,-,69426,2552.89,全部成交,2020-12-21 09:30:00
2020-12-21,09:30:00,股票,思美传媒(002712.XSHE),买,市价单,321300股,5.22,1677186,321300股,-,0,503.16,全部成交,2020-12-21 09:30:00
2020-12-21,09:30:00,股票,世嘉科技(002796.XSHE),买,市价单,134600股,12.44,1674424,134600股,-,0,502.33,全部成交,2020-12-21 09:30:00
2020-12-21,09:30:00,股票,众合科技(000925.XSHE),买,市价单,265600股,6.32,1678592,265600股,-,0,503.58,全部成交,2020-12-21 09:30:00
2020-12-21,09:30:00,股票,信雅达(600571.XSHG),买,市价单,213300股,7.86,1676538,213300股,-,0,502.96,全部成交,2020-12-21 09:30:00
2020-12-21,09:30:00,股票,易联众(300096.XSHE),买,市价单,204400股,8.08,1651552,204400股,-,0,495.47,全部成交,2020-12-21 09:30:00
2021-01-04,09:30:00,股票,世嘉科技(002796.XSHE),卖,市价单,-134600股,15.98,-2150908,-134600股,-,476484,2796.18,全部成交,2021-01-04 09:30:00
2021-01-04,09:30:00,股票,普邦股份(002663.XSHE),买,市价单,1109500股,1.95,2163525,1109500股,-,0,649.06,全部成交,2021-01-04 09:30:00
2021-01-11,09:30:00,股票,众合科技(000925.XSHE),卖,市价单,-265600股,6.2,-1646720,-265600股,-,-31872,2140.74,全部成交,2021-01-11 09:30:00
2021-01-11,09:30:00,股票,生意宝(002095.XSHE),买,市价单,122600股,13.24,1623224,122600股,-,0,486.97,全部成交,2021-01-11 09:30:00
2021-01-18,09:30:00,股票,生意宝(002095.XSHE),卖,市价单,-122600股,14.24,-1745824,-122600股,-,122600,2269.57,全部成交,2021-01-18 09:30:00
2021-01-18,09:30:00,股票,名家汇(300506.XSHE),买,市价单,380200股,4.61,1752722,380200股,-,0,525.82,全部成交,2021-01-18 09:30:00
2021-01-25,09:30:00,股票,易联众(300096.XSHE),卖,市价单,-204400股,8.54,-1745576,-204400股,-,94024,2269.25,全部成交,2021-01-25 09:30:00
2021-01-25,09:30:00,股票,名家汇(300506.XSHE),卖,市价单,-380200股,5.12,-1946624,-380200股,-,193902,2530.61,全部成交,2021-01-25 09:30:00
2021-01-25,09:30:00,股票,世嘉科技(002796.XSHE),买,市价单,144600股,12.74,1842204,144600股,-,0,552.66,全部成交,2021-01-25 09:30:00
2021-01-25,09:30:00,股票,济民制药(603222.XSHG),买,市价单,176400股,10.42,1838088,176400股,-,0,551.43,全部成交,2021-01-25 09:30:00
2021-02-01,09:30:00,股票,信雅达(600571.XSHG),卖,市价单,-213300股,7.24,-1544292,-213300股,-,-132246,2007.58,全部成交,2021-02-01 09:30:00
2021-02-01,09:30:00,股票,济民制药(603222.XSHG),卖,市价单,-176400股,10.12,-1785168,-176400股,-,-52920,2320.72,全部成交,2021-02-01 09:30:00
2021-02-01,09:30:00,股票,名家汇(300506.XSHE),买,市价单,368800股,4.53,1670664,368800股,-,0,501.2,全部成交,2021-02-01 09:30:00
2021-02-01,09:30:00,股票,森源电气(002358.XSHE),买,市价单,508700股,3.26,1658362,508700股,-,0,497.51,全部成交,2021-02-01 09:30:00
2021-02-08,09:30:00,股票,森源电气(002358.XSHE),卖,市价单,-508700股,3.1,-1576970,-508700股,-,-81392,2050.06,全部成交,2021-02-08 09:30:00
2021-02-08,09:30:00,股票,榕基软件(002474.XSHE),买,市价单,338600股,4.65,1574490,338600股,-,0,472.35,全部成交,2021-02-08 09:30:00
2021-02-18,09:30:00,股票,榕基软件(002474.XSHE),卖,市价单,-338600股,4.74,-1604964,-338600股,-,30474,2086.45,全部成交,2021-02-18 09:30:00
2021-02-18,09:30:00,股票,济民制药(603222.XSHG),买,市价单,178900股,8.93,1597577,178900股,-,0,479.27,全部成交,2021-02-18 09:30:00
2021-03-01,09:30:00,股票,济民制药(603222.XSHG),卖,市价单,-178900股,13.86,-2479554,-178900股,-,881977,3223.42,全部成交,2021-03-01 09:30:00
2021-03-01,09:30:00,股票,冰川网络(300533.XSHE),买,市价单,118300股,20.9,2472470,118300股,-,0,741.74,全部成交,2021-03-01 09:30:00
2021-03-08,09:30:00,股票,普邦股份(002663.XSHE),卖,市价单,-1109500股,1.78,-1974910,-1109500股,-,-188615,2567.38,全部成交,2021-03-08 09:30:00
2021-03-08,09:30:00,股票,朗玛信息(300288.XSHE),买,市价单,202000股,9.78,1975560,202000股,-,0,592.67,全部成交,2021-03-08 09:30:00
2021-03-15,09:30:00,股票,朗玛信息(300288.XSHE),卖,市价单,-202000股,9.52,-1923040,-202000股,-,-52520,2499.95,全部成交,2021-03-15 09:30:00
2021-03-15,09:30:00,股票,信雅达(600571.XSHG),买,市价单,267700股,7.18,1922086,267700股,-,0,576.63,全部成交,2021-03-15 09:30:00
2021-03-22,09:30:00,股票,信雅达(600571.XSHG),卖,市价单,-267700股,7.42,-1986334,-267700股,-,64248,2582.23,全部成交,2021-03-22 09:30:00
2021-03-22,09:30:00,股票,朗玛信息(300288.XSHE),买,市价单,216800股,9.14,1981552,216800股,-,0,594.47,全部成交,2021-03-22 09:30:00
2021-04-12,09:30:00,股票,冰川网络(300533.XSHE),卖,市价单,-118300股,20.4,-2413320,-118300股,-,-59150,3137.32,全部成交,2021-04-12 09:30:00
2021-04-12,09:30:00,股票,实益达(002137.XSHE),买,市价单,440100股,5.48,2411748,440100股,-,0,723.52,全部成交,2021-04-12 09:30:00
2021-04-19,09:30:00,股票,朗玛信息(300288.XSHE),卖,市价单,-216800股,9.14,-1981552,-216800股,-,-0,2576.02,全部成交,2021-04-19 09:30:00
2021-04-19,09:30:00,股票,实益达(002137.XSHE),卖,市价单,-440100股,5.5,-2420550,-440100股,-,8802,3146.72,全部成交,2021-04-19 09:30:00
2021-04-19,09:30:00,股票,冰川网络(300533.XSHE),买,市价单,109600股,20.02,2194192,109600股,-,0,658.26,全部成交,2021-04-19 09:30:00
