日期,委托时间,品种,标的,交易类型,下单类型,成交数量,成交价,成交额,委托数量,委托价格,平仓盈亏,手续费,状态,最后更新时间
2023-11-17,09:30:00,基金,纳指ETF(513100.XSHG),买,市价单,147800股,1.16,171448,147800股,-,0,25.72,全部成交,2023-11-17 09:30:00
2024-01-17,09:30:00,基金,纳指ETF(513100.XSHG),卖,市价单,-147800股,1.224,-180907.2,-147800股,-,9459.2,27.14,全部成交,2024-01-17 09:30:00
2024-01-17,09:30:00,基金,黄金ETF(518880.XSHG),买,市价单,38800股,4.661,180846.8,38800股,-,0,27.13,全部成交,2024-01-17 09:30:00
2024-01-19,09:30:00,基金,黄金ETF(518880.XSHG),卖,市价单,-38800股,4.636,-179876.8,-38800股,-,-970,26.98,全部成交,2024-01-19 09:30:00
2024-01-19,09:30:00,基金,纳指ETF(513100.XSHG),买,市价单,145300股,1.237,179736.1,145300股,-,0,26.96,全部成交,2024-01-19 09:30:00
2024-02-22,09:30:00,基金,纳指ETF(513100.XSHG),卖,市价单,-145300股,1.301,-189035.3,-145300股,-,9299.2,28.36,全部成交,2024-02-22 09:30:00
2024-02-22,09:30:00,基金,50ETF(510050.XSHG),买,市价单,77400股,2.44,188856,77400股,-,0,28.33,全部成交,2024-02-22 09:30:00
2024-02-27,09:30:00,基金,50ETF(510050.XSHG),卖,市价单,-77400股,2.418,-187153.2,-77400股,-,-1702.8,28.07,全部成交,2024-02-27 09:30:00
2024-02-27,09:30:00,基金,纳指ETF(513100.XSHG),买,市价单,143200股,1.308,187305.6,143200股,-,0,28.1,全部成交,2024-02-27 09:30:00
2024-02-28,09:30:00,基金,纳指ETF(513100.XSHG),卖,市价单,-143200股,1.309,-187448.8,-143200股,-,143.2,28.12,全部成交,2024-02-28 09:30:00
2024-02-28,09:30:00,基金,50ETF(510050.XSHG),买,市价单,76800股,2.438,187238.4,76800股,-,0,28.09,全部成交,2024-02-28 09:30:00
2024-03-05,09:30:00,基金,50ETF(510050.XSHG),卖,市价单,-76800股,2.442,-187545.6,-76800股,-,307.2,28.13,全部成交,2024-03-05 09:30:00
2024-03-05,09:30:00,基金,创业板ETF易方达(159915.XSHE),买,市价单,105900股,1.771,187548.9,105900股,-,0,28.13,全部成交,2024-03-05 09:30:00
2024-03-06,09:30:00,基金,创业板ETF易方达(159915.XSHE),卖,市价单,-105900股,1.773,-187760.7,-105900股,-,211.8,28.16,全部成交,2024-03-06 09:30:00
2024-03-06,09:30:00,基金,50ETF(510050.XSHG),买,市价单,75700股,2.478,187584.6,75700股,-,0,28.14,全部成交,2024-03-06 09:30:00
2024-03-07,09:30:00,基金,50ETF(510050.XSHG),卖,市价单,-75700股,2.466,-186676.2,-75700股,-,-908.4,28,全部成交,2024-03-07 09:30:00
2024-03-07,09:30:00,基金,创业板ETF易方达(159915.XSHE),买,市价单,105000股,1.779,186795,105000股,-,0,28.02,全部成交,2024-03-07 09:30:00
2024-03-26,09:30:00,基金,创业板ETF易方达(159915.XSHE),卖,市价单,-105000股,1.782,-187110,-105000股,-,315,28.07,全部成交,2024-03-26 09:30:00
2024-03-26,09:30:00,基金,黄金ETF(518880.XSHG),买,市价单,37700股,4.959,186954.3,37700股,-,0,28.04,全部成交,2024-03-26 09:30:00
2024-05-10,09:30:00,基金,黄金ETF(518880.XSHG),卖,市价单,-37700股,5.33,-200941,-37700股,-,13986.7,30.14,全部成交,2024-05-10 09:30:00
2024-05-10,09:30:00,基金,创业板ETF易方达(159915.XSHE),买,市价单,108100股,1.858,200849.8,108100股,-,0,30.13,全部成交,2024-05-10 09:30:00
2024-05-13,09:30:00,基金,创业板ETF易方达(159915.XSHE),卖,市价单,-108100股,1.819,-196633.9,-108100股,-,-4215.9,29.5,全部成交,2024-05-13 09:30:00
2024-05-13,09:30:00,基金,黄金ETF(518880.XSHG),买,市价单,36800股,5.34,196512,36800股,-,0,29.48,全部成交,2024-05-13 09:30:00
2024-05-14,09:30:00,基金,黄金ETF(518880.XSHG),卖,市价单,-36800股,5.33,-196144,-36800股,-,-368,29.42,全部成交,2024-05-14 09:30:00
2024-05-14,09:30:00,基金,50ETF(510050.XSHG),买,市价单,77300股,2.539,196264.7,77300股,-,0,29.44,全部成交,2024-05-14 09:30:00
2024-05-21,09:30:00,基金,50ETF(510050.XSHG),卖,市价单,-77300股,2.562,-198042.6,-77300股,-,1777.9,29.71,全部成交,2024-05-21 09:30:00
2024-05-21,09:30:00,基金,创业板ETF易方达(159915.XSHE),买,市价单,108400股,1.826,197938.4,108400股,-,0,29.69,全部成交,2024-05-21 09:30:00
2024-05-24,09:30:00,基金,创业板ETF易方达(159915.XSHE),卖,市价单,-108400股,1.804,-195553.6,-108400股,-,-2384.8,29.33,全部成交,2024-05-24 09:30:00
2024-05-24,09:30:00,基金,纳指ETF(513100.XSHG),买,市价单,143400股,1.364,195597.6,143400股,-,0,29.34,全部成交,2024-05-24 09:30:00
2024-07-19,09:30:00,基金,纳指ETF(513100.XSHG),卖,市价单,-143400股,1.477,-211801.8,-143400股,-,16204.2,31.77,全部成交,2024-07-19 09:30:00
2024-07-19,09:30:00,基金,黄金ETF(518880.XSHG),买,市价单,38700股,5.458,211224.6,38700股,-,0,31.68,全部成交,2024-07-19 09:30:00
2024-07-22,09:30:00,基金,黄金ETF(518880.XSHG),卖,市价单,-38700股,5.427,-210024.9,-38700股,-,-1199.7,31.5,全部成交,2024-07-22 09:30:00
2024-07-22,09:30:00,基金,50ETF(510050.XSHG),买,市价单,82900股,2.537,210317.3,82900股,-,0,31.55,全部成交,2024-07-22 09:30:00
2024-07-25,09:30:00,基金,50ETF(510050.XSHG),卖,市价单,-82900股,2.465,-204348.5,-82900股,-,-5968.8,30.65,全部成交,2024-07-25 09:30:00
2024-07-25,09:30:00,基金,黄金ETF(518880.XSHG),买,市价单,37900股,5.388,204205.2,37900股,-,0,30.63,全部成交,2024-07-25 09:30:00
2024-07-26,09:30:00,基金,黄金ETF(518880.XSHG),卖,市价单,-37900股,5.312,-201324.8,-37900股,-,-2880.4,30.2,全部成交,2024-07-26 09:30:00
2024-07-26,09:30:00,基金,50ETF(510050.XSHG),买,市价单,82200股,2.451,201472.2,82200股,-,0,30.22,全部成交,2024-07-26 09:30:00
2024-07-29,09:30:00,基金,50ETF(510050.XSHG),卖,市价单,-82200股,2.441,-200650.2,-82200股,-,-822,30.1,全部成交,2024-07-29 09:30:00
2024-07-29,09:30:00,基金,黄金ETF(518880.XSHG),买,市价单,37100股,5.395,200154.5,37100股,-,0,30.02,全部成交,2024-07-29 09:30:00
2024-09-06,09:30:00,基金,黄金ETF(518880.XSHG),卖,市价单,-37100股,5.51,-204421,-37100股,-,4266.5,30.66,全部成交,2024-09-06 09:30:00
2024-09-06,09:30:00,基金,纳指ETF(513100.XSHG),买,市价单,151600股,1.351,204811.6,151600股,-,0,30.72,全部成交,2024-09-06 09:30:00
2024-09-19,09:30:00,基金,纳指ETF(513100.XSHG),卖,市价单,-151600股,1.429,-216636.4,-151600股,-,11824.8,32.5,全部成交,2024-09-19 09:30:00
2024-09-19,09:30:00,基金,黄金ETF(518880.XSHG),买,市价单,38700股,5.591,216371.7,38700股,-,0,32.46,全部成交,2024-09-19 09:30:00
2024-09-26,09:30:00,基金,黄金ETF(518880.XSHG),卖,市价单,-38700股,5.76,-222912,-38700股,-,6540.3,33.44,全部成交,2024-09-26 09:30:00
2024-09-26,09:30:00,基金,创业板ETF易方达(159915.XSHE),买,市价单,139000股,1.604,222956,139000股,-,0,33.44,全部成交,2024-09-26 09:30:00
2024-11-08,09:30:00,基金,创业板ETF易方达(159915.XSHE),卖,市价单,-139000股,2.355,-327345,-139000股,-,104389,49.1,全部成交,2024-11-08 09:30:00
2024-11-08,09:30:00,基金,纳指ETF(513100.XSHG),买,市价单,214600股,1.525,327265,214600股,-,0,49.09,全部成交,2024-11-08 09:30:00
2024-11-13,09:30:00,基金,纳指ETF(513100.XSHG),卖,市价单,-214600股,1.53,-328338,-214600股,-,1073,49.25,全部成交,2024-11-13 09:30:00
2024-11-13,09:30:00,基金,创业板ETF易方达(159915.XSHE),买,市价单,141200股,2.325,328290,141200股,-,0,49.24,全部成交,2024-11-13 09:30:00
2024-11-22,09:30:00,基金,创业板ETF易方达(159915.XSHE),卖,市价单,-141200股,2.218,-313181.6,-141200股,-,-15108.4,46.98,全部成交,2024-11-22 09:30:00
2024-11-22,09:30:00,基金,纳指ETF(513100.XSHG),买,市价单,206100股,1.519,313065.9,206100股,-,0,46.96,全部成交,2024-11-22 09:30:00
2025-01-13,09:30:00,基金,纳指ETF(513100.XSHG),卖,市价单,-206100股,1.613,-332439.3,-206100股,-,19373.4,49.87,全部成交,2025-01-13 09:30:00
2025-01-13,09:30:00,基金,黄金ETF(518880.XSHG),买,市价单,54400股,6.105,332112,54400股,-,0,49.82,全部成交,2025-01-13 09:30:00
2025-02-18,09:30:00,基金,黄金ETF(518880.XSHG),卖,市价单,-54400股,6.5,-353600,-54400股,-,21488,53.04,全部成交,2025-02-18 09:30:00
2025-02-18,09:30:00,基金,创业板ETF易方达(159915.XSHE),买,市价单,162400股,2.178,353707.2,162400股,-,0,53.06,全部成交,2025-02-18 09:30:00
2025-03-03,09:30:00,基金,创业板ETF易方达(159915.XSHE),卖,市价单,-162400股,2.133,-346399.2,-162400股,-,-7308,51.96,全部成交,2025-03-03 09:30:00
2025-03-03,09:30:00,基金,黄金ETF(518880.XSHG),买,市价单,53700股,6.445,346096.5,53700股,-,0,51.91,全部成交,2025-03-03 09:30:00
2025-03-07,09:30:00,基金,黄金ETF(518880.XSHG),卖,市价单,-53700股,6.506,-349372.2,-53700股,-,3275.7,52.41,全部成交,2025-03-07 09:30:00
2025-03-07,09:30:00,基金,创业板ETF易方达(159915.XSHE),买,市价单,160200股,2.181,349396.2,160200股,-,0,52.41,全部成交,2025-03-07 09:30:00
2025-03-13,09:30:00,基金,创业板ETF易方达(159915.XSHE),卖,市价单,-160200股,2.146,-343789.2,-160200股,-,-5607,51.57,全部成交,2025-03-13 09:30:00
2025-03-13,09:30:00,基金,50ETF(510050.XSHG),买,市价单,126000股,2.729,343854,126000股,-,0,51.58,全部成交,2025-03-13 09:30:00
2025-03-21,09:30:00,基金,50ETF(510050.XSHG),卖,市价单,-126000股,2.772,-349272,-126000股,-,5418,52.39,全部成交,2025-03-21 09:30:00
2025-03-21,09:30:00,基金,黄金ETF(518880.XSHG),买,市价单,51200股,6.808,348569.6,51200股,-,0,52.29,全部成交,2025-03-21 09:30:00
2025-05-13,09:30:00,基金,黄金ETF(518880.XSHG),卖,市价单,-51200股,7.291,-373299.2,-51200股,-,24729.6,55.99,全部成交,2025-05-13 09:30:00
2025-05-13,09:30:00,基金,纳指ETF(513100.XSHG),买,市价单,243000股,1.538,373734,243000股,-,0,56.06,全部成交,2025-05-13 09:30:00
2025-06-17,09:30:00,基金,纳指ETF(513100.XSHG),卖,市价单,-243000股,1.573,-382239,-243000股,-,8505,57.34,全部成交,2025-06-17 09:30:00
2025-06-17,09:30:00,基金,黄金ETF(518880.XSHG),买,市价单,50700股,7.525,381517.5,50700股,-,0,57.23,全部成交,2025-06-17 09:30:00
2025-06-25,09:30:00,基金,黄金ETF(518880.XSHG),卖,市价单,-50700股,7.378,-374064.6,-50700股,-,-7452.9,56.11,全部成交,2025-06-25 09:30:00
2025-06-25,09:30:00,基金,纳指ETF(513100.XSHG),买,市价单,234700股,1.596,374581.2,234700股,-,0,56.19,全部成交,2025-06-25 09:30:00
2025-06-26,09:30:00,基金,纳指ETF(513100.XSHG),卖,市价单,-234700股,1.599,-375285.3,-234700股,-,704.1,56.29,全部成交,2025-06-26 09:30:00
2025-06-26,09:30:00,基金,创业板ETF易方达(159915.XSHE),买,市价单,177900股,2.109,375191.1,177900股,-,0,56.28,全部成交,2025-06-26 09:30:00
2025-10-10,09:30:00,基金,创业板ETF易方达(159915.XSHE),卖,市价单,-177900股,3.201,-569457.9,-177900股,-,194266.8,85.42,全部成交,2025-10-10 09:30:00
2025-10-10,09:30:00,基金,黄金ETF(518880.XSHG),买,市价单,65900股,8.637,569178.3,65900股,-,0,85.38,全部成交,2025-10-10 09:30:00
2025-10-28,09:30:00,基金,黄金ETF(518880.XSHG),卖,市价单,-65900股,8.79,-579261,-65900股,-,10082.7,86.89,全部成交,2025-10-28 09:30:00
2025-10-28,09:30:00,基金,纳指ETF(513100.XSHG),买,市价单,293100股,1.976,579165.6,293100股,-,0,86.87,全部成交,2025-10-28 09:30:00
2025-11-10,09:30:00,基金,纳指ETF(513100.XSHG),卖,市价单,-293100股,1.946,-570372.6,-293100股,-,-8793,85.56,全部成交,2025-11-10 09:30:00
2025-11-10,09:30:00,基金,黄金ETF(518880.XSHG),买,市价单,64300股,8.869,570276.7,64300股,-,0,85.54,全部成交,2025-11-10 09:30:00
2025-11-11,09:30:00,基金,黄金ETF(518880.XSHG),卖,市价单,-64300股,9.138,-587573.4,-64300股,-,17296.7,88.14,全部成交,2025-11-11 09:30:00
2025-11-11,09:30:00,基金,纳指ETF(513100.XSHG),买,市价单,297400股,1.975,587365,297400股,-,0,88.1,全部成交,2025-11-11 09:30:00
2025-11-19,09:30:00,基金,纳指ETF(513100.XSHG),卖,市价单,-297400股,1.835,-545729,-297400股,-,-41636,81.86,全部成交,2025-11-19 09:30:00
2025-11-19,09:30:00,基金,创业板ETF易方达(159915.XSHE),买,市价单,178800股,3.051,545518.8,178800股,-,0,81.83,全部成交,2025-11-19 09:30:00
2025-11-21,09:30:00,基金,创业板ETF易方达(159915.XSHE),卖,市价单,-178800股,2.99,-534612,-178800股,-,-10906.8,80.19,全部成交,2025-11-21 09:30:00
2025-11-21,09:30:00,基金,纳指ETF(513100.XSHG),买,市价单,291400股,1.834,534427.6,291400股,-,0,80.16,全部成交,2025-11-21 09:30:00
2025-11-27,09:30:00,基金,纳指ETF(513100.XSHG),卖,市价单,-291400股,1.941,-565607.4,-291400股,-,31179.8,84.84,全部成交,2025-11-27 09:30:00
2025-11-27,09:30:00,基金,黄金ETF(518880.XSHG),买,市价单,62800股,9.003,565388.4,62800股,-,0,84.81,全部成交,2025-11-27 09:30:00
2025-12-26,09:30:00,基金,黄金ETF(518880.XSHG),卖,市价单,-62800股,9.67,-607276,-62800股,-,41887.6,91.09,全部成交,2025-12-26 09:30:00
2025-12-26,09:30:00,基金,创业板ETF易方达(159915.XSHE),买,市价单,188400股,3.222,607024.8,188400股,-,0,91.05,全部成交,2025-12-26 09:30:00
2026-01-13,09:30:00,基金,创业板ETF易方达(159915.XSHE),卖,市价单,-188400股,3.372,-635284.8,-188400股,-,28260,95.29,全部成交,2026-01-13 09:30:00
2026-01-13,09:30:00,基金,黄金ETF(518880.XSHG),买,市价单,64800股,9.79,634392,64800股,-,0,95.16,全部成交,2026-01-13 09:30:00
2026-03-11,09:30:00,基金,黄金ETF(518880.XSHG),卖,市价单,-64800股,11.026,-714484.8,-64800股,-,80092.8,107.17,全部成交,2026-03-11 09:30:00
2026-03-11,09:30:00,基金,创业板ETF易方达(159915.XSHE),买,市价单,216500股,3.303,715099.5,216500股,-,0,107.26,全部成交,2026-03-11 09:30:00
2026-03-16,09:30:00,基金,创业板ETF易方达(159915.XSHE),卖,市价单,-216500股,3.308,-716182,-216500股,-,1082.5,107.43,全部成交,2026-03-16 09:30:00
2026-03-16,09:30:00,基金,黄金ETF(518880.XSHG),买,市价单,67300股,10.63,715399,67300股,-,0,107.31,全部成交,2026-03-16 09:30:00
2026-03-19,09:30:00,基金,黄金ETF(518880.XSHG),卖,市价单,-67300股,10.283,-692045.9,-67300股,-,-23353.1,103.81,全部成交,2026-03-19 09:30:00
2026-03-19,09:30:00,基金,创业板ETF易方达(159915.XSHE),买,市价单,210000股,3.297,692370,210000股,-,0,103.86,全部成交,2026-03-19 09:30:00
2026-04-28,09:30:00,基金,创业板ETF易方达(159915.XSHE),卖,市价单,-210000股,3.63,-762300,-210000股,-,69930,114.34,全部成交,2026-04-28 09:30:00
2026-04-28,09:30:00,基金,纳指ETF(513100.XSHG),买,市价单,391800股,1.945,762051,391800股,-,0,114.31,全部成交,2026-04-28 09:30:00
2026-05-12,09:30:00,基金,纳指ETF(513100.XSHG),卖,市价单,-391800股,2.098,-821996.4,-391800股,-,59945.4,123.3,全部成交,2026-05-12 09:30:00
2026-05-12,09:30:00,基金,创业板ETF易方达(159915.XSHE),买,市价单,207900股,3.952,821620.8,207900股,-,0,123.24,全部成交,2026-05-12 09:30:00
2026-05-21,09:30:00,基金,创业板ETF易方达(159915.XSHE),卖,市价单,-207900股,3.97,-825363,-207900股,-,3742.2,123.8,全部成交,2026-05-21 09:30:00
2026-05-21,09:30:00,基金,纳指ETF(513100.XSHG),买,市价单,395800股,2.085,825243,395800股,-,0,123.79,全部成交,2026-05-21 09:30:00
2026-06-23,09:30:00,基金,纳指ETF(513100.XSHG),卖,市价单,-395800股,2.22,-878676,-395800股,-,53433,131.8,全部成交,2026-06-23 09:30:00
2026-06-23,09:30:00,基金,创业板ETF易方达(159915.XSHE),买,市价单,200600股,4.379,878427.4,200600股,-,0,131.76,全部成交,2026-06-23 09:30:00
2026-07-03,09:30:00,基金,创业板ETF易方达(159915.XSHE),卖,市价单,-200600股,4.002,-802801.2,-200600股,-,-75626.2,120.42,全部成交,2026-07-03 09:30:00
2026-07-03,09:30:00,基金,50ETF(510050.XSHG),买,市价单,267300股,3.003,802701.9,267300股,-,0,120.41,全部成交,2026-07-03 09:30:00
