"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2013年5月29日","1,065.96","1,055.60","1,067.03","1,053.18","487.10M","0.66%"
"2013年5月28日","1,059.00","1,089.77","1,090.16","1,055.64","619.40M","-2.82%"
"2013年5月27日","1,089.72","1,075.83","1,091.25","1,075.83","670.70M","1.48%"
"2013年5月24日","1,073.78","1,044.29","1,073.78","1,044.29","613.40M","2.96%"
"2013年5月23日","1,042.90","1,035.31","1,061.53","1,033.12","580.60M","0.30%"
"2013年5月22日","1,039.81","1,067.44","1,067.50","1,036.31","711.10M","-3.15%"
"2013年5月21日","1,073.58","1,049.60","1,074.89","1,045.46","712.30M","2.09%"
"2013年5月20日","1,051.65","1,025.17","1,052.70","1,025.17","697.50M","2.76%"
"2013年5月17日","1,023.40","1,006.47","1,029.11","1,004.42","540.70M","1.37%"
"2013年5月16日","1,009.53","1,010.95","1,034.35","999.49","693.60M","-0.31%"
"2013年5月15日","1,012.66","976.95","1,012.67","976.95","499.80M","3.72%"
"2013年5月14日","976.33","992.62","992.62","971.35","413.00M","-1.89%"
"2013年5月13日","995.11","989.37","995.25","978.72","466.10M","0.69%"
"2013年5月10日","988.30","989.15","996.59","977.43","550.00M","-0.39%"
"2013年5月9日","992.16","978.94","994.27","978.07","583.10M","1.23%"
"2013年5月8日","980.08","960.98","980.08","960.70","493.90M","2.36%"
"2013年5月7日","957.44","956.41","964.71","949.84","425.50M","-0.06%"
"2013年5月6日","958.02","941.09","962.63","941.09","497.40M","2.00%"
"2013年5月3日","939.21","916.01","940.28","916.01","390.80M","2.80%"
"2013年5月2日","913.65","887.08","914.17","883.79","280.70M","2.73%"
"2013年4月26日","889.38","902.00","904.30","886.40","343.20M","-1.58%"
"2013年4月25日","903.63","924.22","937.56","903.61","482.60M","-2.14%"
"2013年4月24日","923.41","894.69","925.01","894.69","389.70M","3.31%"
"2013年4月23日","893.79","916.42","916.54","892.11","396.20M","-2.43%"
"2013年4月22日","916.02","890.93","916.02","889.26","386.00M","2.67%"
"2013年4月19日","892.21","874.88","895.87","874.88","345.10M","2.14%"
"2013年4月18日","873.48","862.70","876.00","860.72","272.10M","0.69%"
"2013年4月17日","867.51","845.09","867.51","844.92","255.80M","2.54%"
"2013年4月16日","846.05","828.94","846.05","824.84","198.00M","1.16%"
"2013年4月15日","836.34","844.11","845.75","834.01","182.20M","-1.21%"
"2013年4月12日","846.61","847.20","854.22","845.85","205.40M","-0.14%"
"2013年4月11日","847.78","853.14","855.96","847.39","220.80M","-0.32%"
"2013年4月10日","850.53","861.27","861.91","843.10","255.20M","-1.33%"
"2013年4月9日","861.99","854.51","864.12","853.94","264.70M","1.00%"
"2013年4月8日","853.48","824.78","853.62","817.35","311.90M","2.20%"
"2013年4月3日","835.14","842.36","845.49","827.27","296.60M","-1.19%"
"2013年4月2日","845.16","875.33","883.15","843.21","352.30M","-3.63%"
"2013年4月1日","877.00","866.65","879.92","865.98","279.40M","1.22%"
"2013年3月29日","866.46","868.09","872.78","860.96","267.50M","-0.12%"
"2013年3月28日","867.51","877.85","877.85","861.65","328.20M","-1.73%"
"2013年3月27日","882.75","876.55","885.77","874.25","285.30M","0.73%"
"2013年3月26日","876.36","878.56","879.85","862.67","326.20M","-0.61%"
"2013年3月25日","881.76","882.75","884.85","874.01","316.00M","-0.03%"
"2013年3月22日","882.00","881.90","884.24","876.92","321.20M","-0.08%"
"2013年3月21日","882.73","867.90","885.98","866.68","410.10M","1.90%"
"2013年3月20日","866.27","842.71","866.27","842.58","338.90M","2.80%"
"2013年3月19日","842.68","850.06","854.25","829.19","300.70M","-1.11%"
"2013年3月18日","852.12","852.15","862.82","850.10","289.00M","-0.21%"
"2013年3月15日","853.91","841.71","867.87","839.58","353.70M","1.41%"
"2013年3月14日","842.04","832.29","845.60","831.57","283.90M","0.96%"
"2013年3月13日","834.05","835.46","836.28","821.35","319.80M","-0.69%"
"2013年3月12日","839.84","869.72","873.47","828.04","475.20M","-3.37%"
"2013年3月11日","869.15","863.12","872.18","858.04","281.20M","0.51%"
"2013年3月8日","864.70","877.73","882.14","861.81","377.40M","-1.44%"
"2013年3月7日","877.34","902.41","902.41","867.87","525.00M","-2.83%"
"2013年3月6日","902.90","890.23","905.16","890.23","551.50M","1.67%"
"2013年3月5日","888.10","861.23","888.32","857.54","475.60M","2.85%"
"2013年3月4日","863.50","880.25","888.79","855.05","639.50M","-2.42%"
"2013年3月1日","884.89","860.80","885.18","859.83","607.60M","2.76%"
"2013年2月28日","861.10","846.34","861.10","844.20","463.50M","1.77%"
"2013年2月27日","846.09","852.13","856.12","835.93","430.00M","-0.60%"
"2013年2月26日","851.22","853.28","865.80","849.94","506.10M","-0.52%"
"2013年2月25日","855.69","838.88","857.85","838.88","450.70M","2.02%"
"2013年2月22日","838.76","837.13","848.16","836.87","404.90M","-0.06%"
"2013年2月21日","839.30","846.64","853.27","829.60","568.00M","-1.36%"
"2013年2月20日","850.86","819.03","850.86","819.03","509.20M","3.80%"
"2013年2月19日","819.71","834.97","835.41","816.96","426.40M","-1.86%"
"2013年2月18日","835.28","829.66","835.66","825.95","477.30M","1.49%"
"2013年2月8日","823.03","804.96","824.31","804.96","383.80M","2.16%"
"2013年2月7日","805.59","792.86","806.31","789.37","331.10M","1.81%"
"2013年2月6日","791.26","781.32","794.50","781.32","329.40M","1.32%"
"2013年2月5日","780.98","768.41","781.57","765.97","306.10M","1.18%"
"2013年2月4日","771.90","783.74","786.56","767.85","4.11K","-1.34%"
"2013年2月1日","782.36","775.11","785.52","772.94","391.60M","0.82%"
"2013年1月31日","776.00","784.11","784.11","771.15","418.70M","-0.98%"
"2013年1月30日","783.68","791.96","792.77","778.30","395.10M","-1.01%"
"2013年1月29日","791.67","785.76","795.07","785.76","398.90M","0.88%"
"2013年1月28日","784.76","764.09","784.76","764.09","341.30M","2.87%"
"2013年1月25日","762.85","757.61","766.78","756.61","313.90M","0.66%"
"2013年1月24日","757.87","778.64","784.32","750.36","498.80M","-2.65%"
"2013年1月23日","778.48","773.74","779.56","765.36","376.20M","0.43%"
"2013年1月22日","775.13","792.31","792.54","769.09","432.70M","-2.20%"
"2013年1月21日","792.60","788.07","793.23","783.41","442.40M","0.66%"
"2013年1月18日","787.39","771.31","787.50","771.31","453.00M","2.48%"
"2013年1月17日","768.31","773.79","775.82","767.49","409.20M","-0.80%"
"2013年1月16日","774.49","777.04","779.92","762.04","554.90M","-0.53%"
"2013年1月15日","778.60","763.62","781.42","763.62","735.50M","2.37%"
"2013年1月14日","760.55","735.65","761.73","735.18","586.20M","3.96%"
"2013年1月11日","731.59","740.90","746.04","730.40","532.70M","-1.29%"
"2013年1月10日","741.18","734.31","743.55","734.31","470.00M","0.91%"
"2013年1月9日","734.51","732.01","740.63","727.91","529.50M","0.19%"
"2013年1月8日","733.14","718.43","735.34","716.30","558.30M","2.09%"
"2013年1月7日","718.11","704.37","718.11","702.39","473.40M","1.81%"
"2013年1月4日","705.34","717.30","718.39","699.17","428.80M","-1.19%"
"2012年12月31日","713.86","708.24","713.86","703.62","385.50M","0.87%"
"2012年12月28日","707.67","698.91","707.67","694.77","380.20M","1.16%"
"2012年12月27日","699.57","709.91","712.85","699.37","461.00M","-1.34%"
"2012年12月26日","709.08","693.29","709.08","691.99","454.30M","2.16%"
"2012年12月25日","694.12","679.57","695.91","678.82","454.90M","2.11%"
"2012年12月24日","679.76","666.28","679.76","665.88","347.40M","1.75%"
"2012年12月21日","668.09","658.54","670.81","655.62","417.70M","1.49%"
"2012年12月20日","658.31","652.04","658.31","648.49","370.60M","0.95%"
"2012年12月19日","652.10","645.14","654.40","644.97","300.00M","0.94%"
"2012年12月18日","646.05","648.56","654.35","643.05","353.60M","-0.55%"
"2012年12月17日","649.61","656.75","658.39","646.27","380.50M","-1.01%"
"2012年12月14日","656.22","631.45","656.59","631.22","453.50M","3.80%"
"2012年12月13日","632.18","638.09","641.17","631.19","284.40M","-1.15%"
"2012年12月12日","639.51","639.91","640.93","631.14","304.40M","-0.26%"
"2012年12月11日","641.17","645.25","646.79","640.69","344.60M","-0.80%"
"2012年12月10日","646.32","638.24","647.54","636.17","378.40M","1.39%"
"2012年12月7日","637.49","624.15","638.17","622.22","335.50M","2.11%"
"2012年12月6日","624.32","625.16","630.22","619.49","250.10M","-0.08%"
"2012年12月5日","624.82","599.45","627.85","597.76","287.80M","4.00%"
"2012年12月4日","600.80","592.40","601.50","585.44","200.00M","1.20%"
"2012年12月3日","593.66","605.60","607.25","593.20","171.60M","-2.16%"
"2012年11月30日","606.77","602.95","608.54","601.05","161.20M","0.60%"
"2012年11月29日","603.17","607.16","611.89","601.18","163.80M","-0.74%"
"2012年11月28日","607.67","611.91","611.91","605.69","180.10M","-1.40%"
"2012年11月27日","616.28","635.26","635.26","615.59","227.40M","-3.54%"
"2012年11月26日","638.88","651.06","651.06","638.38","177.80M","-1.93%"
"2012年11月23日","651.43","652.94","656.36","650.27","213.50M","-0.06%"
"2012年11月22日","651.83","659.13","659.20","650.39","196.60M","-1.24%"
"2012年11月21日","660.03","656.44","661.89","646.64","222.50M","0.52%"
"2012年11月20日","656.61","657.40","661.24","656.08","198.90M","-0.05%"
"2012年11月19日","656.94","654.78","657.38","647.87","206.90M","0.11%"
"2012年11月16日","656.20","659.38","660.11","653.02","191.70M","-0.46%"
"2012年11月15日","659.21","662.90","667.87","657.35","185.50M","-0.90%"
"2012年11月14日","665.18","666.40","667.78","657.58","166.50M","-0.32%"
"2012年11月13日","667.33","676.26","676.38","666.34","188.10M","-1.37%"
"2012年11月12日","676.60","674.76","681.30","671.63","176.20M","0.58%"
"2012年11月9日","672.67","674.59","679.02","671.69","158.00M","-0.47%"
"2012年11月8日","675.85","684.88","685.45","675.76","189.10M","-2.02%"
"2012年11月7日","689.75","689.79","692.58","686.61","169.30M","-0.11%"
"2012年11月6日","690.50","693.36","693.37","679.96","224.50M","-0.34%"
"2012年11月5日","692.87","700.11","703.46","690.94","198.70M","-1.21%"
"2012年11月2日","701.38","702.03","703.13","697.06","166.90M","-0.06%"
"2012年11月1日","701.78","692.06","702.95","692.06","220.10M","1.46%"
"2012年10月31日","691.65","689.62","691.65","685.05","151.90M","0.30%"
"2012年10月30日","689.61","688.51","694.67","687.79","146.10M","0.22%"
"2012年10月29日","688.12","684.34","691.60","682.75","152.10M","0.41%"
"2012年10月26日","685.33","695.89","697.46","680.91","203.30M","-1.74%"
"2012年10月25日","697.44","707.88","710.98","696.45","212.30M","-1.46%"
"2012年10月24日","707.75","707.30","713.96","704.41","196.70M","-0.49%"
"2012年10月23日","711.26","723.83","725.38","710.55","227.80M","-1.80%"
"2012年10月22日","724.28","716.53","724.29","714.70","185.70M","0.67%"
"2012年10月19日","719.45","720.85","722.61","715.92","200.90M","-0.15%"
"2012年10月18日","720.52","709.29","721.68","709.29","247.90M","1.61%"
"2012年10月17日","709.09","706.09","711.41","701.64","199.70M","0.52%"
"2012年10月16日","705.39","700.94","711.87","698.97","220.50M","0.49%"
"2012年10月15日","701.96","706.23","707.13","694.12","238.90M","-0.97%"
"2012年10月12日","708.87","711.83","721.26","700.97","246.10M","-0.41%"
"2012年10月11日","711.80","720.39","724.70","711.63","273.50M","-1.39%"
"2012年10月10日","721.85","712.15","722.52","709.92","284.90M","1.28%"
"2012年10月9日","712.70","691.39","712.78","691.39","253.80M","3.17%"
"2012年10月8日","690.77","690.35","693.64","686.27","151.90M","0.16%"
"2012年9月28日","689.64","674.19","691.06","671.61","206.40M","1.87%"
"2012年9月27日","676.96","662.78","680.48","662.78","226.50M","2.34%"
"2012年9月26日","661.49","680.47","682.67","660.12","186.20M","-3.06%"
"2012年9月25日","682.34","688.21","693.76","680.65","185.20M","-1.16%"
"2012年9月24日","690.34","685.99","695.19","678.35","210.80M","-0.12%"
"2012年9月21日","691.14","703.42","706.52","689.53","250.40M","-2.20%"
"2012年9月20日","706.69","727.96","727.96","704.91","292.60M","-2.96%"
"2012年9月19日","728.25","724.89","730.30","723.64","189.70M","0.64%"
"2012年9月18日","723.61","722.38","730.36","720.45","193.00M","-0.07%"
"2012年9月17日","724.14","742.69","742.69","724.14","246.40M","-2.73%"
"2012年9月14日","744.46","753.60","756.20","738.95","315.80M","-0.72%"
"2012年9月13日","749.89","761.78","764.36","749.89","377.60M","-1.66%"
"2012年9月12日","762.51","763.04","766.52","754.32","370.70M","0.10%"
"2012年9月11日","761.73","761.55","762.51","756.77","450.60M","-0.08%"
"2012年9月10日","762.31","759.69","765.31","756.03","459.50M","0.38%"
"2012年9月7日","759.46","744.65","764.45","744.24","518.20M","2.67%"
"2012年9月6日","739.74","732.46","739.74","731.24","281.60M","1.25%"
"2012年9月5日","730.62","721.07","732.77","719.34","268.20M","1.09%"
"2012年9月4日","722.72","724.70","732.36","721.52","273.40M","-0.16%"
"2012年9月3日","723.87","703.81","725.17","701.70","254.20M","2.44%"
"2012年8月31日","706.62","701.37","710.02","698.62","214.50M","0.37%"
"2012年8月30日","704.03","727.21","729.05","692.13","327.50M","-3.15%"
"2012年8月29日","726.94","726.70","736.74","722.82","265.40M","-0.09%"
"2012年8月28日","727.62","720.83","733.13","717.53","244.50M","0.70%"
"2012年8月27日","722.57","731.67","731.67","721.20","284.50M","-1.46%"
"2012年8月24日","733.31","747.73","750.36","733.31","281.30M","-2.30%"
"2012年8月23日","750.56","745.47","751.71","741.38","321.50M","0.50%"
"2012年8月22日","746.85","749.00","756.53","743.61","309.30M","-0.28%"
"2012年8月21日","748.93","730.29","752.78","729.99","329.60M","2.47%"
"2012年8月20日","730.87","718.14","732.67","713.15","221.20M","1.36%"
"2012年8月17日","721.05","721.33","723.20","714.02","175.40M","-0.34%"
"2012年8月16日","723.53","728.66","730.13","720.72","148.30M","-0.85%"
"2012年8月15日","729.73","734.87","736.28","728.49","173.50M","-0.90%"
"2012年8月14日","736.35","726.84","736.45","714.64","221.50M","1.20%"
"2012年8月13日","727.64","742.38","742.38","726.93","213.40M","-2.08%"
"2012年8月10日","743.07","743.28","744.84","736.55","210.80M","-0.02%"
"2012年8月9日","743.20","729.50","743.23","727.70","230.40M","1.80%"
"2012年8月8日","730.07","734.88","734.88","723.98","211.40M","-0.81%"
"2012年8月7日","736.01","729.63","737.58","729.44","268.10M","0.77%"
"2012年8月6日","730.42","708.26","731.39","706.83","279.10M","2.60%"
"2012年8月3日","711.92","691.79","711.93","690.26","218.60M","3.03%"
"2012年8月2日","690.98","688.33","694.83","684.20","178.00M","0.22%"
"2012年8月1日","689.49","677.53","694.54","676.34","167.10M","1.85%"
"2012年7月31日","676.96","686.54","687.69","672.28","189.10M","-1.67%"
"2012年7月30日","688.47","703.70","707.63","685.84","202.70M","-2.15%"
"2012年7月27日","703.58","707.97","711.57","698.18","183.50M","-0.45%"
"2012年7月26日","706.73","707.77","717.76","704.97","181.30M","-0.22%"
"2012年7月25日","708.30","704.70","715.97","703.35","205.40M","0.27%"
"2012年7月24日","706.40","700.58","712.10","698.39","173.30M","0.26%"
"2012年7月23日","704.57","703.20","708.21","697.69","165.90M","-0.24%"
"2012年7月20日","706.25","707.83","714.15","704.87","184.20M","-0.41%"
"2012年7月19日","709.17","701.23","714.92","698.48","246.30M","1.00%"
"2012年7月18日","702.14","695.92","702.17","684.30","209.20M","0.74%"
"2012年7月17日","697.00","687.74","697.00","686.11","201.90M","0.81%"
"2012年7月16日","691.38","722.82","722.82","691.23","315.80M","-4.74%"
"2012年7月13日","725.79","731.49","736.46","722.65","267.40M","-1.16%"
"2012年7月12日","734.32","718.62","735.70","717.20","278.60M","2.09%"
"2012年7月11日","719.30","710.89","719.30","706.72","193.20M","0.81%"
"2012年7月10日","713.53","719.89","721.81","710.73","263.80M","-1.21%"
"2012年7月9日","722.28","733.66","737.79","721.60","291.50M","-2.04%"
"2012年7月6日","737.29","727.68","737.69","712.44","299.20M","1.79%"
"2012年7月5日","724.31","738.49","738.49","721.36","253.30M","-2.07%"
"2012年7月4日","739.62","744.70","747.84","736.90","259.00M","-0.58%"
"2012年7月3日","743.90","742.20","751.36","739.92","289.20M","0.37%"
"2012年7月2日","741.19","730.77","744.96","730.76","254.90M","2.00%"
"2012年6月29日","726.68","708.11","726.68","705.86","239.70M","2.19%"
"2012年6月28日","711.14","719.09","723.07","710.90","237.70M","-1.08%"
"2012年6月27日","718.93","715.52","728.54","715.38","226.20M","0.42%"
"2012年6月26日","715.92","716.30","719.33","703.03","221.80M","-0.65%"
"2012年6月25日","720.60","736.18","736.18","720.47","255.60M","-2.50%"
"2012年6月21日","739.05","746.61","746.61","732.17","297.00M","-1.25%"
"2012年6月20日","748.39","747.64","751.90","746.03","256.90M","0.12%"
"2012年6月19日","747.49","751.27","752.77","746.09","297.40M","-0.73%"
"2012年6月18日","752.98","744.05","753.77","744.05","334.30M","1.44%"
"2012年6月15日","742.27","742.38","747.30","733.33","299.60M","0.18%"
"2012年6月14日","740.97","745.76","750.28","739.91","301.80M","-0.74%"
"2012年6月13日","746.50","735.60","746.50","735.60","337.80M","1.52%"
"2012年6月12日","735.29","731.04","739.02","729.71","313.10M","0.11%"
"2012年6月11日","734.50","714.12","734.50","714.12","316.00M","2.88%"
"2012年6月8日","713.92","716.42","721.36","710.27","248.60M","0.35%"
"2012年6月7日","711.43","721.56","725.29","709.17","216.00M","-0.53%"
"2012年6月6日","715.24","717.13","722.36","711.19","197.80M","-0.10%"
"2012年6月5日","715.93","718.11","721.57","713.58","206.70M","-0.16%"
"2012年6月4日","717.10","721.68","734.26","717.04","323.20M","-2.34%"
"2012年6月1日","734.26","733.62","739.93","730.00","314.00M","-0.03%"
"2012年5月31日","734.45","724.46","740.49","721.71","351.00M","1.00%"
"2012年5月30日","727.19","720.57","731.28","719.14","331.00M","0.94%"
"2012年5月29日","720.45","705.78","721.73","704.20","278.00M","1.98%"
"2012年5月28日","706.47","699.64","707.49","686.07","231.50M","0.53%"
"2012年5月25日","702.72","713.04","714.90","700.62","227.60M","-1.38%"
"2012年5月24日","712.58","711.68","718.02","710.07","262.60M","-0.06%"
"2012年5月23日","713.02","715.03","717.20","705.20","243.80M","-0.23%"
"2012年5月22日","714.66","706.92","714.91","706.92","183.00M","1.40%"
"2012年5月21日","704.80","705.86","709.68","698.80","216.20M","-0.20%"
"2012年5月18日","706.22","711.69","717.27","705.25","255.80M","-1.39%"
"2012年5月17日","716.17","709.50","718.44","703.92","201.70M","0.87%"
"2012年5月16日","709.96","718.71","722.21","709.88","198.20M","-1.41%"
"2012年5月15日","720.12","714.58","720.21","709.63","239.20M","0.03%"
"2012年5月14日","719.87","725.52","729.67","717.94","265.70M","-0.17%"
"2012年5月11日","721.08","726.56","730.83","720.93","272.10M","-0.85%"
"2012年5月10日","727.28","718.24","730.78","718.24","235.30M","1.10%"
"2012年5月9日","719.35","727.60","727.70","718.72","253.80M","-1.69%"
"2012年5月8日","731.72","733.83","738.52","730.55","302.50M","-0.18%"
"2012年5月7日","733.04","710.98","733.04","709.87","309.40M","2.78%"
"2012年5月4日","713.19","699.88","713.84","699.88","261.80M","1.98%"
"2012年5月3日","699.31","693.40","699.41","690.76","195.30M","0.82%"
"2012年5月2日","693.61","692.35","696.42","686.18","208.90M","1.24%"
"2012年4月27日","685.13","677.55","689.10","676.07","187.80M","0.99%"
"2012年4月26日","678.44","683.02","685.82","673.94","178.20M","-0.60%"
"2012年4月25日","682.52","679.75","684.48","674.54","200.80M","0.15%"
"2012年4月24日","681.53","680.61","689.88","663.92","287.70M","-1.29%"
"2012年4月23日","690.43","724.90","724.90","689.44","371.80M","-5.25%"
"2012年4月20日","728.72","724.13","728.72","720.83","217.80M","0.50%"
"2012年4月19日","725.12","723.83","728.46","721.59","234.10M","0.23%"
"2012年4月18日","723.46","710.14","724.03","710.10","236.60M","2.02%"
"2012年4月17日","709.14","716.53","718.46","708.40","183.30M","-0.99%"
"2012年4月16日","716.23","714.85","719.88","712.02","172.10M","-0.38%"
"2012年4月13日","718.96","715.04","723.89","714.24","226.80M","0.82%"
"2012年4月12日","713.12","699.42","713.25","697.74","206.00M","2.09%"
"2012年4月11日","698.49","689.85","701.93","685.75","161.30M","0.19%"
"2012年4月10日","697.16","686.48","697.16","672.99","182.20M","1.08%"
"2012年4月9日","689.72","699.87","701.59","689.72","154.80M","-1.74%"
"2012年4月6日","701.90","697.86","705.38","695.65","201.80M","0.59%"
"2012年4月5日","697.75","677.76","698.30","676.51","199.90M","2.83%"
"2012年3月30日","678.52","682.28","686.50","673.49","180.60M","-0.80%"
"2012年3月29日","683.96","692.37","695.96","676.99","192.00M","-2.08%"
"2012年3月28日","698.49","732.68","732.68","697.51","247.40M","-5.06%"
"2012年3月27日","735.73","739.44","745.83","733.84","192.50M","-0.20%"
"2012年3月26日","737.21","735.16","742.26","731.31","161.80M","-0.09%"
"2012年3月23日","737.89","748.87","750.69","735.15","198.20M","-1.73%"
"2012年3月22日","750.85","750.45","756.35","744.89","202.30M","-0.13%"
"2012年3月21日","751.79","758.89","761.34","737.99","271.10M","-0.50%"
"2012年3月20日","755.58","777.39","777.39","755.40","284.30M","-3.08%"
"2012年3月19日","779.56","764.95","779.56","763.36","296.90M","1.83%"
"2012年3月16日","765.56","748.05","765.56","745.35","292.80M","2.56%"
"2012年3月15日","746.44","754.53","759.53","735.09","344.70M","-1.32%"
"2012年3月14日","756.46","795.12","799.83","750.12","535.40M","-4.53%"
"2012年3月13日","792.38","785.53","792.38","782.94","372.40M","0.81%"
"2012年3月12日","786.05","779.51","786.05","778.50","350.10M","1.07%"
"2012年3月9日","777.69","764.48","777.69","763.72","335.50M","2.10%"
"2012年3月8日","761.70","751.98","764.00","751.98","269.10M","1.66%"
"2012年3月7日","749.27","743.05","759.45","740.61","278.60M","-0.21%"
"2012年3月6日","750.84","758.08","758.72","743.61","299.70M","-1.12%"
"2012年3月5日","759.37","759.65","766.75","758.83","298.50M","0.22%"
"2012年3月2日","757.67","743.85","757.67","743.85","256.10M","1.95%"
"2012年3月1日","743.15","734.25","748.80","733.78","262.30M","1.06%"
"2012年2月29日","735.34","747.22","748.09","734.24","282.40M","-1.66%"
"2012年2月28日","747.77","757.45","758.17","737.37","382.50M","-1.66%"
"2012年2月27日","760.37","763.96","771.29","760.24","384.80M","-0.25%"
"2012年2月24日","762.29","756.16","764.74","755.19","343.00M","0.71%"
"2012年2月23日","756.90","760.67","765.41","748.62","375.30M","-0.35%"
"2012年2月22日","759.56","737.78","759.56","737.78","439.80M","3.08%"
"2012年2月21日","736.88","719.29","736.88","713.65","323.10M","2.19%"
"2012年2月20日","721.10","726.88","731.41","720.97","288.50M","0.46%"
"2012年2月17日","717.80","722.62","726.94","709.23","222.70M","-0.56%"
"2012年2月16日","721.83","723.43","731.45","714.40","276.90M","-0.40%"
"2012年2月15日","724.75","711.62","724.75","707.14","279.60M","1.75%"
"2012年2月14日","712.30","714.75","717.77","707.97","202.60M","-0.37%"
"2012年2月13日","714.96","694.24","718.67","690.53","283.10M","2.31%"
"2012年2月10日","698.85","696.53","703.09","693.75","238.20M","0.15%"
"2012年2月9日","697.79","692.36","705.70","690.68","300.00M","0.79%"
"2012年2月8日","692.30","673.07","692.30","669.62","238.30M","2.76%"
"2012年2月7日","673.68","683.88","683.88","669.54","196.00M","-1.87%"
"2012年2月6日","686.51","681.04","689.96","680.70","243.00M","0.95%"
"2012年2月3日","680.04","665.35","681.89","663.01","247.00M","2.20%"
"2012年2月2日","665.40","652.06","665.40","652.06","204.60M","2.25%"
"2012年2月1日","650.78","647.49","663.27","644.58","182.00M","0.32%"
"2012年1月31日","648.68","649.37","650.49","637.43","166.70M","-0.39%"
"2012年1月30日","651.25","649.42","660.06","644.88","188.90M","0.75%"
"2012年1月20日","646.38","634.83","648.14","634.57","199.10M","2.15%"
"2012年1月19日","632.80","621.65","637.02","612.28","237.40M","1.26%"
"2012年1月18日","624.91","662.94","665.60","621.67","239.70M","-5.70%"
"2012年1月17日","662.69","630.78","664.70","623.64","232.10M","4.54%"
"2012年1月16日","633.91","657.80","657.80","633.31","171.60M","-4.83%"
"2012年1月13日","666.08","709.05","709.63","665.26","243.70M","-6.17%"
"2012年1月12日","709.89","715.82","724.08","708.67","203.90M","-1.12%"
"2012年1月11日","717.94","715.04","728.66","710.53","239.90M","0.21%"
"2012年1月10日","716.45","691.65","718.29","690.50","264.20M","3.47%"
"2012年1月9日","692.42","667.86","692.42","657.18","199.90M","3.50%"
"2012年1月6日","669.02","662.65","672.13","645.80","158.90M","0.32%"
"2012年1月5日","666.90","700.32","701.04","665.41","187.70M","-5.69%"
"2012年1月4日","707.11","734.74","737.91","707.11","138.70M","-3.07%"
"2011年12月30日","729.50","718.03","730.53","718.03","146.60M","1.81%"
"2011年12月29日","716.55","714.58","722.20","710.65","124.10M","-0.14%"
"2011年12月28日","717.55","721.84","721.84","700.11","160.80M","-1.32%"
"2011年12月27日","727.17","749.61","749.92","725.11","163.90M","-3.44%"
"2011年12月26日","753.05","760.67","769.92","751.61","157.90M","-1.10%"
"2011年12月23日","761.44","754.89","770.38","750.96","189.10M","0.47%"
"2011年12月22日","757.90","754.48","767.32","727.74","235.30M","-0.45%"
"2011年12月21日","761.34","786.98","791.23","760.92","190.60M","-2.57%"
"2011年12月20日","781.42","791.82","799.66","780.92","192.80M","-1.51%"
"2011年12月19日","793.44","774.65","793.44","767.07","248.80M","1.88%"
"2011年12月16日","778.77","745.52","778.77","745.52","189.90M","4.32%"
"2011年12月15日","746.55","751.55","756.81","743.27","162.70M","-1.22%"
"2011年12月14日","755.76","766.18","773.77","754.32","144.90M","-1.71%"
"2011年12月13日","768.92","787.08","787.08","765.04","163.00M","-2.77%"
"2011年12月12日","790.79","798.81","803.74","789.79","124.70M","-1.01%"
"2011年12月9日","798.84","802.13","812.17","796.19","145.40M","-1.31%"
"2011年12月8日","809.43","799.49","819.97","788.62","203.40M","0.85%"
"2011年12月7日","802.62","797.18","806.42","794.37","132.00M","0.57%"
"2011年12月6日","798.10","788.43","801.93","783.28","147.50M","0.71%"
"2011年12月5日","792.50","825.60","826.09","790.29","169.20M","-4.42%"
"2011年12月2日","829.18","849.18","849.18","825.08","194.90M","-2.78%"
"2011年12月1日","852.87","861.54","872.34","852.87","276.30M","1.76%"
"2011年11月30日","838.11","878.68","878.68","824.95","271.20M","-4.79%"
"2011年11月29日","880.31","872.20","880.31","866.74","222.10M","1.55%"
"2011年11月28日","866.84","864.38","871.28","858.46","199.10M","0.39%"
"2011年11月25日","863.50","866.99","874.48","860.63","195.80M","-0.53%"
"2011年11月24日","868.14","856.67","874.92","852.00","190.80M","0.39%"
"2011年11月23日","864.81","868.78","874.30","863.06","186.60M","-0.42%"
"2011年11月22日","868.43","856.20","868.48","852.04","182.10M","0.61%"
"2011年11月21日","863.13","866.98","868.31","849.56","210.10M","-0.70%"
"2011年11月18日","869.19","892.63","892.75","868.26","290.80M","-3.24%"
"2011年11月17日","898.34","893.79","911.89","890.82","286.30M","0.54%"
"2011年11月16日","893.51","921.30","922.07","888.88","346.60M","-2.98%"
"2011年11月15日","920.97","916.62","922.81","912.81","368.20M","0.54%"
"2011年11月14日","915.98","899.11","917.27","899.11","388.50M","2.78%"
"2011年11月11日","891.19","893.72","901.80","885.59","376.20M","-0.46%"
"2011年11月10日","895.27","881.69","911.73","878.99","512.80M","0.47%"
"2011年11月9日","891.12","866.91","891.12","860.75","338.80M","3.34%"
"2011年11月8日","862.36","878.45","879.90","861.38","242.00M","-1.87%"
"2011年11月7日","878.76","880.15","889.34","876.54","240.20M","-0.40%"
"2011年11月4日","882.25","881.62","887.67","876.44","322.50M","0.52%"
"2011年11月3日","877.66","885.87","898.31","877.66","492.10M","-0.38%"
"2011年11月2日","881.05","837.07","881.05","833.90","401.70M","3.24%"
