"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2015年10月28日","2,485.24","2,551.70","2,583.82","2,473.47","1.90B","-3.07%"
"2015年10月27日","2,563.96","2,497.16","2,586.95","2,423.60","2.09B","1.44%"
"2015年10月26日","2,527.48","2,570.13","2,570.13","2,481.59","2.47B","-0.43%"
"2015年10月23日","2,538.38","2,488.31","2,549.76","2,461.49","2.53B","3.26%"
"2015年10月22日","2,458.14","2,355.16","2,465.10","2,355.16","2.21B","4.84%"
"2015年10月21日","2,344.74","2,504.78","2,527.77","2,335.66","2.65B","-6.63%"
"2015年10月20日","2,511.16","2,430.18","2,520.08","2,427.78","2.11B","3.19%"
"2015年10月19日","2,433.60","2,465.11","2,466.48","2,398.34","2.01B","-0.63%"
"2015年10月16日","2,449.03","2,424.62","2,452.94","2,401.09","2.21B","1.85%"
"2015年10月15日","2,404.53","2,300.62","2,406.21","2,296.80","2.10B","4.32%"
"2015年10月14日","2,305.00","2,330.08","2,350.59","2,295.60","1.78B","-1.58%"
"2015年10月13日","2,342.04","2,297.93","2,351.52","2,290.64","1.79B","1.09%"
"2015年10月12日","2,316.78","2,233.61","2,344.21","2,232.27","2.14B","4.52%"
"2015年10月9日","2,216.66","2,190.84","2,230.03","2,184.55","1.71B","1.20%"
"2015年10月8日","2,190.31","2,153.12","2,210.03","2,138.54","1.69B","5.17%"
"2015年9月30日","2,082.67","2,111.99","2,124.29","2,049.43","1.14B","-0.76%"
"2015年9月29日","2,098.57","2,089.54","2,135.51","2,075.97","1.52B","-1.12%"
"2015年9月28日","2,122.26","2,024.89","2,124.06","2,007.92","1.43B","5.01%"
"2015年9月25日","2,020.97","2,091.85","2,106.95","2,002.45","1.55B","-4.06%"
"2015年9月24日","2,106.59","2,090.56","2,130.47","2,084.31","1.76B","1.38%"
"2015年9月23日","2,077.99","2,039.49","2,103.22","2,036.06","1.49B","-0.04%"
"2015年9月22日","2,078.72","2,082.34","2,108.56","2,042.13","1.83B","-0.02%"
"2015年9月21日","2,079.06","1,950.33","2,080.22","1,945.35","1.71B","4.83%"
"2015年9月18日","1,983.30","1,948.12","1,995.50","1,922.14","1.45B","2.59%"
"2015年9月17日","1,933.30","1,943.29","2,020.55","1,922.80","1.80B","0.37%"
"2015年9月16日","1,926.24","1,813.73","1,928.78","1,808.75","1.36B","7.16%"
"2015年9月15日","1,797.56","1,843.23","1,892.81","1,794.29","1.26B","-5.70%"
"2015年9月14日","1,906.21","2,068.20","2,075.67","1,905.20","1.29B","-7.49%"
"2015年9月11日","2,060.51","2,039.01","2,084.05","2,029.81","1.25B","1.05%"
"2015年9月10日","2,039.12","2,030.03","2,078.42","2,024.89","1.44B","-1.57%"
"2015年9月9日","2,071.72","2,023.31","2,102.22","2,017.10","2.20B","3.53%"
"2015年9月8日","2,001.16","1,875.67","2,004.81","1,859.20","1.58B","5.68%"
"2015年9月7日","1,893.52","1,882.86","1,953.40","1,878.26","1.66B","2.07%"
"2015年9月2日","1,855.03","1,787.71","1,953.91","1,779.18","1.73B","-1.82%"
"2015年9月1日","1,889.49","1,959.45","1,959.45","1,877.36","1.41B","-5.38%"
"2015年8月31日","1,996.87","2,056.29","2,058.85","1,987.58","1.45B","-4.09%"
"2015年8月28日","2,082.12","1,990.35","2,086.87","1,960.39","1.90B","6.26%"
"2015年8月27日","1,959.49","1,924.78","1,959.98","1,843.19","1.79B","3.67%"
"2015年8月26日","1,890.04","1,975.92","2,044.66","1,875.03","1.93B","-5.06%"
"2015年8月25日","1,990.71","1,996.04","2,048.03","1,987.12","1.21B","-7.52%"
"2015年8月24日","2,152.61","2,222.54","2,246.55","2,152.61","972.60M","-8.08%"
"2015年8月21日","2,341.95","2,452.61","2,480.68","2,340.92","1.31B","-6.65%"
"2015年8月20日","2,508.82","2,556.77","2,610.89","2,508.35","1.50B","-2.41%"
"2015年8月19日","2,570.69","2,427.94","2,584.36","2,359.17","1.68B","2.66%"
"2015年8月18日","2,504.17","2,674.42","2,720.57","2,488.61","1.92B","-6.08%"
"2015年8月17日","2,666.29","2,665.37","2,676.72","2,613.78","1.35B","-0.29%"
"2015年8月14日","2,674.02","2,713.78","2,725.47","2,664.42","1.51B","-0.38%"
"2015年8月13日","2,684.26","2,608.74","2,684.26","2,578.91","1.36B","2.37%"
"2015年8月12日","2,622.19","2,658.84","2,700.40","2,622.19","1.39B","-2.84%"
"2015年8月11日","2,698.91","2,705.04","2,747.83","2,675.15","1.80B","-0.29%"
"2015年8月10日","2,706.72","2,606.74","2,726.90","2,593.41","1.82B","5.03%"
"2015年8月7日","2,576.99","2,509.96","2,586.53","2,505.27","1.56B","3.87%"
"2015年8月6日","2,480.93","2,441.95","2,517.99","2,430.53","1.21B","-0.84%"
"2015年8月5日","2,502.04","2,542.27","2,584.19","2,480.45","1.82B","-1.73%"
"2015年8月4日","2,546.16","2,396.41","2,546.16","2,380.28","1.76B","6.12%"
"2015年8月3日","2,399.27","2,475.33","2,494.80","2,371.48","1.85B","-5.53%"
"2015年7月31日","2,539.84","2,507.26","2,605.34","2,499.24","1.67B","-0.83%"
"2015年7月30日","2,561.19","2,671.45","2,707.76","2,556.09","2.01B","-4.92%"
"2015年7月29日","2,693.86","2,617.94","2,693.99","2,483.92","2.30B","4.33%"
"2015年7月28日","2,581.96","2,546.41","2,705.18","2,492.19","2.55B","-3.78%"
"2015年7月27日","2,683.45","2,822.37","2,924.08","2,683.05","2.31B","-7.40%"
"2015年7月24日","2,897.82","2,976.93","3,014.18","2,879.26","2.27B","-2.36%"
"2015年7月23日","2,967.95","2,896.25","2,969.35","2,864.43","2.05B","2.44%"
"2015年7月22日","2,897.37","2,882.06","2,932.06","2,828.45","2.11B","0.50%"
"2015年7月21日","2,882.90","2,802.02","2,917.41","2,779.53","2.06B","1.21%"
"2015年7月20日","2,848.30","2,820.72","2,907.15","2,777.91","2.50B","2.33%"
"2015年7月17日","2,783.32","2,651.44","2,805.80","2,646.50","2.04B","5.95%"
"2015年7月16日","2,627.08","2,526.65","2,698.16","2,439.24","2.19B","1.43%"
"2015年7月15日","2,590.03","2,750.66","2,750.66","2,583.46","2.22B","-4.99%"
"2015年7月14日","2,726.05","2,725.04","2,827.55","2,715.97","1.55B","1.60%"
"2015年7月13日","2,683.07","2,612.77","2,683.07","2,592.20","1.12B","5.80%"
"2015年7月10日","2,535.89","2,487.39","2,535.89","2,478.86","695.80M","4.11%"
"2015年7月9日","2,435.76","2,338.11","2,435.76","2,338.11","934.90M","3.03%"
"2015年7月8日","2,364.05","2,304.76","2,364.08","2,304.76","1.58B","0.51%"
"2015年7月7日","2,352.01","2,398.10","2,415.68","2,350.97","989.20M","-5.69%"
"2015年7月6日","2,493.83","2,795.67","2,795.67","2,417.56","2.37B","-4.28%"
"2015年7月3日","2,605.28","2,559.03","2,788.76","2,458.28","2.23B","-1.66%"
"2015年7月2日","2,649.32","2,756.24","2,825.15","2,591.05","2.04B","-3.99%"
"2015年7月1日","2,759.41","2,842.17","3,008.19","2,743.61","2.31B","-3.47%"
"2015年6月30日","2,858.61","2,566.02","2,875.09","2,485.46","2.39B","6.28%"
"2015年6月29日","2,689.76","2,943.50","2,950.13","2,663.44","1.70B","-7.91%"
"2015年6月26日","2,920.70","3,078.40","3,078.40","2,915.94","1.46B","-8.91%"
"2015年6月25日","3,206.38","3,403.63","3,408.23","3,172.37","1.54B","-5.23%"
"2015年6月24日","3,383.40","3,425.57","3,459.46","3,304.67","1.58B","-0.31%"
"2015年6月23日","3,393.94","3,314.89","3,397.27","3,154.60","1.63B","2.38%"
"2015年6月19日","3,314.98","3,408.53","3,476.03","3,304.65","1.60B","-5.41%"
"2015年6月18日","3,504.55","3,734.91","3,752.18","3,497.73","1.58B","-6.33%"
"2015年6月17日","3,741.36","3,586.37","3,754.37","3,511.11","1.70B","4.20%"
"2015年6月16日","3,590.67","3,636.79","3,669.82","3,475.35","1.84B","-2.85%"
"2015年6月15日","3,696.03","3,919.36","3,919.36","3,688.89","1.89B","-5.22%"
"2015年6月12日","3,899.70","3,889.16","3,922.70","3,850.59","1.80B","0.97%"
"2015年6月11日","3,862.14","3,843.98","3,884.37","3,815.06","1.78B","0.72%"
"2015年6月10日","3,834.70","3,695.06","3,876.85","3,676.76","1.76B","3.49%"
"2015年6月9日","3,705.54","3,664.37","3,793.36","3,633.72","1.63B","0.03%"
"2015年6月8日","3,704.55","3,862.80","3,862.80","3,643.03","1.79B","-4.67%"
"2015年6月5日","3,885.83","3,994.44","4,037.96","3,841.41","1.81B","-1.46%"
"2015年6月4日","3,943.47","3,991.80","4,015.20","3,695.83","1.82B","-0.97%"
"2015年6月3日","3,982.25","3,949.28","4,011.04","3,838.22","1.91B","2.07%"
"2015年6月2日","3,901.54","3,757.10","3,912.48","3,756.09","1.84B","4.92%"
"2015年6月1日","3,718.75","3,580.08","3,722.86","3,580.08","1.57B","4.97%"
"2015年5月29日","3,542.84","3,444.06","3,595.17","3,328.46","1.74B","3.20%"
"2015年5月28日","3,432.98","3,618.34","3,677.32","3,432.98","2.04B","-5.39%"
"2015年5月27日","3,628.67","3,638.21","3,662.98","3,546.58","1.99B","0.29%"
"2015年5月26日","3,618.23","3,471.80","3,619.49","3,471.80","1.88B","4.33%"
"2015年5月25日","3,467.92","3,415.67","3,499.53","3,370.84","1.77B","-1.39%"
"2015年5月22日","3,516.63","3,594.59","3,618.24","3,438.57","2.30B","-0.31%"
"2015年5月21日","3,527.41","3,421.61","3,531.84","3,421.45","1.80B","3.56%"
"2015年5月20日","3,406.28","3,339.17","3,471.95","3,339.17","1.85B","2.51%"
"2015年5月19日","3,322.77","3,310.09","3,340.42","3,206.78","1.65B","1.35%"
"2015年5月18日","3,278.48","3,178.37","3,286.41","3,178.37","1.66B","4.23%"
"2015年5月15日","3,145.34","3,109.11","3,176.11","3,059.86","1.63B","0.12%"
"2015年5月14日","3,141.59","3,174.45","3,228.03","3,137.28","1.82B","-1.58%"
"2015年5月13日","3,192.15","3,185.34","3,271.18","3,123.92","1.96B","-1.79%"
"2015年5月12日","3,250.30","3,176.54","3,254.99","3,133.96","2.07B","3.29%"
"2015年5月11日","3,146.83","3,015.43","3,150.49","2,991.33","2.11B","5.83%"
"2015年5月8日","2,973.60","2,838.97","2,974.37","2,838.97","1.69B","5.97%"
"2015年5月7日","2,806.05","2,824.82","2,879.68","2,801.47","1.24B","-1.42%"
"2015年5月6日","2,846.56","2,806.30","2,927.03","2,806.30","1.48B","2.27%"
"2015年5月5日","2,783.44","2,830.79","2,845.71","2,753.87","1.19B","-2.17%"
"2015年5月4日","2,845.25","2,868.10","2,884.44","2,803.82","1.32B","-0.44%"
"2015年4月30日","2,857.89","2,825.16","2,918.74","2,825.16","1.53B","2.16%"
"2015年4月29日","2,797.52","2,693.48","2,798.51","2,674.76","1.39B","4.08%"
"2015年4月28日","2,687.97","2,764.41","2,779.20","2,650.43","1.44B","-2.17%"
"2015年4月27日","2,747.50","2,781.60","2,806.76","2,737.15","1.36B","0.47%"
"2015年4月24日","2,734.75","2,689.91","2,747.62","2,672.20","1.47B","1.06%"
"2015年4月23日","2,706.18","2,656.18","2,718.26","2,656.18","1.57B","2.70%"
"2015年4月22日","2,634.93","2,610.74","2,655.37","2,610.74","1.56B","2.68%"
"2015年4月21日","2,566.09","2,443.12","2,566.09","2,443.12","1.34B","5.82%"
"2015年4月20日","2,424.85","2,462.41","2,493.20","2,411.34","1.41B","-1.59%"
"2015年4月17日","2,463.99","2,507.47","2,511.98","2,453.28","1.40B","-0.82%"
"2015年4月16日","2,484.33","2,420.93","2,532.30","2,407.85","1.26B","1.74%"
"2015年4月15日","2,441.74","2,548.99","2,548.99","2,441.74","1.43B","-4.58%"
"2015年4月14日","2,558.85","2,584.59","2,593.70","2,539.94","1.47B","-0.73%"
"2015年4月13日","2,577.78","2,558.19","2,596.92","2,545.26","1.54B","0.98%"
"2015年4月10日","2,552.83","2,475.55","2,567.68","2,457.82","1.38B","2.26%"
"2015年4月9日","2,496.49","2,481.69","2,501.30","2,346.89","1.64B","0.33%"
"2015年4月8日","2,488.16","2,566.94","2,568.09","2,442.82","1.69B","-2.68%"
"2015年4月7日","2,556.70","2,530.07","2,557.87","2,522.26","1.50B","1.85%"
"2015年4月3日","2,510.16","2,469.85","2,515.57","2,460.94","1.49B","1.41%"
"2015年4月2日","2,475.32","2,434.76","2,475.32","2,420.19","1.56B","2.93%"
"2015年4月1日","2,404.91","2,347.00","2,407.49","2,345.75","1.29B","2.99%"
"2015年3月31日","2,335.17","2,294.32","2,358.21","2,288.31","1.29B","1.95%"
"2015年3月30日","2,290.48","2,319.31","2,332.60","2,266.85","1.22B","-1.43%"
"2015年3月27日","2,323.82","2,274.68","2,326.42","2,267.87","1.21B","1.40%"
"2015年3月26日","2,291.79","2,362.45","2,370.30","2,270.79","1.69B","-3.91%"
"2015年3月25日","2,385.01","2,364.94","2,405.56","2,344.11","1.71B","1.15%"
"2015年3月24日","2,357.97","2,310.51","2,363.05","2,253.20","1.98B","2.80%"
"2015年3月23日","2,293.65","2,225.85","2,293.92","2,221.71","1.61B","3.61%"
"2015年3月20日","2,213.77","2,187.47","2,232.08","2,187.01","1.50B","1.37%"
"2015年3月19日","2,183.88","2,184.76","2,192.55","2,160.99","1.32B","0.04%"
"2015年3月18日","2,182.92","2,138.37","2,186.02","2,124.98","1.46B","2.13%"
"2015年3月17日","2,137.46","2,149.37","2,164.49","2,117.78","1.55B","-0.24%"
"2015年3月16日","2,142.67","2,088.20","2,144.78","2,088.20","1.56B","3.56%"
"2015年3月13日","2,069.07","2,020.66","2,070.95","2,011.17","1.15B","2.52%"
"2015年3月12日","2,018.13","2,034.62","2,054.39","1,984.91","1.26B","-0.87%"
"2015年3月11日","2,035.83","2,050.76","2,054.77","2,022.32","1.21B","-0.46%"
"2015年3月10日","2,045.32","2,001.18","2,048.30","2,001.18","1.15B","2.55%"
"2015年3月9日","1,994.39","1,941.42","1,996.89","1,932.82","992.40M","2.20%"
"2015年3月6日","1,951.40","2,016.81","2,018.18","1,949.29","1.17B","-3.15%"
"2015年3月5日","2,014.79","2,015.70","2,032.22","1,997.46","1.37B","0.25%"
"2015年3月4日","2,009.83","1,960.54","2,011.08","1,960.54","1.36B","2.45%"
"2015年3月3日","1,961.74","1,987.33","2,004.03","1,961.01","1.61B","-1.27%"
"2015年3月2日","1,986.99","1,944.11","1,987.80","1,940.32","1.57B","3.06%"
"2015年2月27日","1,928.04","1,880.63","1,928.04","1,880.63","1.16B","2.53%"
"2015年2月26日","1,880.39","1,875.33","1,891.78","1,847.73","1.02B","0.19%"
"2015年2月25日","1,876.74","1,899.39","1,909.65","1,872.10","1.11B","-0.93%"
"2015年2月17日","1,894.31","1,908.18","1,909.91","1,873.17","933.30M","-0.12%"
"2015年2月16日","1,896.63","1,836.71","1,897.66","1,836.71","1.21B","3.90%"
"2015年2月13日","1,825.49","1,798.54","1,828.23","1,796.41","968.70M","2.05%"
"2015年2月12日","1,788.81","1,777.22","1,799.45","1,776.35","829.60M","0.90%"
"2015年2月11日","1,772.85","1,748.23","1,783.24","1,748.23","744.30M","1.44%"
"2015年2月10日","1,747.67","1,707.26","1,747.86","1,700.88","618.90M","2.27%"
"2015年2月9日","1,708.85","1,727.22","1,753.50","1,702.56","749.30M","-1.28%"
"2015年2月6日","1,730.97","1,772.35","1,783.62","1,725.64","961.40M","-2.44%"
"2015年2月5日","1,774.31","1,757.23","1,809.72","1,741.96","1.28B","0.94%"
"2015年2月4日","1,757.74","1,753.77","1,770.20","1,743.02","985.40M","0.39%"
"2015年2月3日","1,750.91","1,703.93","1,762.73","1,703.93","1.03B","3.19%"
"2015年2月2日","1,696.83","1,667.12","1,708.71","1,660.05","705.20M","0.97%"
"2015年1月30日","1,680.58","1,712.85","1,721.14","1,679.69","754.20M","-1.80%"
"2015年1月29日","1,711.37","1,717.40","1,733.63","1,709.36","704.40M","-1.16%"
"2015年1月28日","1,731.41","1,741.07","1,759.00","1,727.92","900.50M","-0.70%"
"2015年1月27日","1,743.67","1,742.46","1,754.21","1,715.53","948.60M","0.22%"
"2015年1月26日","1,739.79","1,698.98","1,740.37","1,698.98","886.00M","2.50%"
"2015年1月23日","1,697.29","1,742.09","1,742.09","1,693.52","1.01B","-2.68%"
"2015年1月22日","1,744.04","1,723.24","1,744.08","1,716.39","1.17B","1.25%"
"2015年1月21日","1,722.58","1,704.10","1,729.84","1,701.87","1.37B","1.28%"
"2015年1月20日","1,700.85","1,635.57","1,700.94","1,635.57","1.17B","4.34%"
"2015年1月19日","1,630.07","1,608.25","1,691.14","1,599.66","1.14B","-0.58%"
"2015年1月16日","1,639.56","1,586.71","1,641.53","1,586.64","800.10M","3.35%"
"2015年1月15日","1,586.34","1,584.68","1,606.56","1,578.22","641.40M","-0.11%"
"2015年1月14日","1,588.01","1,598.72","1,605.15","1,579.55","679.70M","-0.82%"
"2015年1月13日","1,601.17","1,587.69","1,611.12","1,578.40","848.30M","0.95%"
"2015年1月12日","1,586.12","1,552.05","1,587.18","1,550.62","778.80M","2.12%"
"2015年1月9日","1,553.24","1,535.33","1,583.75","1,534.61","920.00M","0.74%"
"2015年1月8日","1,541.89","1,516.83","1,565.77","1,516.83","847.20M","1.21%"
"2015年1月7日","1,523.39","1,542.40","1,547.25","1,517.37","851.10M","-1.07%"
"2015年1月6日","1,539.83","1,458.57","1,542.15","1,454.14","1.10B","5.12%"
"2015年1月5日","1,464.77","1,470.58","1,470.58","1,429.08","804.90M","-0.47%"
"2014年12月31日","1,471.76","1,455.68","1,479.86","1,451.29","627.90M","0.80%"
"2014年12月30日","1,460.11","1,491.10","1,493.44","1,450.05","763.30M","-2.62%"
"2014年12月29日","1,499.40","1,531.12","1,531.12","1,491.21","841.60M","-2.39%"
"2014年12月26日","1,536.08","1,531.20","1,539.16","1,524.01","602.40M","0.43%"
"2014年12月25日","1,529.47","1,521.99","1,531.64","1,514.23","597.30M","0.64%"
"2014年12月24日","1,519.80","1,502.67","1,524.27","1,501.23","590.90M","1.55%"
"2014年12月23日","1,496.53","1,501.53","1,543.35","1,489.12","737.50M","-1.41%"
"2014年12月22日","1,517.93","1,583.95","1,583.95","1,510.05","914.00M","-4.94%"
"2014年12月19日","1,596.81","1,627.80","1,627.80","1,568.98","845.20M","-2.28%"
"2014年12月18日","1,634.05","1,641.58","1,663.67","1,633.26","789.00M","-0.62%"
"2014年12月17日","1,644.21","1,639.15","1,652.97","1,623.70","889.80M","-0.33%"
"2014年12月16日","1,649.58","1,665.30","1,674.98","1,636.18","902.50M","-0.48%"
"2014年12月15日","1,657.50","1,623.60","1,664.26","1,619.70","1.00B","2.09%"
"2014年12月12日","1,623.57","1,588.24","1,626.34","1,586.75","1.03B","2.26%"
"2014年12月11日","1,587.66","1,572.61","1,593.38","1,563.32","1.08B","0.95%"
"2014年12月10日","1,572.68","1,499.33","1,576.89","1,499.33","1.16B","4.52%"
"2014年12月9日","1,504.62","1,557.02","1,577.75","1,504.23","1.34B","-3.99%"
"2014年12月8日","1,567.16","1,575.30","1,600.87","1,554.79","1.19B","-0.93%"
"2014年12月5日","1,581.91","1,626.12","1,626.12","1,544.46","1.25B","-2.46%"
"2014年12月4日","1,621.85","1,604.89","1,631.31","1,604.89","1.18B","1.08%"
"2014年12月3日","1,604.45","1,568.47","1,604.88","1,540.42","1.34B","2.49%"
"2014年12月2日","1,565.42","1,554.46","1,567.54","1,552.13","812.60M","0.84%"
"2014年12月1日","1,552.31","1,569.65","1,569.65","1,544.18","888.80M","-1.18%"
"2014年11月28日","1,570.85","1,562.83","1,582.48","1,558.31","955.70M","0.48%"
"2014年11月27日","1,563.41","1,557.77","1,566.83","1,548.29","792.40M","0.59%"
"2014年11月26日","1,554.22","1,544.69","1,561.30","1,544.10","797.70M","0.80%"
"2014年11月25日","1,541.92","1,510.62","1,541.92","1,510.25","804.80M","2.26%"
"2014年11月24日","1,507.81","1,513.43","1,515.84","1,497.85","676.00M","0.20%"
"2014年11月21日","1,504.83","1,493.16","1,508.22","1,493.16","537.80M","0.69%"
"2014年11月20日","1,494.59","1,504.58","1,504.58","1,491.65","589.70M","-0.73%"
"2014年11月19日","1,505.55","1,488.46","1,509.73","1,488.46","596.20M","1.60%"
"2014年11月18日","1,481.86","1,471.08","1,483.14","1,470.51","517.40M","0.69%"
"2014年11月17日","1,471.68","1,444.06","1,474.36","1,437.99","520.70M","2.11%"
"2014年11月14日","1,441.21","1,438.97","1,449.10","1,435.50","442.50M","-0.11%"
"2014年11月13日","1,442.86","1,473.74","1,473.74","1,434.27","661.10M","-2.23%"
"2014年11月12日","1,475.75","1,457.24","1,476.03","1,455.09","465.80M","0.97%"
"2014年11月11日","1,461.51","1,513.53","1,514.37","1,452.03","782.20M","-3.52%"
"2014年11月10日","1,514.82","1,525.20","1,526.38","1,506.80","610.60M","-0.51%"
"2014年11月7日","1,522.62","1,535.49","1,543.72","1,517.29","768.80M","-0.65%"
"2014年11月6日","1,532.52","1,513.72","1,532.87","1,510.78","579.30M","1.32%"
"2014年11月5日","1,512.49","1,514.77","1,517.02","1,505.98","550.90M","-0.26%"
"2014年11月4日","1,516.40","1,531.82","1,538.17","1,514.46","634.20M","-0.88%"
"2014年11月3日","1,529.89","1,513.25","1,529.90","1,513.20","596.80M","1.10%"
"2014年10月31日","1,513.27","1,527.61","1,529.55","1,502.24","705.60M","-0.82%"
"2014年10月30日","1,525.77","1,532.91","1,539.21","1,522.64","637.20M","-0.28%"
"2014年10月29日","1,530.08","1,525.98","1,535.80","1,524.08","739.50M","0.53%"
"2014年10月28日","1,522.05","1,495.69","1,522.05","1,495.69","639.70M","2.01%"
"2014年10月27日","1,492.01","1,473.66","1,492.01","1,465.96","532.50M","0.98%"
"2014年10月24日","1,477.59","1,478.34","1,493.53","1,473.06","416.20M","-0.02%"
"2014年10月23日","1,477.84","1,500.55","1,501.72","1,474.04","549.90M","-1.78%"
"2014年10月22日","1,504.55","1,518.80","1,524.80","1,503.82","552.60M","-0.85%"
"2014年10月21日","1,517.48","1,535.07","1,537.67","1,515.93","589.70M","-0.97%"
"2014年10月20日","1,532.38","1,513.42","1,532.38","1,513.42","494.90M","1.41%"
"2014年10月17日","1,511.05","1,527.46","1,529.55","1,488.47","658.00M","-1.02%"
"2014年10月16日","1,526.56","1,539.86","1,551.84","1,526.54","700.00M","-1.23%"
"2014年10月15日","1,545.62","1,539.35","1,545.75","1,527.19","651.10M","0.42%"
"2014年10月14日","1,539.12","1,546.67","1,560.06","1,532.44","719.00M","-0.59%"
"2014年10月13日","1,548.33","1,548.18","1,548.88","1,527.70","750.10M","-0.38%"
"2014年10月10日","1,554.22","1,559.93","1,563.87","1,546.22","803.80M","-0.45%"
"2014年10月9日","1,561.17","1,562.10","1,569.06","1,541.67","874.50M","0.23%"
"2014年10月8日","1,557.57","1,543.59","1,557.57","1,537.01","745.70M","1.08%"
"2014年9月30日","1,540.87","1,527.26","1,540.95","1,527.26","668.60M","0.96%"
"2014年9月29日","1,526.17","1,515.38","1,526.36","1,515.38","732.10M","0.98%"
"2014年9月26日","1,511.36","1,506.31","1,512.80","1,502.50","659.00M","0.19%"
"2014年9月25日","1,508.42","1,520.10","1,523.25","1,505.65","839.60M","-0.59%"
"2014年9月24日","1,517.42","1,501.04","1,517.42","1,497.89","728.50M","1.09%"
"2014年9月23日","1,500.99","1,485.51","1,502.04","1,483.04","586.70M","1.19%"
"2014年9月22日","1,483.35","1,496.96","1,496.96","1,480.18","654.80M","-1.05%"
"2014年9月19日","1,499.12","1,492.10","1,501.38","1,486.28","573.90M","0.56%"
"2014年9月18日","1,490.79","1,477.31","1,492.61","1,474.65","577.60M","0.79%"
"2014年9月17日","1,479.12","1,473.52","1,481.06","1,456.50","637.50M","0.41%"
"2014年9月16日","1,473.13","1,527.07","1,529.40","1,471.61","1.03B","-3.47%"
"2014年9月15日","1,526.13","1,522.57","1,528.57","1,517.30","875.50M","0.13%"
"2014年9月12日","1,524.12","1,512.40","1,524.33","1,506.88","780.50M","0.73%"
"2014年9月11日","1,513.01","1,506.00","1,532.31","1,502.39","993.40M","0.54%"
"2014年9月10日","1,504.91","1,491.41","1,506.47","1,484.71","724.20M","0.73%"
"2014年9月9日","1,494.02","1,492.44","1,497.42","1,479.06","760.80M","0.28%"
"2014年9月5日","1,489.84","1,497.99","1,498.26","1,482.04","775.90M","-0.38%"
"2014年9月4日","1,495.51","1,478.33","1,495.81","1,472.89","903.30M","1.21%"
"2014年9月3日","1,477.67","1,468.09","1,479.83","1,461.23","903.70M","0.86%"
"2014年9月2日","1,465.03","1,457.51","1,465.04","1,452.71","789.40M","0.84%"
"2014年9月1日","1,452.84","1,428.37","1,453.12","1,427.93","600.90M","1.99%"
"2014年8月29日","1,424.47","1,400.84","1,424.47","1,400.83","429.10M","1.47%"
"2014年8月28日","1,403.80","1,423.34","1,424.29","1,398.56","533.90M","-1.18%"
"2014年8月27日","1,420.54","1,411.76","1,427.32","1,411.76","529.60M","0.67%"
"2014年8月26日","1,411.15","1,440.70","1,443.60","1,406.34","677.70M","-2.26%"
"2014年8月25日","1,443.81","1,461.21","1,461.49","1,439.86","798.40M","-1.23%"
"2014年8月22日","1,461.72","1,450.10","1,465.66","1,446.04","860.60M","0.96%"
"2014年8月21日","1,447.88","1,428.63","1,447.91","1,421.24","790.90M","1.43%"
"2014年8月20日","1,427.40","1,438.29","1,438.29","1,421.92","690.00M","-0.63%"
"2014年8月19日","1,436.40","1,436.42","1,446.79","1,427.06","943.30M","0.54%"
"2014年8月18日","1,428.74","1,394.64","1,429.00","1,394.64","879.00M","2.61%"
"2014年8月15日","1,392.45","1,382.87","1,392.49","1,377.93","624.50M","0.88%"
"2014年8月14日","1,380.30","1,384.72","1,394.52","1,378.95","604.70M","-0.29%"
"2014年8月13日","1,384.31","1,396.26","1,397.10","1,370.08","649.60M","-0.87%"
"2014年8月12日","1,396.44","1,398.15","1,402.75","1,393.11","621.20M","-0.10%"
"2014年8月11日","1,397.78","1,379.47","1,397.97","1,379.47","664.50M","1.48%"
"2014年8月8日","1,377.44","1,368.06","1,381.44","1,368.06","563.50M","1.13%"
"2014年8月7日","1,362.03","1,365.18","1,381.46","1,361.33","631.20M","-0.27%"
"2014年8月6日","1,365.74","1,357.53","1,368.53","1,353.95","629.70M","0.37%"
"2014年8月5日","1,360.69","1,330.32","1,363.12","1,321.20","818.80M","2.32%"
"2014年8月4日","1,329.82","1,325.01","1,331.80","1,324.26","445.10M","0.29%"
"2014年8月1日","1,325.94","1,339.98","1,343.58","1,324.19","582.80M","-1.38%"
"2014年7月31日","1,344.54","1,342.73","1,346.22","1,334.26","511.10M","0.13%"
"2014年7月30日","1,342.74","1,330.19","1,345.35","1,329.07","564.80M","0.82%"
"2014年7月29日","1,331.76","1,315.75","1,337.53","1,310.84","607.90M","1.31%"
"2014年7月28日","1,314.53","1,289.10","1,316.04","1,286.66","563.90M","2.24%"
"2014年7月25日","1,285.77","1,271.43","1,288.67","1,270.37","425.40M","1.09%"
"2014年7月24日","1,271.88","1,291.48","1,291.48","1,255.69","583.70M","-1.64%"
"2014年7月23日","1,293.09","1,330.14","1,332.36","1,287.64","576.40M","-2.73%"
"2014年7月22日","1,329.35","1,306.32","1,330.29","1,305.03","522.20M","1.71%"
"2014年7月21日","1,306.96","1,304.72","1,313.56","1,287.23","475.10M","0.08%"
"2014年7月18日","1,305.92","1,309.96","1,321.93","1,300.76","425.80M","-0.52%"
"2014年7月17日","1,312.81","1,315.09","1,323.24","1,304.58","465.60M","-0.44%"
"2014年7月16日","1,318.62","1,338.92","1,344.36","1,310.86","636.60M","-1.69%"
"2014年7月15日","1,341.27","1,364.08","1,366.16","1,332.87","688.00M","-1.89%"
