trade_date,start_close,natural_days_to_10pct_high_low_move,breach_date,breach_side,breach_high,breach_low,upper_bound,lower_bound
2005-02-25,1032.41,26,2005-03-22,down,951.15,915.73,1135.65,929.17
2005-02-28,1029.38,23,2005-03-22,down,951.15,915.73,1132.32,926.44
2005-03-01,1030.82,22,2005-03-22,down,951.15,915.73,1133.90,927.74
2005-03-02,1014.53,22,2005-03-23,down,933.53,909.34,1115.98,913.08
2005-03-03,1020.25,20,2005-03-22,down,951.15,915.73,1122.28,918.23
2005-03-04,1011.36,20,2005-03-23,down,933.53,909.34,1112.50,910.22
2005-03-07,1013.59,17,2005-03-23,down,933.53,909.34,1114.95,912.23
2005-03-08,1037.03,15,2005-03-22,down,951.15,915.73,1140.73,933.33
2005-03-09,1042.18,14,2005-03-22,down,951.15,915.73,1146.40,937.96
2005-03-10,1011.79,14,2005-03-23,down,933.53,909.34,1112.97,910.61
2005-03-11,1017.45,13,2005-03-23,down,933.53,909.34,1119.20,915.71
2005-03-14,1005.99,15,2005-03-28,down,921.89,896.95,1106.59,905.39
2005-03-15,993.48,16,2005-03-30,down,902.01,868.89,1092.83,894.13
2005-03-16,982.84,15,2005-03-30,down,902.01,868.89,1081.12,884.56
2005-03-17,967.59,14,2005-03-30,down,902.01,868.89,1064.35,870.83
2005-03-18,946.71,34,2005-04-20,down,866.65,843.77,1041.38,852.04
2005-03-21,950.79,31,2005-04-20,down,866.65,843.77,1045.87,855.71
2005-03-22,915.94,31,2005-04-21,down,846.79,820.48,1007.53,824.35
2005-03-23,915.97,30,2005-04-21,down,846.79,820.48,1007.57,824.37
2005-03-24,928.54,29,2005-04-21,down,846.79,820.48,1021.39,835.69
2005-03-25,923.20,28,2005-04-21,down,846.79,820.48,1015.52,830.88
2005-03-28,911.35,26,2005-04-22,down,826.77,800.95,1002.49,820.22
2005-03-29,904.82,25,2005-04-22,down,826.77,800.95,995.30,814.34
2005-03-30,869.58,27,2005-04-25,down,794.46,778.24,956.54,782.62
2005-03-31,880.90,26,2005-04-25,down,794.46,778.24,968.99,792.81
2005-04-01,913.85,21,2005-04-21,down,846.79,820.48,1005.24,822.47
2005-04-04,896.29,19,2005-04-22,down,826.77,800.95,985.92,806.66
2005-04-05,886.20,21,2005-04-25,down,794.46,778.24,974.82,797.58
2005-04-06,898.88,17,2005-04-22,down,826.77,800.95,988.77,808.99
2005-04-07,913.66,15,2005-04-21,down,846.79,820.48,1005.03,822.29
2005-04-08,931.38,14,2005-04-21,down,846.79,820.48,1024.52,838.24
2005-04-11,931.97,11,2005-04-21,down,846.79,820.48,1025.17,838.77
2005-04-12,905.87,11,2005-04-22,down,826.77,800.95,996.46,815.28
2005-04-13,929.11,9,2005-04-21,down,846.79,820.48,1022.02,836.20
2005-04-14,916.35,8,2005-04-21,down,846.79,820.48,1007.99,824.72
2005-04-15,887.93,11,2005-04-25,down,794.46,778.24,976.72,799.14
2005-04-18,868.33,8,2005-04-25,down,794.46,778.24,955.16,781.50
2005-04-19,867.23,7,2005-04-25,down,794.46,778.24,953.95,780.51
2005-04-20,844.93,21,2005-05-10,down,773.20,746.65,929.42,760.44
2005-04-21,826.05,72,2005-07-01,down,779.48,742.13,908.65,743.44
2005-04-22,806.65,74,2005-07-04,down,736.66,712.70,887.32,725.99
2005-04-25,789.54,75,2005-07-08,down,730.58,706.30,868.49,710.59
2005-04-26,806.94,70,2005-07-04,down,736.66,712.70,887.63,726.25
2005-04-27,790.24,73,2005-07-08,down,730.58,706.30,869.26,711.22
2005-04-28,813.63,68,2005-07-04,down,736.66,712.70,894.99,732.27
2005-04-29,802.28,67,2005-07-04,down,736.66,712.70,882.51,722.05
2005-05-09,771.08,32,2005-06-09,up,848.34,815.38,848.19,693.97
2005-05-10,773.20,63,2005-07-11,down,726.19,693.62,850.52,695.88
2005-05-11,772.08,62,2005-07-11,down,726.19,693.62,849.29,694.87
2005-05-12,769.02,29,2005-06-09,up,848.34,815.38,845.92,692.12
2005-05-13,779.49,60,2005-07-11,down,726.19,693.62,857.44,701.54
2005-05-16,776.54,57,2005-07-11,down,726.19,693.62,854.19,698.89
2005-05-17,785.44,53,2005-07-08,down,730.58,706.30,863.98,706.90
2005-05-18,794.57,48,2005-07-04,down,736.66,712.70,874.03,715.11
2005-05-19,794.49,47,2005-07-04,down,736.66,712.70,873.94,715.04
2005-05-20,787.90,50,2005-07-08,down,730.58,706.30,866.69,709.11
2005-05-23,758.68,18,2005-06-09,up,848.34,815.38,834.55,682.81
2005-05-24,777.77,49,2005-07-11,down,726.19,693.62,855.55,699.99
2005-05-25,781.99,48,2005-07-11,down,726.19,693.62,860.19,703.79
2005-05-26,772.87,47,2005-07-11,down,726.19,693.62,850.16,695.58
2005-05-27,767.27,14,2005-06-09,up,848.34,815.38,844.00,690.54
2005-05-30,776.41,43,2005-07-11,down,726.19,693.62,854.05,698.77
2005-05-31,775.74,42,2005-07-11,down,726.19,693.62,853.31,698.17
2005-06-01,760.51,9,2005-06-09,up,848.34,815.38,836.56,684.46
2005-06-02,756.82,8,2005-06-09,up,848.34,815.38,832.50,681.14
2005-06-03,756.91,7,2005-06-09,up,848.34,815.38,832.60,681.22
2005-06-06,766.73,4,2005-06-09,up,848.34,815.38,843.40,690.06
2005-06-07,767.91,3,2005-06-09,up,848.34,815.38,844.70,691.12
2005-06-08,826.23,24,2005-07-01,down,779.48,742.13,908.85,743.61
2005-06-09,836.83,23,2005-07-01,down,779.48,742.13,920.51,753.15
2005-06-10,820.00,25,2005-07-04,down,736.66,712.70,902.00,738.00
2005-06-13,825.87,19,2005-07-01,down,779.48,742.13,908.46,743.28
2005-06-14,807.36,21,2005-07-04,down,736.66,712.70,888.10,726.62
2005-06-15,788.29,24,2005-07-08,down,730.58,706.30,867.12,709.46
2005-06-16,797.43,19,2005-07-04,down,736.66,712.70,877.17,717.69
2005-06-17,790.55,22,2005-07-08,down,730.58,706.30,869.61,711.50
2005-06-20,813.12,15,2005-07-04,down,736.66,712.70,894.43,731.81
2005-06-21,806.02,14,2005-07-04,down,736.66,712.70,886.62,725.42
2005-06-22,810.03,13,2005-07-04,down,736.66,712.70,891.03,729.03
2005-06-23,796.05,12,2005-07-04,down,736.66,712.70,875.65,716.44
2005-06-24,799.70,11,2005-07-04,down,736.66,712.70,879.67,719.73
2005-06-27,822.88,8,2005-07-04,down,736.66,712.70,905.17,740.59
2005-06-28,807.64,7,2005-07-04,down,736.66,712.70,888.40,726.88
2005-06-29,805.10,6,2005-07-04,down,736.66,712.70,885.61,724.59
2005-06-30,781.83,12,2005-07-11,down,726.19,693.62,860.01,703.65
2005-07-01,743.12,18,2005-07-18,down,688.09,665.87,817.43,668.81
2005-07-04,734.95,38,2005-08-10,up,809.47,788.69,808.45,661.46
2005-07-05,729.36,37,2005-08-10,up,809.47,788.69,802.30,656.42
2005-07-06,727.06,36,2005-08-10,up,809.47,788.69,799.77,654.35
2005-07-07,732.05,35,2005-08-10,up,809.47,788.69,805.25,658.85
2005-07-08,706.74,32,2005-08-08,up,789.48,772.66,777.41,636.07
2005-07-11,694.83,26,2005-08-05,up,772.22,747.89,764.31,625.35
2005-07-12,720.57,29,2005-08-09,up,799.46,778.52,792.63,648.51
2005-07-13,711.95,27,2005-08-08,up,789.48,772.66,783.15,640.76
2005-07-14,711.58,26,2005-08-08,up,789.48,772.66,782.74,640.42
2005-07-15,690.49,20,2005-08-03,up,763.30,743.34,759.54,621.44
2005-07-18,669.03,16,2005-08-02,up,744.01,725.62,735.93,602.13
2005-07-19,677.02,16,2005-08-03,up,763.30,743.34,744.72,609.32
2005-07-20,682.12,15,2005-08-03,up,763.30,743.34,750.33,613.91
2005-07-21,679.02,14,2005-08-03,up,763.30,743.34,746.92,611.12
2005-07-22,694.29,15,2005-08-05,up,772.22,747.89,763.72,624.86
2005-07-25,692.39,10,2005-08-03,up,763.30,743.34,761.63,623.15
2005-07-26,709.10,14,2005-08-08,up,789.48,772.66,780.01,638.19
2005-07-27,724.05,14,2005-08-09,up,799.46,778.52,796.46,651.64
2005-07-28,725.81,13,2005-08-09,up,799.46,778.52,798.39,653.23
2005-07-29,722.87,12,2005-08-09,up,799.46,778.52,795.16,650.58
2005-08-01,729.90,10,2005-08-10,up,809.47,788.69,802.89,656.91
2005-08-02,744.01,10,2005-08-11,up,819.15,805.20,818.41,669.61
2005-08-03,751.89,10,2005-08-12,up,827.34,799.17,827.08,676.70
2005-08-04,747.57,9,2005-08-12,up,827.34,799.17,822.33,672.81
2005-08-05,772.15,13,2005-08-17,up,857.66,818.79,849.37,694.93
2005-08-08,783.73,11,2005-08-18,up,878.13,825.84,862.10,705.36
2005-08-09,799.41,25,2005-09-02,up,882.64,868.45,879.35,719.47
2005-08-10,809.46,27,2005-09-05,up,891.22,877.61,890.41,728.51
2005-08-11,817.62,29,2005-09-08,up,899.89,881.57,899.38,735.86
2005-08-12,803.44,25,2005-09-05,up,891.22,877.61,883.78,723.10
2005-08-15,830.34,30,2005-09-13,up,915.50,893.68,913.37,747.31
2005-08-16,833.49,30,2005-09-14,up,927.95,913.10,916.84,750.14
2005-08-17,857.66,34,2005-09-19,up,947.90,930.79,943.43,771.89
2005-08-18,826.42,27,2005-09-13,up,915.50,893.68,909.06,743.78
2005-08-19,827.46,26,2005-09-13,up,915.50,893.68,910.21,744.71
2005-08-22,836.52,24,2005-09-14,up,927.95,913.10,920.17,752.87
2005-08-23,819.17,18,2005-09-09,up,901.95,882.38,901.09,737.25
2005-08-24,831.00,21,2005-09-13,up,915.50,893.68,914.10,747.90
2005-08-25,843.88,22,2005-09-15,up,932.75,921.18,928.27,759.49
2005-08-26,848.02,25,2005-09-19,up,947.90,930.79,932.82,763.22
2005-08-29,842.15,17,2005-09-14,up,927.95,913.10,926.37,757.93
2005-08-30,832.52,16,2005-09-14,up,927.95,913.10,915.77,749.27
2005-08-31,850.73,20,2005-09-19,up,947.90,930.79,935.80,765.66
2005-09-01,870.71,218,2006-04-06,up,960.56,948.08,957.78,783.64
2005-09-02,880.86,61,2005-11-01,down,810.97,789.02,968.95,792.77
2005-09-05,891.16,54,2005-10-28,down,839.37,794.02,980.28,802.04
2005-09-06,864.93,15,2005-09-20,up,951.70,936.32,951.42,778.44
2005-09-07,893.58,52,2005-10-28,down,839.37,794.02,982.94,804.22
2005-09-08,897.37,51,2005-10-28,down,839.37,794.02,987.11,807.63
2005-09-09,888.00,50,2005-10-28,down,839.37,794.02,976.80,799.20
2005-09-12,894.16,47,2005-10-28,down,839.37,794.02,983.58,804.74
2005-09-13,915.50,46,2005-10-28,down,839.37,794.02,1007.05,823.95
2005-09-14,927.82,44,2005-10-27,down,853.46,831.34,1020.60,835.04
2005-09-15,929.95,43,2005-10-27,down,853.46,831.34,1022.95,836.96
2005-09-16,930.41,42,2005-10-27,down,853.46,831.34,1023.45,837.37
2005-09-19,947.90,38,2005-10-26,down,876.09,852.40,1042.69,853.11
2005-09-20,947.28,37,2005-10-26,down,876.09,852.40,1042.01,852.55
2005-09-21,933.81,37,2005-10-27,down,853.46,831.34,1027.19,840.43
2005-09-22,892.08,37,2005-10-28,down,839.37,794.02,981.29,802.87
2005-09-23,874.67,200,2006-04-10,up,980.27,960.45,962.14,787.20
2005-09-26,884.29,33,2005-10-28,down,839.37,794.02,972.72,795.86
2005-09-27,859.63,190,2006-04-04,up,947.32,932.98,945.59,773.67
2005-09-28,857.46,189,2006-04-04,up,947.32,932.98,943.21,771.71
2005-09-29,876.57,69,2005-12-06,down,800.00,788.00,964.23,788.91
2005-09-30,870.96,189,2006-04-06,up,960.56,948.08,958.06,783.86
2005-10-10,859.08,177,2006-04-04,up,947.32,932.98,944.99,773.17
2005-10-11,879.88,22,2005-11-01,down,810.97,789.02,967.87,791.89
2005-10-12,889.60,17,2005-10-28,down,839.37,794.02,978.56,800.64
2005-10-13,886.08,16,2005-10-28,down,839.37,794.02,974.69,797.47
2005-10-14,876.26,54,2005-12-06,down,800.00,788.00,963.89,788.63
2005-10-17,879.27,16,2005-11-01,down,810.97,789.02,967.20,791.34
2005-10-18,897.45,11,2005-10-28,down,839.37,794.02,987.20,807.71
2005-10-19,891.35,10,2005-10-28,down,839.37,794.02,980.49,802.22
2005-10-20,891.06,9,2005-10-28,down,839.37,794.02,980.17,801.95
2005-10-21,897.64,8,2005-10-28,down,839.37,794.02,987.40,807.88
2005-10-24,897.36,5,2005-10-28,down,839.37,794.02,987.10,807.62
2005-10-25,876.64,43,2005-12-06,down,800.00,788.00,964.30,788.98
2005-10-26,853.18,113,2006-02-15,up,938.51,931.30,938.50,767.86
2005-10-27,837.34,105,2006-02-08,up,924.71,910.68,921.07,753.61
2005-10-28,806.56,75,2006-01-10,up,889.39,876.64,887.22,725.90
2005-10-31,812.45,74,2006-01-12,up,899.96,879.07,893.70,731.21
2005-11-01,804.35,70,2006-01-09,up,886.83,873.48,884.79,723.92
2005-11-02,826.51,79,2006-01-19,up,914.42,901.92,909.16,743.86
2005-11-03,818.95,72,2006-01-13,up,906.75,896.37,900.85,737.06
2005-11-04,826.77,77,2006-01-19,up,914.42,901.92,909.45,744.09
2005-11-07,837.67,94,2006-02-08,up,924.71,910.68,921.44,753.90
2005-11-08,846.56,99,2006-02-14,up,934.98,923.86,931.22,761.90
2005-11-09,842.77,98,2006-02-14,up,934.98,923.86,927.05,758.49
2005-11-10,816.01,64,2006-01-12,up,899.96,879.07,897.61,734.41
2005-11-11,822.67,64,2006-01-13,up,906.75,896.37,904.94,740.40
2005-11-14,827.48,67,2006-01-19,up,914.42,901.92,910.23,744.73
2005-11-15,821.06,60,2006-01-13,up,906.75,896.37,903.17,738.95
2005-11-16,827.59,65,2006-01-19,up,914.42,901.92,910.35,744.83
2005-11-17,828.65,64,2006-01-19,up,914.42,901.92,911.52,745.78
2005-11-18,848.78,89,2006-02-14,up,934.98,923.86,933.66,763.90
2005-11-21,855.43,135,2006-04-04,up,947.32,932.98,940.97,769.89
2005-11-22,833.59,79,2006-02-08,up,924.71,910.68,916.95,750.23
2005-11-23,841.31,79,2006-02-09,up,926.21,913.00,925.44,757.18
2005-11-24,845.48,83,2006-02-14,up,934.98,923.86,930.03,760.93
2005-11-25,847.34,82,2006-02-14,up,934.98,923.86,932.07,762.61
2005-11-28,846.43,79,2006-02-14,up,934.98,923.86,931.07,761.79
2005-11-29,835.31,72,2006-02-08,up,924.71,910.68,918.84,751.78
2005-11-30,839.24,71,2006-02-08,up,924.71,910.68,923.16,755.32
2005-12-01,835.39,70,2006-02-08,up,924.71,910.68,918.93,751.85
2005-12-02,821.72,43,2006-01-13,up,906.75,896.37,903.89,739.55
2005-12-05,794.32,33,2006-01-06,up,876.55,861.50,873.75,714.89
2005-12-06,796.99,35,2006-01-09,up,886.83,873.48,876.69,717.29
2005-12-07,805.53,34,2006-01-09,up,886.83,873.48,886.08,724.98
2005-12-08,802.54,33,2006-01-09,up,886.83,873.48,882.79,722.29
2005-12-09,816.96,35,2006-01-12,up,899.96,879.07,898.66,735.26
2005-12-12,823.32,33,2006-01-13,up,906.75,896.37,905.65,740.99
2005-12-13,822.53,32,2006-01-13,up,906.75,896.37,904.78,740.28
2005-12-14,831.80,56,2006-02-07,up,915.43,903.00,914.98,748.62
2005-12-15,824.61,33,2006-01-16,up,907.65,892.77,907.07,742.15
2005-12-16,831.96,54,2006-02-07,up,915.43,903.00,915.16,748.76
2005-12-19,834.02,52,2006-02-08,up,924.71,910.68,917.42,750.62
2005-12-20,835.01,51,2006-02-08,up,924.71,910.68,918.51,751.51
2005-12-21,823.37,24,2006-01-13,up,906.75,896.37,905.71,741.03
2005-12-22,826.91,29,2006-01-19,up,914.42,901.92,909.60,744.22
2005-12-23,834.72,48,2006-02-08,up,924.71,910.68,918.19,751.25
2005-12-26,841.21,46,2006-02-09,up,926.21,913.00,925.33,757.09
2005-12-27,841.93,45,2006-02-09,up,926.21,913.00,926.12,757.74
2005-12-28,844.07,49,2006-02-14,up,934.98,923.86,928.48,759.66
2005-12-29,852.39,49,2006-02-15,up,938.51,931.30,937.63,767.15
2005-12-30,842.74,47,2006-02-14,up,934.98,923.86,927.01,758.47
2006-01-04,852.53,43,2006-02-15,up,938.51,931.30,937.78,767.28
2006-01-05,865.70,91,2006-04-05,up,955.06,944.05,952.27,779.13
2006-01-06,872.82,91,2006-04-06,up,960.56,948.08,960.10,785.54
2006-01-09,886.66,92,2006-04-10,up,980.27,960.45,975.33,797.99
2006-01-10,889.15,91,2006-04-10,up,980.27,960.45,978.07,800.24
2006-01-11,880.91,90,2006-04-10,up,980.27,960.45,969.00,792.82
2006-01-12,899.81,91,2006-04-12,up,991.17,976.30,989.79,809.83
2006-01-13,904.61,117,2006-05-09,up,1022.82,992.63,995.07,814.15
2006-01-16,892.80,86,2006-04-11,up,984.77,969.89,982.08,803.52
2006-01-17,891.54,85,2006-04-11,up,984.77,969.89,980.69,802.39
2006-01-18,908.86,112,2006-05-09,up,1022.82,992.63,999.75,817.97
2006-01-19,914.31,111,2006-05-09,up,1022.82,992.63,1005.74,822.88
2006-01-20,908.66,110,2006-05-09,up,1022.82,992.63,999.53,817.79
2006-01-23,909.73,107,2006-05-09,up,1022.82,992.63,1000.70,818.76
2006-01-24,903.84,106,2006-05-09,up,1022.82,992.63,994.22,813.46
2006-01-25,887.72,76,2006-04-10,up,980.27,960.45,976.49,798.95
2006-02-06,909.47,93,2006-05-09,up,1022.82,992.63,1000.42,818.52
2006-02-07,915.25,92,2006-05-09,up,1022.82,992.63,1006.78,823.73
2006-02-08,924.71,91,2006-05-09,up,1022.82,992.63,1017.18,832.24
2006-02-09,914.40,90,2006-05-09,up,1022.82,992.63,1005.84,822.96
2006-02-10,925.09,89,2006-05-09,up,1022.82,992.63,1017.60,832.58
2006-02-13,926.47,86,2006-05-09,up,1022.82,992.63,1019.12,833.82
2006-02-14,934.09,86,2006-05-10,up,1042.28,1016.79,1027.50,840.68
2006-02-15,935.77,85,2006-05-10,up,1042.28,1016.79,1029.35,842.19
2006-02-16,914.00,83,2006-05-09,up,1022.82,992.63,1005.40,822.60
2006-02-17,907.71,82,2006-05-09,up,1022.82,992.63,998.48,816.94
2006-02-20,899.59,52,2006-04-12,up,991.17,976.30,989.55,809.63
2006-02-21,918.34,78,2006-05-09,up,1022.82,992.63,1010.17,826.51
2006-02-22,919.56,77,2006-05-09,up,1022.82,992.63,1011.52,827.60
2006-02-23,920.87,76,2006-05-09,up,1022.82,992.63,1012.96,828.78
2006-02-24,926.62,75,2006-05-09,up,1022.82,992.63,1019.28,833.96
2006-02-27,926.48,72,2006-05-09,up,1022.82,992.63,1019.13,833.83
2006-02-28,929.38,71,2006-05-09,up,1022.82,992.63,1022.32,836.44
2006-03-01,936.70,71,2006-05-10,up,1042.28,1016.79,1030.37,843.03
2006-03-02,917.95,69,2006-05-09,up,1022.82,992.63,1009.75,826.16
2006-03-03,918.01,68,2006-05-09,up,1022.82,992.63,1009.81,826.21
2006-03-06,915.66,65,2006-05-09,up,1022.82,992.63,1007.23,824.09
2006-03-07,889.00,35,2006-04-10,up,980.27,960.45,977.90,800.10
2006-03-08,889.97,34,2006-04-10,up,980.27,960.45,978.97,800.97
2006-03-09,884.03,33,2006-04-10,up,980.27,960.45,972.43,795.63
2006-03-10,885.41,32,2006-04-10,up,980.27,960.45,973.95,796.87
2006-03-13,892.68,30,2006-04-11,up,984.77,969.89,981.95,803.41
2006-03-14,895.80,30,2006-04-12,up,991.17,976.30,985.38,806.22
2006-03-15,902.74,55,2006-05-08,up,993.20,967.83,993.01,812.47
2006-03-16,903.93,55,2006-05-09,up,1022.82,992.63,994.32,813.54
2006-03-17,899.39,27,2006-04-12,up,991.17,976.30,989.33,809.45
2006-03-20,908.36,51,2006-05-09,up,1022.82,992.63,999.20,817.52
2006-03-21,911.14,50,2006-05-09,up,1022.82,992.63,1002.25,820.03
2006-03-22,920.30,49,2006-05-09,up,1022.82,992.63,1012.33,828.27
2006-03-23,931.18,49,2006-05-10,up,1042.28,1016.79,1024.30,838.06
2006-03-24,921.31,47,2006-05-09,up,1022.82,992.63,1013.44,829.18
2006-03-27,931.03,45,2006-05-10,up,1042.28,1016.79,1024.13,837.93
2006-03-28,933.30,44,2006-05-10,up,1042.28,1016.79,1026.63,839.97
2006-03-29,931.04,43,2006-05-10,up,1042.28,1016.79,1024.14,837.94
2006-03-30,923.95,41,2006-05-09,up,1022.82,992.63,1016.35,831.56
2006-03-31,923.19,40,2006-05-09,up,1022.82,992.63,1015.51,830.87
2006-04-03,936.34,38,2006-05-10,up,1042.28,1016.79,1029.97,842.71
2006-04-04,947.25,37,2006-05-10,up,1042.28,1016.79,1041.98,852.52
2006-04-05,955.00,37,2006-05-11,up,1064.93,1033.45,1050.50,859.50
2006-04-06,952.32,36,2006-05-11,up,1064.93,1033.45,1047.55,857.09
2006-04-07,961.44,35,2006-05-11,up,1064.93,1033.45,1057.58,865.30
2006-04-10,980.27,36,2006-05-15,up,1109.05,1062.06,1078.30,882.24
2006-04-11,982.14,35,2006-05-15,up,1109.05,1062.06,1080.35,883.93
2006-04-12,986.35,34,2006-05-15,up,1109.05,1062.06,1084.99,887.72
2006-04-13,960.33,29,2006-05-11,up,1064.93,1033.45,1056.36,864.30
2006-04-14,977.09,32,2006-05-15,up,1109.05,1062.06,1074.80,879.38
2006-04-17,988.19,29,2006-05-15,up,1109.05,1062.06,1087.01,889.37
2006-04-18,986.35,28,2006-05-15,up,1109.05,1062.06,1084.99,887.72
2006-04-19,982.99,27,2006-05-15,up,1109.05,1062.06,1081.29,884.69
2006-04-20,970.81,26,2006-05-15,up,1109.05,1062.06,1067.89,873.73
2006-04-21,972.54,25,2006-05-15,up,1109.05,1062.06,1069.79,875.29
2006-04-24,950.93,18,2006-05-11,up,1064.93,1033.45,1046.02,855.84
2006-04-25,945.52,16,2006-05-10,up,1042.28,1016.79,1040.07,850.97
2006-04-26,956.20,16,2006-05-11,up,1064.93,1033.45,1051.82,860.58
2006-04-27,957.59,15,2006-05-11,up,1064.93,1033.45,1053.35,861.83
2006-04-28,965.29,14,2006-05-11,up,1064.93,1033.45,1061.82,868.76
2006-05-08,993.20,8,2006-05-15,up,1109.05,1062.06,1092.52,893.88
2006-05-09,1022.82,10,2006-05-18,up,1125.56,1091.87,1125.10,920.54
2006-05-10,1037.93,10,2006-05-19,up,1156.92,1121.23,1141.72,934.14
2006-05-11,1033.48,9,2006-05-19,up,1156.92,1121.23,1136.83,930.13
2006-05-12,1066.17,11,2006-05-22,up,1191.25,1157.65,1172.79,959.55
2006-05-15,1108.90,17,2006-05-31,up,1235.35,1211.39,1219.79,998.01
2006-05-16,1080.74,7,2006-05-22,up,1191.25,1157.65,1188.81,972.67
2006-05-17,1101.69,14,2006-05-30,up,1218.73,1196.49,1211.86,991.52
2006-05-18,1121.48,14,2006-05-31,up,1235.35,1211.39,1233.63,1009.33
2006-05-19,1153.64,14,2006-06-01,up,1278.72,1224.57,1269.00,1038.28
2006-05-22,1183.70,15,2006-06-05,up,1323.45,1284.51,1302.07,1065.33
2006-05-23,1138.82,10,2006-06-01,up,1278.72,1224.57,1252.70,1024.94
2006-05-24,1119.44,8,2006-05-31,up,1235.35,1211.39,1231.38,1007.50
2006-05-25,1140.35,8,2006-06-01,up,1278.72,1224.57,1254.38,1026.32
2006-05-26,1170.28,8,2006-06-02,up,1300.09,1273.43,1287.31,1053.25
2006-05-29,1198.81,8,2006-06-05,up,1323.45,1284.51,1318.69,1078.93
2006-05-30,1218.73,31,2006-06-29,up,1350.68,1325.79,1340.60,1096.86
2006-05-31,1224.03,30,2006-06-29,up,1350.68,1325.79,1346.43,1101.63
2006-06-01,1278.24,40,2006-07-10,up,1406.56,1380.21,1406.06,1150.42
2006-06-02,1287.82,40,2006-07-11,up,1417.30,1399.26,1416.60,1159.04
2006-06-05,1323.45,64,2006-08-07,down,1215.35,1182.42,1455.80,1191.11
2006-06-06,1322.52,63,2006-08-07,down,1215.35,1182.42,1454.77,1190.27
2006-06-07,1244.92,30,2006-07-06,up,1382.23,1346.36,1369.41,1120.43
2006-06-08,1242.22,29,2006-07-06,up,1382.23,1346.36,1366.44,1118.00
2006-06-09,1214.09,21,2006-06-29,up,1350.68,1325.79,1335.50,1092.68
2006-06-12,1211.76,18,2006-06-29,up,1350.68,1325.79,1332.94,1090.58
2006-06-13,1220.09,17,2006-06-29,up,1350.68,1325.79,1342.10,1098.08
2006-06-14,1218.23,16,2006-06-29,up,1350.68,1325.79,1340.05,1096.41
2006-06-15,1227.78,15,2006-06-29,up,1350.68,1325.79,1350.56,1105.00
2006-06-16,1254.81,21,2006-07-06,up,1382.23,1346.36,1380.29,1129.33
2006-06-19,1268.85,22,2006-07-10,up,1406.56,1380.21,1395.73,1141.96
2006-06-20,1285.23,22,2006-07-11,up,1417.30,1399.26,1413.75,1156.71
2006-06-21,1278.46,20,2006-07-10,up,1406.56,1380.21,1406.31,1150.61
2006-06-22,1280.87,20,2006-07-11,up,1417.30,1399.26,1408.96,1152.78
2006-06-23,1297.75,20,2006-07-12,up,1433.35,1415.36,1427.53,1167.98
2006-06-26,1319.45,43,2006-08-07,down,1215.35,1182.42,1451.40,1187.51
