trade_date,open,high,low,close
2020-04-13,1048.21,1052.01,1038.82,1042.15
2020-04-14,1049.21,1073.22,1049.21,1073.22
2020-04-15,1076.94,1101.67,1076.94,1088.20
2020-04-16,1080.87,1097.20,1080.87,1091.93
2020-04-17,1102.66,1129.12,1102.66,1117.07
2020-04-20,1119.26,1133.36,1115.72,1133.36
2020-04-21,1127.66,1127.66,1108.48,1119.23
2020-04-22,1108.68,1135.85,1108.68,1135.85
2020-04-23,1140.80,1157.87,1140.55,1149.72
2020-04-24,1148.59,1155.54,1139.31,1144.15
2020-04-27,1140.19,1145.75,1136.23,1138.10
2020-04-28,1130.62,1130.62,1037.26,1113.51
2020-04-29,1105.60,1125.19,1102.57,1102.70
2020-04-30,1107.43,1171.80,1107.43,1166.35
2020-05-06,1155.12,1252.75,1155.12,1247.51
2020-05-07,1249.64,1249.64,1218.24,1224.10
2020-05-08,1230.91,1272.63,1230.91,1240.25
2020-05-11,1244.30,1268.08,1215.97,1226.06
2020-05-12,1222.39,1233.64,1203.15,1233.59
2020-05-13,1227.72,1252.58,1227.72,1247.03
2020-05-14,1241.84,1258.25,1238.23,1242.17
2020-05-15,1244.74,1280.05,1244.74,1270.48
2020-05-18,1279.29,1279.29,1253.33,1254.30
2020-05-19,1260.22,1324.42,1260.22,1324.42
2020-05-20,1317.40,1348.58,1297.67,1307.00
2020-05-21,1305.91,1309.51,1251.52,1251.93
2020-05-22,1247.60,1258.31,1208.82,1230.66
2020-05-25,1223.87,1227.56,1205.73,1212.09
2020-05-26,1217.62,1272.92,1217.62,1272.66
2020-05-27,1271.46,1281.21,1251.08,1253.27
2020-05-28,1251.06,1256.22,1206.62,1232.22
2020-05-29,1227.20,1267.43,1227.20,1246.11
2020-06-01,1257.97,1309.96,1257.97,1300.74
2020-06-02,1305.80,1312.52,1294.22,1305.64
2020-06-03,1305.73,1314.14,1293.60,1294.28
2020-06-04,1295.16,1306.07,1291.21,1299.80
2020-06-05,1300.25,1307.89,1292.05,1297.31
2020-06-08,1306.50,1311.68,1277.29,1280.05
2020-06-09,1277.45,1278.85,1269.11,1278.51
2020-06-10,1278.07,1278.07,1265.11,1269.98
2020-06-11,1270.72,1294.34,1265.38,1273.59
2020-06-12,1246.80,1268.46,1246.80,1262.29
2020-06-15,1262.48,1271.91,1249.58,1249.91
2020-06-16,1259.09,1289.14,1259.09,1289.14
2020-06-17,1291.04,1299.78,1280.52,1291.12
2020-06-18,1289.77,1304.49,1286.47,1302.37
2020-06-19,1301.02,1329.20,1301.02,1325.15
2020-06-22,1347.94,1380.37,1347.94,1371.21
2020-06-23,1365.33,1407.19,1365.33,1407.19
2020-06-24,1408.55,1432.99,1406.87,1424.28
2020-06-29,1415.91,1415.91,1393.72,1401.64
2020-06-30,1410.58,1454.31,1410.58,1447.89
2020-07-01,1453.25,1459.77,1417.60,1439.88
2020-07-02,1439.01,1452.75,1424.15,1437.05
2020-07-03,1435.08,1441.09,1408.08,1438.59
2020-07-06,1445.61,1547.14,1444.69,1538.40
2020-07-07,1550.30,1617.60,1550.30,1572.19
2020-07-08,1572.78,1608.19,1555.31,1599.91
2020-07-09,1596.98,1681.91,1594.26,1666.85
2020-07-10,1653.51,1682.62,1633.18,1654.83
2020-07-13,1647.18,1721.98,1640.98,1721.98
2020-07-14,1714.87,1726.19,1647.64,1701.58
2020-07-15,1702.58,1707.63,1611.91,1612.04
2020-07-16,1606.44,1612.33,1460.64,1469.80
2020-07-17,1475.46,1495.91,1425.64,1443.40
2020-07-20,1459.78,1463.71,1388.28,1459.03
2020-07-21,1456.49,1499.85,1454.59,1490.17
2020-07-22,1474.02,1519.12,1468.11,1497.23
2020-07-23,1487.20,1512.47,1459.73,1494.14
2020-07-24,1467.10,1474.46,1389.31,1389.31
2020-07-27,1396.49,1403.11,1361.98,1374.52
2020-07-28,1385.79,1404.90,1383.28,1400.54
2020-07-29,1400.92,1476.92,1395.97,1476.92
2020-07-30,1484.43,1496.27,1467.80,1472.79
2020-07-31,1469.10,1513.76,1467.78,1512.98
2020-08-03,1533.23,1622.81,1533.23,1622.81
2020-08-04,1620.79,1628.14,1555.90,1566.06
2020-08-05,1592.39,1597.47,1556.68,1588.62
2020-08-06,1582.47,1589.75,1552.54,1573.87
2020-08-07,1561.86,1568.56,1492.25,1526.80
2020-08-10,1520.10,1555.68,1507.27,1535.60
2020-08-11,1531.60,1539.84,1490.83,1491.84
2020-08-12,1485.56,1488.88,1422.73,1458.64
2020-08-13,1465.60,1482.63,1453.38,1468.23
2020-08-14,1466.80,1486.40,1453.74,1484.04
2020-08-17,1486.81,1501.25,1471.92,1496.40
2020-08-18,1496.42,1512.76,1492.96,1512.51
2020-08-19,1516.98,1517.89,1470.34,1472.02
2020-08-20,1460.03,1473.05,1438.46,1442.58
2020-08-21,1447.80,1467.98,1443.52,1447.71
2020-08-24,1453.49,1457.58,1421.89,1450.67
2020-08-25,1449.54,1462.90,1424.42,1427.70
2020-08-26,1422.00,1430.79,1377.21,1383.31
2020-08-27,1389.94,1429.96,1380.13,1417.56
2020-08-28,1415.65,1416.82,1393.85,1413.64
2020-08-31,1417.66,1441.46,1417.66,1423.24
2020-09-01,1424.43,1435.65,1419.60,1426.65
2020-09-02,1430.87,1434.92,1411.84,1422.95
2020-09-03,1422.42,1423.89,1396.11,1402.14
2020-09-04,1377.39,1396.00,1371.16,1390.28
2020-09-07,1387.49,1394.90,1349.77,1356.70
2020-09-08,1356.82,1363.28,1328.92,1344.61
2020-09-09,1331.43,1332.07,1289.35,1298.08
2020-09-10,1309.32,1321.06,1276.50,1280.19
2020-09-11,1279.84,1313.85,1272.84,1312.51
2020-09-14,1334.98,1372.83,1334.98,1348.07
2020-09-15,1348.79,1372.44,1334.82,1364.60
2020-09-16,1363.32,1364.42,1341.68,1349.67
2020-09-17,1347.45,1393.85,1335.03,1383.59
2020-09-18,1386.38,1403.92,1379.92,1403.90
2020-09-21,1407.07,1411.50,1390.90,1397.75
2020-09-22,1389.78,1403.26,1379.01,1390.09
2020-09-23,1401.37,1440.64,1400.28,1423.90
2020-09-24,1412.16,1416.38,1392.01,1394.93
2020-09-25,1399.39,1402.68,1360.55,1364.02
2020-09-28,1367.46,1369.04,1335.99,1338.95
2020-09-29,1345.99,1403.43,1345.99,1389.96
2020-09-30,1394.86,1431.88,1393.91,1418.80
2020-10-09,1446.52,1467.98,1446.52,1465.96
2020-10-12,1475.26,1491.61,1469.65,1490.58
2020-10-13,1491.85,1498.83,1485.13,1497.60
2020-10-14,1495.34,1498.00,1481.12,1488.67
2020-10-15,1489.38,1493.00,1451.88,1453.79
2020-10-16,1457.15,1461.83,1429.08,1438.53
2020-10-19,1444.84,1446.49,1411.27,1412.15
2020-10-20,1413.87,1428.08,1402.71,1426.18
2020-10-21,1427.24,1429.45,1396.12,1396.98
2020-10-22,1395.13,1395.13,1373.51,1376.58
2020-10-23,1380.37,1389.52,1336.37,1336.53
2020-10-26,1332.68,1364.97,1313.45,1356.11
2020-10-27,1359.18,1386.80,1354.81,1385.75
2020-10-28,1396.56,1413.66,1392.07,1406.07
2020-10-29,1394.28,1418.41,1387.38,1412.06
2020-10-30,1413.51,1430.12,1393.91,1393.91
2020-11-02,1402.08,1406.94,1370.90,1400.91
2020-11-03,1403.64,1451.63,1402.26,1449.01
2020-11-04,1454.73,1462.67,1443.42,1458.90
2020-11-05,1477.61,1479.47,1453.72,1475.38
2020-11-06,1477.53,1477.53,1429.12,1441.47
2020-11-09,1446.47,1491.52,1442.62,1485.15
2020-11-10,1483.66,1483.66,1438.59,1441.97
2020-11-11,1440.78,1441.00,1393.73,1395.51
2020-11-12,1404.81,1421.74,1404.57,1413.29
2020-11-13,1406.68,1441.01,1401.46,1436.89
2020-11-16,1520.27,1520.27,1444.39,1446.95
2020-11-17,1455.23,1455.23,1425.26,1430.81
2020-11-18,1431.66,1441.22,1418.36,1419.23
2020-11-19,1415.64,1436.49,1408.22,1435.92
2020-11-20,1433.95,1442.31,1427.31,1430.72
2020-11-23,1429.39,1429.39,1412.02,1418.10
2020-11-24,1412.02,1420.34,1409.40,1412.75
2020-11-25,1414.19,1414.51,1387.56,1388.36
2020-11-26,1386.21,1398.57,1380.13,1385.31
2020-11-27,1386.65,1398.14,1380.64,1387.77
2020-11-30,1392.95,1397.01,1380.22,1385.48
2020-12-01,1386.58,1408.04,1381.96,1404.24
2020-12-02,1408.67,1419.11,1403.73,1408.49
2020-12-03,1410.44,1418.12,1398.10,1410.83
2020-12-04,1409.59,1410.93,1401.53,1404.87
2020-12-07,1410.50,1417.78,1403.42,1406.19
2020-12-08,1405.72,1408.79,1397.55,1398.73
2020-12-09,1400.57,1404.23,1364.20,1365.04
2020-12-10,1363.00,1370.83,1355.88,1360.18
2020-12-11,1362.34,1365.43,1345.32,1362.96
2020-12-14,1361.61,1380.05,1353.90,1375.06
2020-12-15,1373.96,1379.77,1357.36,1363.18
2020-12-16,1357.22,1357.22,1339.96,1345.13
2020-12-17,1343.28,1364.88,1339.90,1363.36
2020-12-18,1381.48,1381.48,1357.77,1361.11
2020-12-21,1359.69,1390.59,1355.93,1388.67
2020-12-22,1383.29,1390.99,1355.97,1358.62
2020-12-23,1359.73,1378.61,1355.25,1376.60
2020-12-24,1378.38,1384.31,1347.80,1348.01
2020-12-25,1348.47,1357.65,1340.79,1349.79
2020-12-28,1345.30,1349.35,1335.25,1339.01
2020-12-29,1338.24,1353.06,1336.09,1337.47
2020-12-30,1336.72,1367.76,1335.21,1362.91
2020-12-31,1370.44,1394.74,1368.47,1393.03
2021-01-04,1398.96,1425.70,1389.59,1422.12
2021-01-05,1413.18,1427.12,1409.54,1425.16
2021-01-06,1430.07,1434.19,1408.06,1415.02
2021-01-07,1414.90,1417.43,1370.19,1381.94
2021-01-08,1382.15,1385.12,1366.18,1378.74
2021-01-11,1385.35,1407.91,1378.12,1390.66
2021-01-12,1389.47,1408.42,1379.80,1405.22
2021-01-13,1412.07,1416.66,1389.77,1407.41
2021-01-14,1406.05,1478.75,1399.56,1447.27
2021-01-15,1450.86,1465.69,1431.45,1447.58
2021-01-18,1443.82,1496.37,1437.02,1481.25
2021-01-19,1485.46,1489.22,1441.62,1443.92
2021-01-20,1450.72,1482.11,1444.74,1481.45
2021-01-21,1485.65,1492.95,1465.89,1482.28
2021-01-22,1482.65,1487.61,1456.02,1486.31
2021-01-25,1481.74,1513.73,1471.18,1498.60
2021-01-26,1498.00,1509.41,1471.31,1478.45
2021-01-27,1481.49,1489.76,1441.18,1458.37
2021-01-28,1441.40,1461.84,1418.94,1421.59
2021-01-29,1435.28,1440.25,1400.67,1421.96
2021-02-01,1419.18,1439.04,1412.16,1421.48
2021-02-02,1419.71,1438.09,1414.36,1438.06
2021-02-03,1436.00,1443.98,1410.15,1410.15
2021-02-04,1402.09,1412.71,1367.71,1394.10
2021-02-05,1396.12,1407.32,1368.65,1368.80
2021-02-08,1371.75,1395.14,1367.33,1382.48
2021-02-09,1389.07,1434.87,1383.86,1427.68
2021-02-10,1424.77,1440.21,1407.64,1437.02
2021-02-18,1457.80,1465.68,1429.09,1429.74
2021-02-19,1426.10,1430.72,1404.15,1427.91
2021-02-22,1431.56,1436.80,1388.52,1389.92
2021-02-23,1371.63,1401.51,1370.91,1390.53
2021-02-24,1393.72,1398.33,1358.41,1365.64
2021-02-25,1373.84,1375.61,1349.71,1349.71
2021-02-26,1319.89,1344.15,1319.65,1325.59
2021-03-01,1339.99,1359.72,1337.19,1358.14
2021-03-02,1373.03,1373.66,1342.90,1352.04
2021-03-03,1350.01,1359.79,1340.32,1359.40
2021-03-04,1358.28,1362.99,1322.34,1324.16
2021-03-05,1307.06,1338.83,1305.92,1329.84
2021-03-08,1337.02,1340.42,1275.46,1275.46
2021-03-09,1275.32,1278.32,1227.18,1230.14
2021-03-10,1251.18,1258.88,1227.42,1232.74
2021-03-11,1241.10,1273.96,1227.33,1267.30
2021-03-12,1268.44,1269.21,1251.20,1261.32
2021-03-15,1254.68,1254.68,1213.43,1223.39
2021-03-16,1223.80,1231.99,1212.34,1220.37
2021-03-17,1220.45,1237.91,1213.35,1236.54
2021-03-18,1241.56,1251.56,1237.62,1241.31
2021-03-19,1226.41,1242.13,1221.42,1231.29
2021-03-22,1229.47,1247.49,1227.84,1242.76
2021-03-23,1246.36,1257.38,1232.26,1236.47
2021-03-24,1228.61,1244.45,1219.51,1221.45
2021-03-25,1212.83,1231.96,1212.38,1219.71
2021-03-26,1224.64,1258.16,1224.64,1256.66
2021-03-29,1262.29,1263.44,1248.33,1250.77
2021-03-30,1250.28,1259.28,1245.01,1248.34
2021-03-31,1248.16,1253.79,1236.26,1248.33
2021-04-01,1251.00,1269.88,1248.96,1266.75
2021-04-02,1276.03,1302.62,1274.38,1299.92
2021-04-06,1304.64,1309.95,1291.92,1296.62
2021-04-07,1296.82,1300.77,1283.16,1298.78
2021-04-08,1293.64,1305.43,1287.01,1291.86
2021-04-09,1290.31,1296.86,1269.92,1271.44
2021-04-12,1269.02,1280.08,1240.44,1243.50
2021-04-13,1242.76,1259.04,1239.46,1241.40
2021-04-14,1243.24,1258.17,1243.24,1254.71
2021-04-15,1250.36,1266.58,1245.18,1264.16
2021-04-16,1265.15,1279.29,1255.84,1274.70
2021-04-19,1273.08,1300.54,1268.99,1299.01
2021-04-20,1295.61,1304.76,1290.02,1290.50
2021-04-21,1285.31,1291.53,1275.61,1286.86
2021-04-22,1288.58,1308.34,1288.58,1305.18
2021-04-23,1303.29,1318.30,1300.10,1311.83
2021-04-26,1315.51,1335.47,1313.06,1314.91
2021-04-27,1310.66,1316.20,1297.27,1311.91
2021-04-28,1318.55,1326.01,1304.33,1324.24
2021-04-29,1320.89,1337.85,1312.94,1324.05
2021-04-30,1319.01,1327.37,1313.83,1322.24
2021-05-06,1321.21,1322.68,1298.91,1310.13
2021-05-07,1311.66,1315.75,1263.69,1263.90
2021-05-10,1262.48,1265.80,1249.49,1254.49
2021-05-11,1243.81,1260.82,1240.20,1258.11
2021-05-12,1254.74,1273.69,1251.81,1270.91
2021-05-13,1257.87,1287.92,1257.87,1275.48
2021-05-14,1277.97,1301.37,1273.96,1300.54
2021-05-17,1303.08,1338.29,1301.06,1328.92
2021-05-18,1330.47,1332.32,1316.38,1321.64
2021-05-19,1320.68,1335.25,1318.16,1326.14
2021-05-20,1322.05,1339.97,1321.04,1329.79
2021-05-21,1334.60,1341.28,1314.40,1315.21
2021-05-24,1314.79,1333.42,1304.64,1330.87
2021-05-25,1329.68,1371.59,1329.68,1370.12
2021-05-26,1371.78,1375.81,1360.59,1364.04
2021-05-27,1362.95,1400.38,1361.01,1397.77
2021-05-28,1395.43,1414.61,1381.45,1386.04
2021-05-31,1398.19,1442.67,1398.19,1442.67
2021-06-01,1437.32,1467.94,1432.97,1460.54
2021-06-02,1461.74,1465.16,1423.45,1426.85
2021-06-03,1425.80,1438.64,1410.12,1414.53
2021-06-04,1406.31,1445.14,1405.51,1431.52
2021-06-07,1443.86,1451.39,1425.11,1433.57
2021-06-08,1443.74,1446.38,1411.23,1419.08
2021-06-09,1420.31,1442.16,1417.77,1427.32
2021-06-10,1427.87,1455.83,1426.49,1450.40
2021-06-11,1453.60,1455.66,1433.06,1436.28
2021-06-15,1442.09,1467.47,1435.05,1448.20
2021-06-16,1452.95,1454.92,1404.69,1406.47
2021-06-17,1409.05,1477.05,1409.05,1473.51
2021-06-18,1475.21,1499.82,1474.68,1494.70
2021-06-21,1485.66,1529.28,1482.49,1528.13
2021-06-22,1531.52,1534.43,1506.31,1523.36
2021-06-23,1530.64,1551.92,1516.69,1534.30
2021-06-24,1531.24,1537.58,1496.94,1504.81
2021-06-25,1505.29,1536.50,1502.89,1534.85
2021-06-28,1538.02,1579.22,1536.71,1562.98
2021-06-29,1567.88,1576.87,1546.68,1562.08
2021-06-30,1564.32,1603.35,1558.96,1588.22
2021-07-01,1587.53,1594.11,1569.90,1579.80
2021-07-02,1563.83,1564.88,1527.20,1538.16
2021-07-05,1545.68,1581.07,1545.68,1575.89
2021-07-06,1580.28,1584.69,1510.71,1532.79
2021-07-07,1523.83,1573.15,1519.41,1570.03
2021-07-08,1577.50,1616.70,1577.41,1610.77
2021-07-09,1598.28,1602.00,1556.58,1583.71
2021-07-12,1593.57,1611.60,1576.72,1601.61
2021-07-13,1602.12,1621.71,1573.78,1590.98
2021-07-14,1579.03,1585.60,1556.69,1556.72
2021-07-15,1549.28,1567.27,1536.90,1560.70
2021-07-16,1568.17,1569.25,1523.64,1525.23
2021-07-19,1514.83,1530.59,1503.11,1514.18
2021-07-20,1505.08,1529.27,1501.92,1522.63
2021-07-21,1528.60,1576.77,1527.60,1565.64
2021-07-22,1570.49,1584.32,1549.45,1582.13
2021-07-23,1593.31,1593.70,1548.39,1563.49
2021-07-26,1559.84,1566.68,1496.65,1556.98
2021-07-27,1556.93,1627.85,1541.36,1545.29
2021-07-28,1532.42,1555.25,1476.59,1518.70
2021-07-29,1554.13,1598.34,1545.11,1588.47
2021-07-30,1582.58,1608.96,1570.45,1591.22
2021-08-02,1594.03,1619.36,1572.11,1599.47
2021-08-03,1586.35,1593.03,1558.10,1564.19
2021-08-04,1566.45,1608.50,1564.46,1605.89
2021-08-05,1606.65,1616.05,1584.31,1604.81
2021-08-06,1630.30,1639.19,1575.42,1586.67
2021-08-09,1567.44,1582.92,1548.69,1574.44
2021-08-10,1574.01,1592.83,1569.28,1588.19
2021-08-11,1589.43,1593.15,1564.97,1578.79
2021-08-12,1572.15,1604.73,1570.35,1586.50
2021-08-13,1580.12,1588.23,1549.68,1552.78
2021-08-16,1547.39,1566.00,1535.35,1547.93
2021-08-17,1544.40,1555.45,1506.72,1509.25
2021-08-18,1514.46,1530.24,1501.18,1507.99
2021-08-19,1509.72,1553.16,1508.17,1546.11
2021-08-20,1537.91,1557.11,1514.07,1529.09
2021-08-23,1534.39,1568.84,1524.20,1564.11
2021-08-24,1567.70,1586.52,1550.88,1578.03
2021-08-25,1573.74,1574.40,1535.09,1542.78
2021-08-26,1546.32,1555.04,1494.89,1497.34
2021-08-27,1491.34,1506.65,1476.56,1480.31
2021-08-30,1487.90,1508.78,1463.40,1471.45
2021-08-31,1463.13,1463.56,1423.51,1441.17
2021-09-01,1437.26,1438.38,1400.16,1424.66
2021-09-02,1416.16,1424.17,1395.51,1399.48
2021-09-03,1399.47,1415.24,1382.64,1400.89
2021-09-06,1398.24,1441.71,1393.54,1439.00
2021-09-07,1435.73,1443.34,1426.03,1438.57
2021-09-08,1439.66,1439.66,1408.72,1412.72
2021-09-09,1414.07,1425.28,1393.61,1402.19
2021-09-10,1398.33,1431.71,1392.21,1426.81
2021-09-13,1426.54,1426.76,1384.02,1384.43
2021-09-14,1384.28,1414.09,1383.41,1396.67
2021-09-15,1395.61,1395.99,1378.95,1384.52
2021-09-16,1378.18,1380.16,1347.90,1351.43
2021-09-17,1349.34,1360.91,1332.10,1349.68
2021-09-22,1338.01,1361.21,1335.50,1355.28
2021-09-23,1359.67,1376.57,1354.21,1363.79
2021-09-24,1362.98,1390.50,1359.85,1375.00
2021-09-27,1386.52,1397.18,1354.20,1368.69
2021-09-28,1362.33,1379.59,1350.79,1354.10
2021-09-29,1344.89,1356.64,1336.51,1345.77
2021-09-30,1348.65,1371.49,1348.65,1368.72
2021-10-08,1378.53,1388.02,1361.04,1364.46
2021-10-11,1367.21,1377.31,1348.05,1349.77
2021-10-12,1348.22,1355.92,1312.44,1319.39
2021-10-13,1322.89,1349.17,1322.89,1344.76
2021-10-14,1346.99,1356.21,1339.56,1347.27
2021-10-15,1349.40,1367.23,1341.75,1363.16
2021-10-18,1366.55,1366.55,1338.89,1352.57
2021-10-19,1355.07,1369.16,1352.01,1366.79
2021-10-20,1370.21,1381.06,1363.65,1373.59
2021-10-21,1374.65,1379.19,1355.93,1362.40
2021-10-22,1367.06,1379.19,1359.27,1368.14
2021-10-25,1366.21,1381.24,1359.63,1380.31
2021-10-26,1379.79,1389.48,1372.66,1376.13
2021-10-27,1371.79,1374.36,1354.30,1361.82
2021-10-28,1359.07,1371.17,1354.72,1356.37
2021-10-29,1363.25,1398.42,1355.37,1396.20
2021-11-01,1398.59,1415.58,1392.40,1404.21
2021-11-02,1405.87,1423.93,1395.70,1405.64
2021-11-03,1408.20,1416.47,1386.40,1399.55
2021-11-04,1404.66,1420.33,1404.66,1410.74
2021-11-05,1416.24,1418.88,1396.03,1396.74
2021-11-08,1398.57,1401.05,1381.62,1400.80
2021-11-09,1404.89,1422.90,1397.82,1420.51
2021-11-10,1417.66,1423.31,1398.88,1420.45
2021-11-11,1418.48,1443.60,1416.18,1437.15
2021-11-12,1432.71,1444.41,1425.58,1440.16
2021-11-15,1441.41,1448.03,1429.32,1432.60
2021-11-16,1428.48,1438.61,1418.20,1421.27
2021-11-17,1420.99,1438.80,1414.12,1436.16
2021-11-18,1433.51,1433.64,1417.17,1423.97
2021-11-19,1424.76,1447.19,1424.76,1444.78
2021-11-22,1449.45,1483.48,1449.38,1479.99
2021-11-23,1477.67,1485.80,1473.55,1476.25
2021-11-24,1477.96,1489.71,1471.62,1472.22
2021-11-25,1472.64,1477.74,1465.64,1468.07
2021-11-26,1466.36,1470.53,1450.93,1459.93
2021-11-29,1448.50,1474.44,1444.30,1471.23
2021-11-30,1477.80,1479.93,1463.15,1475.71
2021-12-01,1473.52,1479.09,1452.75,1456.48
2021-12-02,1454.74,1458.08,1427.98,1429.50
2021-12-03,1432.23,1444.99,1431.59,1444.83
2021-12-06,1444.93,1445.16,1405.51,1405.77
2021-12-07,1413.00,1415.05,1380.51,1389.44
2021-12-08,1394.99,1416.69,1394.99,1415.37
2021-12-09,1417.34,1438.49,1410.15,1434.52
2021-12-10,1431.85,1442.62,1425.00,1435.70
2021-12-13,1439.19,1450.83,1434.15,1445.71
2021-12-14,1445.05,1451.68,1435.89,1439.47
2021-12-15,1439.12,1443.55,1424.77,1424.90
2021-12-16,1425.53,1436.06,1419.70,1425.93
2021-12-17,1426.79,1430.39,1395.64,1399.06
2021-12-20,1389.18,1401.34,1363.11,1363.96
2021-12-21,1366.27,1378.49,1363.97,1374.65
2021-12-22,1378.31,1386.24,1373.53,1375.03
2021-12-23,1375.83,1380.15,1366.99,1375.97
2021-12-24,1375.18,1378.30,1353.65,1358.73
2021-12-27,1356.41,1369.21,1349.11,1355.64
2021-12-28,1355.65,1370.31,1355.65,1369.62
2021-12-29,1370.49,1370.49,1352.00,1356.21
2021-12-30,1355.97,1381.44,1355.41,1375.56
2021-12-31,1384.28,1399.75,1383.84,1398.19
2022-01-04,1403.39,1405.51,1361.43,1364.99
2022-01-05,1364.01,1365.77,1328.29,1333.33
2022-01-06,1327.70,1331.43,1309.90,1320.94
2022-01-07,1322.89,1331.91,1305.14,1305.49
2022-01-10,1306.60,1323.15,1291.41,1318.27
2022-01-11,1317.92,1317.93,1291.51,1294.40
2022-01-12,1298.62,1317.52,1298.62,1316.35
2022-01-13,1319.19,1319.19,1294.65,1294.65
2022-01-14,1289.38,1316.33,1288.85,1312.29
2022-01-17,1317.39,1341.17,1313.62,1338.32
2022-01-18,1340.41,1362.48,1328.40,1342.36
2022-01-19,1340.71,1343.30,1318.31,1324.09
2022-01-20,1326.64,1329.81,1304.69,1306.02
2022-01-21,1304.16,1308.44,1288.78,1290.41
2022-01-24,1286.14,1311.51,1285.04,1307.74
2022-01-25,1303.93,1311.73,1276.20,1277.00
2022-01-26,1281.51,1289.41,1261.95,1276.36
2022-01-27,1274.63,1280.25,1239.49,1240.55
2022-01-28,1253.94,1255.19,1229.22,1229.22
2022-02-07,1247.58,1263.97,1230.70,1233.62
2022-02-08,1233.66,1233.66,1191.49,1204.05
2022-02-09,1204.24,1212.45,1195.09,1210.29
2022-02-10,1214.98,1215.28,1182.40,1188.20
2022-02-11,1182.87,1188.52,1168.90,1169.59
2022-02-14,1161.84,1179.89,1148.70,1169.44
2022-02-15,1172.77,1204.34,1171.68,1203.12
2022-02-16,1210.42,1211.55,1195.97,1197.56
2022-02-17,1196.60,1217.47,1191.45,1207.82
2022-02-18,1200.34,1206.01,1195.24,1204.37
2022-02-21,1207.15,1212.49,1191.84,1193.60
2022-02-22,1184.84,1186.78,1168.57,1183.98
2022-02-23,1182.42,1233.44,1181.40,1231.08
2022-02-24,1226.95,1240.35,1199.07,1214.99
2022-02-25,1231.54,1253.46,1230.61,1240.88
2022-02-28,1243.98,1249.59,1230.65,1249.59
2022-03-01,1254.57,1259.68,1232.09,1239.02
2022-03-02,1233.10,1233.92,1216.47,1230.28
2022-03-03,1235.96,1237.20,1208.82,1209.82
2022-03-04,1201.12,1228.19,1197.83,1203.09
2022-03-07,1198.01,1198.01,1164.98,1169.98
2022-03-08,1167.59,1179.20,1135.52,1137.07
2022-03-09,1148.18,1156.40,1097.07,1129.65
2022-03-10,1161.99,1168.14,1149.42,1153.36
2022-03-11,1137.61,1162.60,1125.34,1161.21
2022-03-14,1151.97,1154.70,1126.26,1126.28
2022-03-15,1115.19,1142.81,1093.43,1093.43
2022-03-16,1115.84,1128.12,1070.77,1125.48
2022-03-17,1144.98,1163.51,1138.01,1142.71
2022-03-18,1136.98,1144.32,1124.85,1144.32
2022-03-21,1143.55,1160.71,1137.81,1152.33
2022-03-22,1145.08,1149.47,1131.88,1134.32
2022-03-23,1138.73,1150.20,1130.22,1144.09
2022-03-24,1135.85,1141.76,1121.64,1134.57
2022-03-25,1137.80,1140.92,1106.36,1106.86
2022-03-28,1097.87,1101.33,1085.27,1090.73
2022-03-29,1097.36,1099.24,1078.34,1079.93
2022-03-30,1084.76,1112.63,1084.76,1112.52
2022-03-31,1109.55,1109.55,1086.99,1091.06
2022-04-01,1085.31,1095.46,1074.79,1089.19
2022-04-06,1087.76,1087.76,1054.70,1058.49
2022-04-07,1050.43,1059.36,1036.07,1036.07
2022-04-08,1032.84,1039.10,1017.18,1027.24
2022-04-11,1022.91,1022.91,985.59,988.76
2022-04-12,987.45,994.83,970.05,994.44
2022-04-13,989.66,989.66,964.83,964.83
2022-04-14,972.24,982.70,961.54,975.57
2022-04-15,968.91,980.15,955.77,973.36
2022-04-18,969.06,1005.89,964.49,1004.61
2022-04-19,1002.98,1010.58,987.77,989.93
2022-04-20,988.75,992.47,973.05,973.51
2022-04-21,968.48,989.25,954.84,957.72
2022-04-22,953.64,959.73,940.26,942.07
2022-04-25,924.96,924.96,884.30,884.30
2022-04-26,884.18,901.76,865.65,868.07
2022-04-27,857.38,910.07,853.21,906.43
2022-04-28,899.66,908.45,885.25,903.06
2022-04-29,910.14,949.06,902.58,947.15
2022-05-05,944.55,967.25,944.06,956.13
2022-05-06,933.01,960.04,929.82,942.23
2022-05-09,938.39,953.60,937.43,946.72
2022-05-10,935.06,983.68,931.58,972.14
2022-05-11,974.54,1026.49,972.86,1002.46
2022-05-12,999.54,1021.96,996.47,1013.06
2022-05-13,1020.39,1021.37,1002.27,1010.80
2022-05-16,1016.94,1025.60,995.25,996.51
2022-05-17,995.97,1013.95,993.38,1010.37
2022-05-18,1011.53,1023.93,1007.57,1014.00
2022-05-19,1002.66,1036.67,999.40,1036.34
2022-05-20,1045.69,1049.04,1028.95,1045.38
2022-05-23,1044.18,1050.06,1033.79,1046.15
2022-05-24,1045.01,1045.03,996.65,996.65
2022-05-25,996.75,1008.58,991.97,1006.52
2022-05-26,1006.10,1014.85,986.42,1004.26
2022-05-27,1008.06,1015.46,988.21,993.70
2022-05-30,995.96,1007.12,984.28,1001.54
2022-05-31,1004.08,1035.32,991.75,1035.32
2022-06-01,1029.09,1038.70,1024.76,1031.58
2022-06-02,1028.69,1081.92,1023.99,1079.85
2022-06-06,1084.66,1130.76,1081.45,1121.54
2022-06-07,1124.16,1124.52,1104.43,1111.40
