日期,品种,标的,多空,数量,可用数量,收盘价/结算价,市值/价值,盈亏/逐笔浮盈,开仓均价,持仓均价（期货）,保证金,当日盈亏,今手数,盈亏占比,仓位占比
2023-10-13,股票,再升科技(603601.XSHG),多,758500股,758500股,4.39,3329815,-26547.5,4.425,-,0,-60680,0股,-0.79%,17802559.61,18.7%
2023-10-13,股票,集友股份(603429.XSHG),多,456400股,456400股,8.34,3806376,-91280,8.54,-,0,-50204,0股,-2.34%,17802559.61,21.38%
2023-10-13,股票,天际股份(002759.XSHE),多,304700股,304700股,11.66,3552802,-140162,12.12,-,0,-112739,0股,-3.8%,17802559.61,19.96%
2023-10-13,股票,震安科技(300767.XSHE),多,181600股,181600股,19.67,3572072,-78088,20.1,-,0,-76272,0股,-2.14%,17802559.61,20.06%
2023-10-13,股票,苏博特(603916.XSHG),多,303800股,303800股,11.68,3548384,-97216,12,-,0,-48608,0股,-2.67%,17802559.61,19.93%
2023-10-13,,Cash,,,,,-6889.39,,,,,,,,0
2023-10-16,股票,再升科技(603601.XSHG),多,758500股,758500股,4.37,3314645,-41717.5,4.425,-,0,-15170,0股,-1.24%,17543276.61,18.89%
2023-10-16,股票,集友股份(603429.XSHG),多,456400股,456400股,8.32,3797248,-100408,8.54,-,0,-9128,0股,-2.58%,17543276.61,21.65%
2023-10-16,股票,天际股份(002759.XSHE),多,304700股,304700股,11.35,3458345,-234619,12.12,-,0,-94457,0股,-6.35%,17543276.61,19.71%
2023-10-16,股票,震安科技(300767.XSHE),多,181600股,181600股,19.03,3455848,-194312,20.1,-,0,-116224,0股,-5.32%,17543276.61,19.7%
2023-10-16,股票,苏博特(603916.XSHG),多,303800股,303800股,11.6,3524080,-121520,12,-,0,-24304,0股,-3.33%,17543276.61,20.09%
2023-10-16,,Cash,,,,,-6889.39,,,,,,,,0
2023-10-17,股票,再升科技(603601.XSHG),多,758500股,758500股,4.39,3329815,-26547.5,4.425,-,0,15170,0股,-0.79%,17640184.61,18.88%
2023-10-17,股票,集友股份(603429.XSHG),多,456400股,456400股,8.35,3810940,-86716,8.54,-,0,13692,0股,-2.22%,17640184.61,21.6%
2023-10-17,股票,天际股份(002759.XSHE),多,304700股,304700股,11.45,3488815,-204149,12.12,-,0,30470,0股,-5.53%,17640184.61,19.78%
2023-10-17,股票,震安科技(300767.XSHE),多,181600股,181600股,19.17,3481272,-168888,20.1,-,0,25424,0股,-4.63%,17640184.61,19.73%
2023-10-17,股票,苏博特(603916.XSHG),多,303800股,303800股,11.64,3536232,-109368,12,-,0,12152,0股,-3%,17640184.61,20.05%
2023-10-17,,Cash,,,,,-6889.39,,,,,,,,0
2023-10-18,股票,再升科技(603601.XSHG),多,758500股,758500股,4.28,3246380,-109982.5,4.425,-,0,-83435,0股,-3.28%,17212842.61,18.86%
2023-10-18,股票,集友股份(603429.XSHG),多,456400股,456400股,8.11,3701404,-196252,8.54,-,0,-109536,0股,-5.04%,17212842.61,21.5%
2023-10-18,股票,天际股份(002759.XSHE),多,304700股,304700股,11.2,3412640,-280324,12.12,-,0,-76175,0股,-7.59%,17212842.61,19.83%
2023-10-18,股票,震安科技(300767.XSHE),多,181600股,181600股,18.6,3377760,-272400,20.1,-,0,-103512,0股,-7.46%,17212842.61,19.62%
2023-10-18,股票,苏博特(603916.XSHG),多,303800股,303800股,11.46,3481548,-164052,12,-,0,-54684,0股,-4.5%,17212842.61,20.23%
2023-10-18,,Cash,,,,,-6889.39,,,,,,,,0
2023-10-19,股票,再升科技(603601.XSHG),多,758500股,758500股,4.28,3246380,-109982.5,4.425,-,0,0,0股,-3.28%,17205448.61,18.87%
2023-10-19,股票,集友股份(603429.XSHG),多,456400股,456400股,8.07,3683148,-214508,8.54,-,0,-18256,0股,-5.5%,17205448.61,21.41%
2023-10-19,股票,天际股份(002759.XSHE),多,304700股,304700股,11.2,3412640,-280324,12.12,-,0,0,0股,-7.59%,17205448.61,19.83%
2023-10-19,股票,震安科技(300767.XSHE),多,181600股,181600股,18.71,3397736,-252424,20.1,-,0,19976,0股,-6.92%,17205448.61,19.75%
2023-10-19,股票,苏博特(603916.XSHG),多,303800股,303800股,11.43,3472434,-173166,12,-,0,-9114,0股,-4.75%,17205448.61,20.18%
2023-10-19,,Cash,,,,,-6889.39,,,,,,,,0
2023-10-20,股票,再升科技(603601.XSHG),多,758500股,758500股,4.29,3253965,-102397.5,4.425,-,0,7585,0股,-3.05%,17204312.61,18.91%
2023-10-20,股票,集友股份(603429.XSHG),多,456400股,456400股,8.02,3660328,-237328,8.54,-,0,-22820,0股,-6.09%,17204312.61,21.28%
2023-10-20,股票,天际股份(002759.XSHE),多,304700股,304700股,11.27,3433969,-258995,12.12,-,0,21329,0股,-7.01%,17204312.61,19.96%
2023-10-20,股票,震安科技(300767.XSHE),多,181600股,181600股,18.62,3381392,-268768,20.1,-,0,-16344,0股,-7.36%,17204312.61,19.65%
2023-10-20,股票,苏博特(603916.XSHG),多,303800股,303800股,11.46,3481548,-164052,12,-,0,9114,0股,-4.5%,17204312.61,20.24%
2023-10-20,,Cash,,,,,-6889.39,,,,,,,,0
2023-10-23,股票,再升科技(603601.XSHG),多,758500股,758500股,4.17,3162945,-193417.5,4.425,-,0,-91020,0股,-5.76%,16718450.61,18.92%
2023-10-23,股票,集友股份(603429.XSHG),多,456400股,456400股,7.79,3555356,-342300,8.54,-,0,-104972,0股,-8.78%,16718450.61,21.27%
2023-10-23,股票,天际股份(002759.XSHE),多,304700股,304700股,10.82,3296854,-396110,12.12,-,0,-137115,0股,-10.73%,16718450.61,19.72%
2023-10-23,股票,苏博特(603916.XSHG),多,303800股,303800股,11.09,3369142,-276458,12,-,0,-112406,0股,-7.58%,16718450.61,20.15%
2023-10-23,股票,正威新材(002201.XSHE),多,477800股,0股,7,3344600,-9556,7.02,-,0,-9556,477800股,-0.28%,16718450.61,20.01%
2023-10-23,,Cash,,,,,-10446.39,,,,,,,,0
2023-10-24,股票,再升科技(603601.XSHG),多,758500股,758500股,4.3,3261550,-94812.5,4.425,-,0,98605,0股,-2.82%,17113510.61,19.06%
2023-10-24,股票,集友股份(603429.XSHG),多,456400股,456400股,8.05,3674020,-223636,8.54,-,0,118664,0股,-5.74%,17113510.61,21.47%
2023-10-24,股票,天际股份(002759.XSHE),多,304700股,304700股,11.11,3385217,-307747,12.12,-,0,88363,0股,-8.33%,17113510.61,19.78%
2023-10-24,股票,苏博特(603916.XSHG),多,303800股,303800股,11.29,3429902,-215698,12,-,0,60760,0股,-5.92%,17113510.61,20.04%
2023-10-24,股票,正威新材(002201.XSHE),多,477800股,477800股,7.06,3373268,19112,7.02,-,0,28668,0股,0.57%,17113510.61,19.71%
2023-10-24,,Cash,,,,,-10446.39,,,,,,,,0
2023-10-25,股票,再升科技(603601.XSHG),多,758500股,758500股,4.35,3299475,-56887.5,4.425,-,0,37925,0股,-1.69%,17620791.61,18.72%
2023-10-25,股票,集友股份(603429.XSHG),多,456400股,456400股,8.32,3797248,-100408,8.54,-,0,123228,0股,-2.58%,17620791.61,21.55%
2023-10-25,股票,天际股份(002759.XSHE),多,304700股,304700股,11.25,3427875,-265089,12.12,-,0,42658,0股,-7.18%,17620791.61,19.45%
2023-10-25,股票,苏博特(603916.XSHG),多,303800股,303800股,11.88,3609144,-36456,12,-,0,179242,0股,-1%,17620791.61,20.48%
2023-10-25,股票,正威新材(002201.XSHE),多,477800股,477800股,7.32,3497496,143340,7.02,-,0,124228,0股,4.27%,17620791.61,19.85%
2023-10-25,,Cash,,,,,-10446.39,,,,,,,,0
2023-10-26,股票,再升科技(603601.XSHG),多,758500股,758500股,4.35,3299475,-56887.5,4.425,-,0,0,0股,-1.69%,17115782.61,19.28%
2023-10-26,股票,集友股份(603429.XSHG),多,456400股,456400股,7.83,3573612,-324044,8.54,-,0,-223636,0股,-8.31%,17115782.61,20.88%
2023-10-26,股票,天际股份(002759.XSHE),多,304700股,304700股,11.16,3400452,-292512,12.12,-,0,-27423,0股,-7.92%,17115782.61,19.87%
2023-10-26,股票,苏博特(603916.XSHG),多,303800股,303800股,11.28,3426864,-218736,12,-,0,-182280,0股,-6%,17115782.61,20.02%
2023-10-26,股票,正威新材(002201.XSHE),多,477800股,477800股,7.17,3425826,71670,7.02,-,0,-71670,0股,2.14%,17115782.61,20.02%
2023-10-26,,Cash,,,,,-10446.39,,,,,,,,0
2023-10-27,股票,再升科技(603601.XSHG),多,758500股,758500股,4.45,3375325,18962.5,4.425,-,0,75850,0股,0.56%,18005690.61,18.75%
2023-10-27,股票,集友股份(603429.XSHG),多,456400股,456400股,8.3,3788120,-109536,8.54,-,0,214508,0股,-2.81%,18005690.61,21.04%
2023-10-27,股票,天际股份(002759.XSHE),多,304700股,304700股,11.54,3516238,-176726,12.12,-,0,115786,0股,-4.79%,18005690.61,19.53%
2023-10-27,股票,苏博特(603916.XSHG),多,303800股,303800股,11.74,3566612,-78988,12,-,0,139748,0股,-2.17%,18005690.61,19.81%
2023-10-27,股票,正威新材(002201.XSHE),多,477800股,477800股,7.89,3769842,415686,7.02,-,0,344016,0股,12.39%,18005690.61,20.94%
2023-10-27,,Cash,,,,,-10446.39,,,,,,,,0
2023-10-30,股票,再升科技(603601.XSHG),多,758500股,758500股,4.47,3390495,34132.5,4.425,-,0,15170,0股,1.02%,18290316.35,18.54%
2023-10-30,股票,集友股份(603429.XSHG),多,456400股,456400股,8.37,3820068,-77588,8.54,-,0,31948,0股,-1.99%,18290316.35,20.89%
2023-10-30,股票,天际股份(002759.XSHE),多,304700股,304700股,11.7,3564990,-127974,12.12,-,0,48752,0股,-3.47%,18290316.35,19.49%
2023-10-30,股票,苏博特(603916.XSHG),多,303800股,303800股,11.91,3618258,-27342,12,-,0,51646,0股,-0.75%,18290316.35,19.78%
2023-10-30,股票,雷赛智能(002979.XSHE),多,238600股,0股,16.36,3903496,81124,16.02,-,0,81124,238600股,2.12%,18290316.35,21.34%
2023-10-30,,Cash,,,,,-6990.65,,,,,,,,0
2023-10-31,股票,再升科技(603601.XSHG),多,758500股,758500股,4.42,3352570,-3792.5,4.425,-,0,-37925,0股,-0.11%,18188820.35,18.43%
2023-10-31,股票,集友股份(603429.XSHG),多,456400股,456400股,8.54,3897656,0,8.54,-,0,77588,0股,0%,18188820.35,21.43%
2023-10-31,股票,天际股份(002759.XSHE),多,304700股,304700股,11.55,3519285,-173679,12.12,-,0,-45705,0股,-4.7%,18188820.35,19.35%
2023-10-31,股票,苏博特(603916.XSHG),多,303800股,303800股,11.8,3584840,-60760,12,-,0,-33418,0股,-1.67%,18188820.35,19.71%
2023-10-31,股票,雷赛智能(002979.XSHE),多,238600股,238600股,16.1,3841460,19088,16.02,-,0,-62036,0股,0.5%,18188820.35,21.12%
2023-10-31,,Cash,,,,,-6990.65,,,,,,,,0
2023-11-01,股票,再升科技(603601.XSHG),多,758500股,758500股,4.44,3367740,11377.5,4.425,-,0,15170,0股,0.34%,18364276.35,18.34%
2023-11-01,股票,集友股份(603429.XSHG),多,456400股,456400股,8.64,3943296,45640,8.54,-,0,45640,0股,1.17%,18364276.35,21.47%
2023-11-01,股票,天际股份(002759.XSHE),多,304700股,304700股,11.65,3549755,-143209,12.12,-,0,30470,0股,-3.88%,18364276.35,19.33%
2023-11-01,股票,苏博特(603916.XSHG),多,303800股,303800股,11.92,3621296,-24304,12,-,0,36456,0股,-0.67%,18364276.35,19.72%
2023-11-01,股票,雷赛智能(002979.XSHE),多,238600股,238600股,16.3,3889180,66808,16.02,-,0,47720,0股,1.75%,18364276.35,21.18%
2023-11-01,,Cash,,,,,-6990.65,,,,,,,,0
2023-11-02,股票,再升科技(603601.XSHG),多,758500股,758500股,4.38,3322230,-34132.5,4.425,-,0,-45510,0股,-1.02%,18031148.35,18.42%
2023-11-02,股票,集友股份(603429.XSHG),多,456400股,456400股,8.54,3897656,0,8.54,-,0,-45640,0股,0%,18031148.35,21.62%
2023-11-02,股票,天际股份(002759.XSHE),多,304700股,304700股,11.55,3519285,-173679,12.12,-,0,-30470,0股,-4.7%,18031148.35,19.52%
2023-11-02,股票,苏博特(603916.XSHG),多,303800股,303800股,11.75,3569650,-75950,12,-,0,-51646,0股,-2.08%,18031148.35,19.8%
2023-11-02,股票,雷赛智能(002979.XSHE),多,238600股,238600股,15.63,3729318,-93054,16.02,-,0,-159862,0股,-2.43%,18031148.35,20.68%
2023-11-02,,Cash,,,,,-6990.65,,,,,,,,0
2023-11-03,股票,再升科技(603601.XSHG),多,758500股,758500股,4.46,3382910,26547.5,4.425,-,0,60680,0股,0.79%,18458683.35,18.33%
2023-11-03,股票,集友股份(603429.XSHG),多,456400股,456400股,8.69,3966116,68460,8.54,-,0,68460,0股,1.76%,18458683.35,21.49%
2023-11-03,股票,天际股份(002759.XSHE),多,304700股,304700股,11.68,3558896,-134068,12.12,-,0,39611,0股,-3.63%,18458683.35,19.28%
2023-11-03,股票,苏博特(603916.XSHG),多,303800股,303800股,11.84,3596992,-48608,12,-,0,27342,0股,-1.33%,18458683.35,19.49%
2023-11-03,股票,雷赛智能(002979.XSHE),多,238600股,238600股,16.6,3960760,138388,16.02,-,0,231442,0股,3.62%,18458683.35,21.46%
2023-11-03,,Cash,,,,,-6990.65,,,,,,,,0
2023-11-06,股票,再升科技(603601.XSHG),多,758500股,758500股,4.56,3458760,102397.5,4.425,-,0,75850,0股,3.05%,18909395.07,18.29%
2023-11-06,股票,集友股份(603429.XSHG),多,456400股,456400股,8.79,4011756,114100,8.54,-,0,45640,0股,2.93%,18909395.07,21.22%
2023-11-06,股票,天际股份(002759.XSHE),多,304700股,304700股,11.87,3616789,-76175,12.12,-,0,57893,0股,-2.06%,18909395.07,19.13%
2023-11-06,股票,苏博特(603916.XSHG),多,303800股,303800股,12.04,3657752,12152,12,-,0,60760,0股,0.33%,18909395.07,19.34%
2023-11-06,股票,德新科技(603032.XSHG),多,190100股,0股,21.94,4170794,140674,21.2,-,0,140674,190100股,3.49%,18909395.07,22.06%
2023-11-06,,Cash,,,,,-6455.93,,,,,,,,0
2023-11-07,股票,再升科技(603601.XSHG),多,758500股,758500股,4.55,3451175,94812.5,4.425,-,0,-7585,0股,2.82%,18814754.07,18.34%
2023-11-07,股票,集友股份(603429.XSHG),多,456400股,456400股,8.66,3952424,54768,8.54,-,0,-59332,0股,1.41%,18814754.07,21.01%
2023-11-07,股票,天际股份(002759.XSHE),多,304700股,304700股,11.9,3625930,-67034,12.12,-,0,9141,0股,-1.82%,18814754.07,19.27%
2023-11-07,股票,苏博特(603916.XSHG),多,303800股,303800股,12,3645600,0,12,-,0,-12152,0股,0%,18814754.07,19.38%
2023-11-07,股票,德新科技(603032.XSHG),多,190100股,190100股,21.81,4146081,115961,21.2,-,0,-24713,0股,2.88%,18814754.07,22.04%
2023-11-07,,Cash,,,,,-6455.93,,,,,,,,0
2023-11-08,股票,再升科技(603601.XSHG),多,758500股,758500股,4.56,3458760,102397.5,4.425,-,0,7585,0股,3.05%,18839062.07,18.36%
2023-11-08,股票,集友股份(603429.XSHG),多,456400股,456400股,8.68,3961552,63896,8.54,-,0,9128,0股,1.64%,18839062.07,21.03%
2023-11-08,股票,天际股份(002759.XSHE),多,304700股,304700股,11.89,3622883,-70081,12.12,-,0,-3047,0股,-1.9%,18839062.07,19.23%
2023-11-08,股票,苏博特(603916.XSHG),多,303800股,303800股,12.01,3648638,3038,12,-,0,3038,0股,0.08%,18839062.07,19.37%
2023-11-08,股票,德新科技(603032.XSHG),多,190100股,190100股,21.85,4153685,123565,21.2,-,0,7604,0股,3.07%,18839062.07,22.05%
2023-11-08,,Cash,,,,,-6455.93,,,,,,,,0
2023-11-09,股票,再升科技(603601.XSHG),多,758500股,758500股,4.54,3443590,87227.5,4.425,-,0,-15170,0股,2.6%,18827302.07,18.29%
2023-11-09,股票,集友股份(603429.XSHG),多,456400股,456400股,8.64,3943296,45640,8.54,-,0,-18256,0股,1.17%,18827302.07,20.94%
2023-11-09,股票,天际股份(002759.XSHE),多,304700股,304700股,11.88,3619836,-73128,12.12,-,0,-3047,0股,-1.98%,18827302.07,19.23%
2023-11-09,股票,苏博特(603916.XSHG),多,303800股,303800股,12.01,3648638,3038,12,-,0,0,0股,0.08%,18827302.07,19.38%
2023-11-09,股票,德新科技(603032.XSHG),多,190100股,190100股,21.98,4178398,148278,21.2,-,0,24713,0股,3.68%,18827302.07,22.19%
2023-11-09,,Cash,,,,,-6455.93,,,,,,,,0
2023-11-10,股票,再升科技(603601.XSHG),多,758500股,758500股,4.56,3458760,102397.5,4.425,-,0,15170,0股,3.05%,18989237.07,18.21%
2023-11-10,股票,集友股份(603429.XSHG),多,456400股,456400股,8.7,3970680,73024,8.54,-,0,27384,0股,1.87%,18989237.07,20.91%
2023-11-10,股票,天际股份(002759.XSHE),多,304700股,304700股,11.83,3604601,-88363,12.12,-,0,-15235,0股,-2.39%,18989237.07,18.98%
2023-11-10,股票,苏博特(603916.XSHG),多,303800股,303800股,11.94,3627372,-18228,12,-,0,-21266,0股,-0.5%,18989237.07,19.1%
2023-11-10,股票,德新科技(603032.XSHG),多,190100股,190100股,22.8,4334280,304160,21.2,-,0,155882,0股,7.55%,18989237.07,22.82%
2023-11-10,,Cash,,,,,-6455.93,,,,,,,,0
2023-11-13,股票,再升科技(603601.XSHG),多,758500股,758500股,4.59,3481515,125152.5,4.425,-,0,22755,0股,3.73%,19221726.3,18.11%
2023-11-13,股票,集友股份(603429.XSHG),多,456400股,456400股,8.78,4007192,109536,8.54,-,0,36512,0股,2.81%,19221726.3,20.85%
2023-11-13,股票,天际股份(002759.XSHE),多,304700股,304700股,11.87,3616789,-76175,12.12,-,0,12188,0股,-2.06%,19221726.3,18.82%
2023-11-13,股票,苏博特(603916.XSHG),多,303800股,303800股,12.02,3651676,6076,12,-,0,24304,0股,0.17%,19221726.3,19%
2023-11-13,股票,广联航空(300900.XSHE),多,175200股,0股,25.52,4471104,98112,24.96,-,0,98112,175200股,2.24%,19221726.3,23.26%
2023-11-13,,Cash,,,,,-6549.7,,,,,,,,0
2023-11-14,股票,再升科技(603601.XSHG),多,758500股,758500股,4.63,3511855,155492.5,4.425,-,0,30340,0股,4.63%,19190713.3,18.3%
2023-11-14,股票,集友股份(603429.XSHG),多,456400股,456400股,8.65,3947860,50204,8.54,-,0,-59332,0股,1.29%,19190713.3,20.57%
2023-11-14,股票,天际股份(002759.XSHE),多,304700股,304700股,11.84,3607648,-85316,12.12,-,0,-9141,0股,-2.31%,19190713.3,18.8%
2023-11-14,股票,苏博特(603916.XSHG),多,303800股,303800股,11.98,3639524,-6076,12,-,0,-12152,0股,-0.17%,19190713.3,18.97%
2023-11-14,股票,广联航空(300900.XSHE),多,175200股,175200股,25.63,4490376,117384,24.96,-,0,19272,0股,2.68%,19190713.3,23.4%
2023-11-14,,Cash,,,,,-6549.7,,,,,,,,0
2023-11-15,股票,再升科技(603601.XSHG),多,758500股,758500股,4.66,3534610,178247.5,4.425,-,0,22755,0股,5.31%,19313440.3,18.3%
2023-11-15,股票,集友股份(603429.XSHG),多,456400股,456400股,8.72,3979808,82152,8.54,-,0,31948,0股,2.11%,19313440.3,20.61%
2023-11-15,股票,天际股份(002759.XSHE),多,304700股,304700股,11.98,3650306,-42658,12.12,-,0,42658,0股,-1.16%,19313440.3,18.9%
2023-11-15,股票,苏博特(603916.XSHG),多,303800股,303800股,12.15,3691170,45570,12,-,0,51646,0股,1.25%,19313440.3,19.11%
2023-11-15,股票,广联航空(300900.XSHE),多,175200股,175200股,25.48,4464096,91104,24.96,-,0,-26280,0股,2.08%,19313440.3,23.11%
2023-11-15,,Cash,,,,,-6549.7,,,,,,,,0
2023-11-16,股票,再升科技(603601.XSHG),多,758500股,758500股,4.59,3481515,125152.5,4.425,-,0,-53095,0股,3.73%,19092251.3,18.24%
2023-11-16,股票,集友股份(603429.XSHG),多,456400股,456400股,8.65,3947860,50204,8.54,-,0,-31948,0股,1.29%,19092251.3,20.68%
2023-11-16,股票,天际股份(002759.XSHE),多,304700股,304700股,11.82,3601554,-91410,12.12,-,0,-48752,0股,-2.48%,19092251.3,18.86%
2023-11-16,股票,苏博特(603916.XSHG),多,303800股,303800股,11.92,3621296,-24304,12,-,0,-69874,0股,-0.67%,19092251.3,18.97%
2023-11-16,股票,广联航空(300900.XSHE),多,175200股,175200股,25.38,4446576,73584,24.96,-,0,-17520,0股,1.68%,19092251.3,23.29%
2023-11-16,,Cash,,,,,-6549.7,,,,,,,,0
2023-11-17,股票,再升科技(603601.XSHG),多,758500股,758500股,4.62,3504270,147907.5,4.425,-,0,22755,0股,4.41%,19224481.3,18.23%
2023-11-17,股票,集友股份(603429.XSHG),多,456400股,456400股,8.7,3970680,73024,8.54,-,0,22820,0股,1.87%,19224481.3,20.65%
2023-11-17,股票,天际股份(002759.XSHE),多,304700股,304700股,11.91,3628977,-63987,12.12,-,0,27423,0股,-1.73%,19224481.3,18.88%
2023-11-17,股票,苏博特(603916.XSHG),多,303800股,303800股,12.04,3657752,12152,12,-,0,36456,0股,0.33%,19224481.3,19.03%
2023-11-17,股票,广联航空(300900.XSHE),多,175200股,175200股,25.51,4469352,96360,24.96,-,0,22776,0股,2.2%,19224481.3,23.25%
2023-11-17,,Cash,,,,,-6549.7,,,,,,,,0
2023-11-20,股票,再升科技(603601.XSHG),多,758500股,758500股,4.65,3527025,170662.5,4.425,-,0,22755,0股,5.08%,19311647.5,18.26%
2023-11-20,股票,集友股份(603429.XSHG),多,456400股,456400股,8.72,3979808,82152,8.54,-,0,9128,0股,2.11%,19311647.5,20.61%
2023-11-20,股票,天际股份(002759.XSHE),多,304700股,304700股,12.05,3671635,-21329,12.12,-,0,42658,0股,-0.58%,19311647.5,19.01%
2023-11-20,股票,苏博特(603916.XSHG),多,303800股,303800股,12.11,3679018,33418,12,-,0,21266,0股,0.92%,19311647.5,19.05%
2023-11-20,股票,德新科技(603032.XSHG),多,200600股,0股,22.23,4459338,2006,22.22,-,0,2006,200600股,0.05%,19311647.5,23.09%
2023-11-20,,Cash,,,,,-5176.5,,,,,,,,0
2023-11-21,股票,再升科技(603601.XSHG),多,758500股,758500股,4.63,3511855,155492.5,4.425,-,0,-15170,0股,4.63%,19285947.5,18.21%
2023-11-21,股票,集友股份(603429.XSHG),多,456400股,456400股,8.76,3998064,100408,8.54,-,0,18256,0股,2.58%,19285947.5,20.73%
2023-11-21,股票,天际股份(002759.XSHE),多,304700股,304700股,12.03,3665541,-27423,12.12,-,0,-6094,0股,-0.74%,19285947.5,19.01%
2023-11-21,股票,苏博特(603916.XSHG),多,303800股,303800股,12.24,3718512,72912,12,-,0,39494,0股,2%,19285947.5,19.28%
2023-11-21,股票,德新科技(603032.XSHG),多,200600股,200600股,21.92,4397152,-60180,22.22,-,0,-62186,0股,-1.35%,19285947.5,22.8%
2023-11-21,,Cash,,,,,-5176.5,,,,,,,,0
2023-11-22,股票,再升科技(603601.XSHG),多,758500股,758500股,4.59,3481515,125152.5,4.425,-,0,-30340,0股,3.73%,18795110.5,18.52%
2023-11-22,股票,集友股份(603429.XSHG),多,456400股,456400股,8.59,3920476,22820,8.54,-,0,-77588,0股,0.59%,18795110.5,20.86%
2023-11-22,股票,天际股份(002759.XSHE),多,304700股,304700股,11.74,3577178,-115786,12.12,-,0,-88363,0股,-3.14%,18795110.5,19.03%
2023-11-22,股票,苏博特(603916.XSHG),多,303800股,303800股,12.01,3648638,3038,12,-,0,-69874,0股,0.08%,18795110.5,19.41%
2023-11-22,股票,德新科技(603032.XSHG),多,200600股,200600股,20.8,4172480,-284852,22.22,-,0,-224672,0股,-6.39%,18795110.5,22.2%
2023-11-22,,Cash,,,,,-5176.5,,,,,,,,0
2023-11-23,股票,再升科技(603601.XSHG),多,758500股,758500股,4.62,3504270,147907.5,4.425,-,0,22755,0股,4.41%,18929696.5,18.51%
2023-11-23,股票,集友股份(603429.XSHG),多,456400股,456400股,8.7,3970680,73024,8.54,-,0,50204,0股,1.87%,18929696.5,20.98%
2023-11-23,股票,天际股份(002759.XSHE),多,304700股,304700股,11.75,3580225,-112739,12.12,-,0,3047,0股,-3.05%,18929696.5,18.91%
