"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2013年8月15日","3,631.32","3,674.65","3,686.26","3,629.34","43.74K","-1.35%"
"2013年8月14日","3,681.08","3,694.68","3,706.77","3,662.04","52.98K","-0.39%"
"2013年8月13日","3,695.55","3,677.12","3,695.56","3,669.49","52.65K","0.53%"
"2013年8月12日","3,676.19","3,629.51","3,676.20","3,628.95","56.49K","1.59%"
"2013年8月9日","3,618.74","3,611.78","3,637.91","3,570.78","44.36K","0.36%"
"2013年8月8日","3,605.85","3,589.16","3,627.25","3,577.58","42.45K","0.27%"
"2013年8月7日","3,596.32","3,628.00","3,644.21","3,589.34","52.62K","-0.96%"
"2013年8月6日","3,631.12","3,589.52","3,638.71","3,581.53","49.80K","1.07%"
"2013年8月5日","3,592.54","3,531.65","3,592.87","3,528.85","41.72K","1.67%"
"2013年8月2日","3,533.61","3,535.89","3,563.19","3,528.64","47.26K","0.35%"
"2013年8月1日","3,521.15","3,435.08","3,521.16","3,429.72","44.23K","2.64%"
"2013年7月31日","3,430.74","3,428.13","3,462.10","3,418.71","35.83K","0.57%"
"2013年7月30日","3,411.22","3,426.96","3,449.54","3,349.55","36.59K","-0.45%"
"2013年7月29日","3,426.59","3,477.26","3,484.64","3,423.77","39.19K","-1.93%"
"2013年7月26日","3,494.16","3,486.96","3,520.49","3,449.61","39.36K","-0.12%"
"2013年7月25日","3,498.24","3,561.51","3,572.55","3,496.31","50.87K","-1.91%"
"2013年7月24日","3,566.28","3,536.16","3,575.00","3,500.08","56.55K","0.60%"
"2013年7月23日","3,544.97","3,470.60","3,545.05","3,470.60","53.54K","2.42%"
"2013年7月22日","3,461.28","3,374.57","3,461.70","3,359.39","41.99K","1.97%"
"2013年7月19日","3,394.31","3,479.53","3,510.11","3,394.31","50.99K","-2.50%"
"2013年7月18日","3,481.20","3,476.18","3,505.19","3,445.33","45.98K","-0.11%"
"2013年7月17日","3,485.07","3,529.71","3,552.37","3,474.36","50.05K","-1.45%"
"2013年7月16日","3,536.31","3,496.73","3,536.31","3,474.36","49.32K","1.23%"
"2013年7月15日","3,493.44","3,432.26","3,493.72","3,431.50","46.59K","1.99%"
"2013年7月12日","3,425.14","3,453.44","3,490.50","3,424.28","51.81K","-0.89%"
"2013年7月11日","3,455.88","3,364.84","3,484.79","3,364.23","63.32K","2.81%"
"2013年7月10日","3,361.40","3,259.85","3,361.40","3,257.90","41.86K","3.11%"
"2013年7月9日","3,259.91","3,231.70","3,263.39","3,210.73","30.10K","0.60%"
"2013年7月8日","3,240.48","3,322.14","3,322.14","3,240.11","39.95K","-3.89%"
"2013年7月5日","3,371.53","3,392.58","3,427.98","3,371.31","43.95K","-0.56%"
"2013年7月4日","3,390.49","3,342.01","3,427.38","3,325.27","46.94K","0.78%"
"2013年7月3日","3,364.18","3,346.11","3,372.63","3,288.02","44.31K","0.15%"
"2013年7月2日","3,359.05","3,304.99","3,359.12","3,295.33","40.39K","1.65%"
"2013年7月1日","3,304.59","3,226.62","3,304.59","3,210.66","35.33K","2.12%"
"2013年6月28日","3,235.98","3,212.25","3,292.91","3,176.24","38.64K","0.09%"
"2013年6月27日","3,233.22","3,293.08","3,339.86","3,231.15","44.97K","-1.60%"
"2013年6月26日","3,285.82","3,222.68","3,285.82","3,200.16","39.90K","2.07%"
"2013年6月25日","3,219.13","3,202.66","3,243.40","2,981.69","51.55K","-0.43%"
"2013年6月24日","3,232.96","3,439.87","3,439.87","3,200.67","40.54K","-6.20%"
"2013年6月21日","3,446.48","3,401.47","3,464.59","3,347.76","32.29K","-0.53%"
"2013年6月20日","3,465.00","3,562.13","3,566.36","3,463.13","33.02K","-3.30%"
"2013年6月19日","3,583.30","3,588.77","3,588.77","3,525.45","32.90K","-0.62%"
"2013年6月18日","3,605.76","3,594.90","3,613.03","3,557.46","31.33K","0.34%"
"2013年6月17日","3,593.37","3,593.51","3,620.95","3,565.28","35.65K","0.23%"
"2013年6月14日","3,584.98","3,519.37","3,591.25","3,519.33","34.64K","1.99%"
"2013年6月13日","3,515.05","3,573.90","3,573.90","3,446.25","37.24K","-2.80%"
"2013年6月7日","3,616.21","3,690.96","3,701.22","3,593.97","40.71K","-1.97%"
"2013年6月6日","3,688.74","3,742.50","3,742.50","3,686.25","38.81K","-1.77%"
"2013年6月5日","3,755.15","3,733.95","3,759.52","3,718.12","36.62K","0.41%"
"2013年6月4日","3,739.72","3,809.56","3,811.65","3,707.56","49.25K","-1.96%"
"2013年6月3日","3,814.51","3,836.77","3,855.79","3,803.36","48.39K","-0.70%"
"2013年5月31日","3,841.22","3,867.59","3,884.68","3,840.70","55.07K","-0.62%"
"2013年5月30日","3,865.13","3,843.16","3,872.26","3,835.22","54.46K","0.23%"
"2013年5月29日","3,856.32","3,830.22","3,858.92","3,828.29","58.32K","0.75%"
"2013年5月28日","3,827.78","3,820.24","3,829.97","3,770.65","60.07K","0.19%"
"2013年5月27日","3,820.43","3,784.47","3,820.59","3,782.27","55.53K","1.01%"
"2013年5月24日","3,782.07","3,723.62","3,782.17","3,723.62","50.24K","1.55%"
"2013年5月23日","3,724.23","3,740.44","3,783.97","3,716.29","57.81K","-0.84%"
"2013年5月22日","3,755.87","3,782.97","3,795.17","3,740.22","65.31K","-0.82%"
"2013年5月21日","3,787.06","3,733.67","3,787.10","3,727.67","67.69K","1.32%"
"2013年5月20日","3,737.75","3,700.09","3,740.58","3,686.76","66.80K","1.26%"
"2013年5月17日","3,691.40","3,632.61","3,695.24","3,631.26","59.40K","1.53%"
"2013年5月16日","3,635.76","3,594.30","3,647.49","3,578.09","52.39K","1.07%"
"2013年5月15日","3,597.11","3,549.74","3,597.24","3,548.55","36.49K","1.35%"
"2013年5月14日","3,549.30","3,586.32","3,586.32","3,524.58","38.08K","-1.15%"
"2013年5月13日","3,590.76","3,577.29","3,591.09","3,565.49","39.47K","0.38%"
"2013年5月10日","3,577.33","3,550.03","3,577.33","3,536.17","44.67K","0.61%"
"2013年5月9日","3,555.77","3,551.90","3,557.02","3,517.59","49.30K","0.05%"
"2013年5月8日","3,553.85","3,524.79","3,554.15","3,517.94","42.31K","0.92%"
"2013年5月7日","3,521.48","3,511.21","3,531.55","3,495.80","41.20K","0.20%"
"2013年5月6日","3,514.46","3,456.28","3,516.87","3,456.28","44.25K","1.91%"
