日期,收盘,开盘,高,低,交易量,涨跌幅
2021年7月12日,"3,378.13","3,385.12","3,385.68","3,357.13",10.47K,0.49%
2021年7月9日,"3,361.59","3,359.20","3,373.14","3,329.74",3.16B,-0.35%
2021年7月8日,"3,373.26","3,432.89","3,434.15","3,365.53",3.39B,-1.49%
2021年7月7日,"3,424.39","3,384.57","3,433.73","3,382.24",2.69B,0.56%
2021年7月6日,"3,405.28","3,405.47","3,406.76","3,368.14",2.92B,0.01%
2021年7月5日,"3,404.79","3,402.11","3,415.56","3,376.84",3.09B,-0.10%
2021年7月2日,"3,408.24","3,495.60","3,495.60","3,403.80",3.47B,-3.59%
2021年7月1日,"3,535.25","3,510.56","3,535.33","3,479.52",2.96B,1.05%
2021年6月30日,"3,498.65","3,477.38","3,504.96","3,477.38",2.49B,0.46%
2021年6月29日,"3,482.73","3,514.32","3,517.36","3,475.44",2.88B,-1.08%
2021年6月28日,"3,520.74","3,541.10","3,543.70","3,502.78",2.97B,-0.40%
2021年6月25日,"3,535.02","3,483.16","3,545.43","3,479.74",3.60B,1.47%
2021年6月24日,"3,483.91","3,476.68","3,487.27","3,452.61",2.88B,0.36%
2021年6月23日,"3,471.34","3,469.28","3,496.44","3,460.69",2.96B,0.19%
2021年6月22日,"3,464.71","3,444.75","3,469.81","3,437.95",3.26B,0.97%
2021年6月21日,"3,431.25","3,440.74","3,455.56","3,410.40",3.05B,-0.68%
2021年6月18日,"3,454.59","3,475.55","3,488.26","3,426.03",3.61B,-0.78%
2021年6月17日,"3,481.60","3,477.47","3,503.55","3,467.58",2.94B,-0.13%
2021年6月16日,"3,486.29","3,525.75","3,532.85","3,480.41",3.16B,-1.20%
2021年6月15日,"3,528.67","3,570.40","3,579.09","3,513.13",3.75B,-1.35%
2021年6月11日,"3,576.78","3,610.14","3,611.25","3,564.65",4.07B,-0.86%
2021年6月10日,"3,607.68","3,588.14","3,634.92","3,582.16",2.87B,0.56%
2021年6月9日,"3,587.53","3,575.49","3,599.62","3,572.36",2.73B,0.20%
2021年6月8日,"3,580.28","3,597.94","3,634.82","3,558.46",2.61B,-0.58%
2021年6月7日,"3,601.11","3,610.89","3,613.28","3,579.01",2.57B,-0.32%
2021年6月4日,"3,612.70","3,574.30","3,655.92","3,573.70",2.89B,0.60%
2021年6月3日,"3,591.16","3,620.79","3,637.00","3,589.23",2.60B,-0.86%
2021年6月2日,"3,622.40","3,661.94","3,665.92","3,604.78",2.80B,-0.78%
2021年6月1日,"3,650.90","3,641.97","3,652.95","3,608.20",2.82B,0.02%
2021年5月31日,"3,650.22","3,652.89","3,652.89","3,615.42",2.63B,-0.25%
2021年5月28日,"3,659.30","3,663.88","3,689.25","3,630.57",2.87B,-0.15%
2021年5月27日,"3,664.94","3,645.48","3,709.00","3,628.96",2.99B,0.21%
2021年5月26日,"3,657.19","3,656.34","3,678.07","3,643.98",3.46B,0.44%
2021年5月25日,"3,641.29","3,505.81","3,645.07","3,505.63",4.42B,4.10%
2021年5月24日,"3,497.75","3,482.99","3,499.45","3,457.29",2.30B,0.46%
2021年5月21日,"3,481.86","3,532.87","3,544.27","3,475.26",2.06B,-1.15%
2021年5月20日,"3,522.45","3,514.43","3,530.49","3,496.52",2.38B,0.31%
2021年5月19日,"3,511.47","3,531.79","3,531.79","3,501.38",2.38B,-0.74%
2021年5月18日,"3,537.70","3,543.11","3,550.08","3,520.67",2.38B,-0.06%
2021年5月17日,"3,539.91","3,502.74","3,556.49","3,502.21",3.02B,1.05%
2021年5月14日,"3,503.04","3,426.43","3,504.65","3,406.71",3.45B,2.61%
2021年5月13日,"3,413.89","3,418.58","3,435.45","3,395.81",2.19B,-0.99%
2021年5月12日,"3,447.86","3,423.42","3,456.07","3,421.66",2.37B,0.30%
2021年5月11日,"3,437.71","3,380.63","3,443.36","3,371.47",2.49B,1.11%
2021年5月10日,"3,399.98","3,410.01","3,416.03","3,371.13",2.80B,-0.19%
2021年5月7日,"3,406.31","3,457.91","3,470.52","3,402.08",3.01B,-1.26%
2021年5月6日,"3,449.94","3,475.05","3,510.40","3,443.31",2.99B,-1.18%
2021年4月30日,"3,491.19","3,518.86","3,522.61","3,471.38",3.40B,-0.74%
2021年4月29日,"3,517.21","3,483.10","3,519.83","3,468.62",3.15B,1.27%
2021年4月28日,"3,473.04","3,457.17","3,473.04","3,440.20",2.25B,-0.09%
2021年4月27日,"3,476.30","3,469.98","3,482.60","3,450.02",2.08B,0.25%
2021年4月26日,"3,467.66","3,540.53","3,548.21","3,462.16",2.59B,-1.60%
2021年4月23日,"3,524.02","3,487.12","3,533.23","3,482.86",2.06B,1.05%
2021年4月22日,"3,487.43","3,521.98","3,524.71","3,477.06",2.27B,-0.82%
2021年4月21日,"3,516.10","3,493.79","3,524.54","3,488.49",2.08B,0.17%
2021年4月20日,"3,510.12","3,496.81","3,532.79","3,491.89",2.12B,-0.09%
2021年4月19日,"3,513.40","3,449.05","3,515.88","3,426.82",2.72B,1.89%
2021年4月16日,"3,448.10","3,445.09","3,456.72","3,411.10",1.87B,0.48%
2021年4月15日,"3,431.49","3,456.55","3,456.55","3,399.76",2.13B,-1.09%
2021年4月14日,"3,469.17","3,469.40","3,484.06","3,442.23",1.95B,0.22%
2021年4月13日,"3,461.46","3,483.01","3,505.39","3,448.57",2.11B,-0.45%
2021年4月12日,"3,477.07","3,505.71","3,520.73","3,465.65",2.49B,-1.05%
2021年4月9日,"3,514.11","3,564.66","3,565.22","3,504.49",1.97B,-1.65%
2021年4月8日,"3,573.04","3,541.05","3,582.91","3,533.32",1.95B,0.41%
2021年4月7日,"3,558.47","3,593.17","3,593.17","3,537.06",2.28B,-1.01%
2021年4月6日,"3,594.71","3,624.80","3,624.80","3,581.76",1.80B,-0.61%
2021年4月2日,"3,616.76","3,592.88","3,616.80","3,583.04",2.34B,0.95%
2021年4月1日,"3,582.65","3,547.46","3,586.36","3,545.09",2.14B,1.22%
2021年3月31日,"3,539.37","3,573.86","3,573.86","3,518.17",3.00B,-1.06%
2021年3月30日,"3,577.24","3,541.38","3,582.02","3,531.63",2.58B,1.12%
2021年3月29日,"3,537.71","3,543.25","3,563.40","3,510.41",2.82B,0.23%
2021年3月26日,"3,529.73","3,483.69","3,539.23","3,480.33",2.48B,1.90%
2021年3月25日,"3,463.87","3,454.46","3,479.13","3,439.51",2.33B,-0.06%
2021年3月24日,"3,466.04","3,507.55","3,528.73","3,457.44",2.56B,-1.43%
2021年3月23日,"3,516.36","3,541.33","3,542.82","3,482.59",2.53B,-0.62%
2021年3月22日,"3,538.43","3,516.66","3,558.94","3,511.72",2.64B,0.75%
2021年3月19日,"3,512.02","3,565.09","3,573.06","3,496.38",3.47B,-2.60%
2021年3月18日,"3,605.60","3,598.85","3,619.33","3,586.50",2.34B,0.41%
2021年3月17日,"3,590.83","3,588.23","3,616.94","3,552.49",2.62B,-0.23%
2021年3月16日,"3,599.16","3,579.01","3,608.11","3,556.62",2.84B,0.91%
2021年3月15日,"3,566.88","3,620.04","3,627.31","3,539.49",3.75B,-1.81%
2021年3月12日,"3,632.58","3,647.51","3,647.51","3,600.39",3.51B,0.20%
2021年3月11日,"3,625.31","3,554.68","3,633.77","3,554.68",3.11B,2.64%
2021年3月10日,"3,532.05","3,563.56","3,572.37","3,528.32",2.81B,0.64%
2021年3月9日,"3,509.61","3,570.26","3,595.19","3,489.97",4.23B,-1.79%
2021年3月8日,"3,573.43","3,713.46","3,732.78","3,571.42",4.18B,-3.12%
2021年3月5日,"3,688.68","3,655.91","3,721.28","3,627.29",3.61B,-0.54%
2021年3月4日,"3,708.66","3,769.97","3,781.28","3,686.09",3.64B,-2.85%
2021年3月3日,"3,817.41","3,710.26","3,818.07","3,708.23",3.66B,2.65%
2021年3月2日,"3,718.77","3,812.35","3,812.35","3,689.01",3.52B,-1.82%
2021年3月1日,"3,787.87","3,793.37","3,795.05","3,747.58",3.37B,0.83%
2021年2月26日,"3,756.86","3,768.90","3,819.04","3,753.44",4.16B,-2.45%
2021年2月25日,"3,851.03","3,844.62","3,878.21","3,818.71",4.67B,1.20%
2021年2月24日,"3,805.47","3,902.36","3,910.01","3,766.60",3.93B,-2.37%
2021年2月23日,"3,897.72","3,854.16","3,942.09","3,854.16",4.35B,0.41%
2021年2月22日,"3,881.87","4,020.01","4,020.01","3,879.48",5.87B,-3.30%
2021年2月19日,"4,014.46","3,994.83","4,023.88","3,956.98",4.29B,0.00%
2021年2月18日,"4,014.32","4,097.87","4,110.18","3,996.63",5.12B,-0.35%
2021年2月10日,"4,028.53","3,967.68","4,039.23","3,967.36",3.90B,1.92%
2021年2月9日,"3,952.83","3,900.86","3,952.94","3,871.79",3.27B,1.60%
2021年2月8日,"3,890.47","3,856.94","3,896.54","3,835.10",3.33B,1.29%
2021年2月5日,"3,840.77","3,819.80","3,876.68","3,808.17",4.16B,1.03%
2021年2月4日,"3,801.62","3,764.43","3,820.34","3,759.43",3.32B,0.69%
2021年2月3日,"3,775.72","3,768.71","3,796.43","3,747.38",3.16B,0.11%
2021年2月2日,"3,771.47","3,751.74","3,774.06","3,731.52",2.89B,0.67%
2021年2月1日,"3,746.37","3,712.78","3,747.73","3,699.20",2.95B,0.89%
2021年1月29日,"3,713.25","3,758.89","3,767.01","3,675.49",3.27B,-0.58%
2021年1月28日,"3,735.03","3,771.79","3,779.41","3,720.12",3.00B,-2.18%
2021年1月27日,"3,818.27","3,818.42","3,831.62","3,790.81",2.87B,0.13%
2021年1月26日,"3,813.29","3,878.25","3,878.25","3,809.66",2.96B,-2.18%
2021年1月25日,"3,898.15","3,843.49","3,903.19","3,828.75",3.73B,1.35%
2021年1月22日,"3,846.39","3,851.13","3,862.89","3,823.33",3.83B,-0.10%
2021年1月21日,"3,850.06","3,833.78","3,874.67","3,812.81",3.67B,0.93%
2021年1月20日,"3,814.65","3,813.91","3,838.31","3,790.54",3.44B,0.16%
2021年1月19日,"3,808.69","3,855.75","3,862.11","3,792.59",4.27B,-1.06%
2021年1月18日,"3,849.40","3,807.99","3,873.45","3,796.43",4.22B,0.82%
2021年1月15日,"3,817.93","3,825.54","3,866.01","3,789.48",5.56B,0.18%
2021年1月14日,"3,811.22","3,863.10","3,866.95","3,800.79",5.09B,-1.60%
2021年1月13日,"3,873.23","3,914.00","3,931.95","3,844.28",5.53B,-0.84%
2021年1月12日,"3,906.12","3,764.65","3,906.12","3,764.65",4.82B,3.43%
2021年1月11日,"3,776.53","3,794.83","3,849.68","3,763.15",4.75B,-0.31%
2021年1月8日,"3,788.32","3,815.57","3,833.86","3,752.08",4.16B,-0.52%
2021年1月7日,"3,808.07","3,750.88","3,808.07","3,729.99",4.29B,1.91%
2021年1月6日,"3,736.65","3,688.95","3,736.65","3,670.54",4.52B,1.45%
2021年1月5日,"3,683.36","3,627.65","3,683.36","3,620.56",4.72B,1.10%
2021年1月4日,"3,643.36","3,632.69","3,659.17","3,608.34",4.35B,0.07%
2020年12月31日,"3,640.64","3,581.45","3,646.75","3,581.36",3.66B,1.86%
2020年12月30日,"3,574.13","3,513.79","3,574.21","3,512.31",2.68B,1.61%
2020年12月29日,"3,517.35","3,533.13","3,539.67","3,513.66",2.60B,-0.18%
2020年12月28日,"3,523.84","3,514.71","3,548.53","3,503.97",2.64B,0.32%
2020年12月25日,"3,512.49","3,476.55","3,514.51","3,468.40",2.11B,0.67%
2020年12月24日,"3,489.27","3,495.85","3,521.04","3,474.02",2.01B,-0.15%
2020年12月23日,"3,494.59","3,483.19","3,516.02","3,473.10",2.72B,0.68%
2020年12月22日,"3,470.90","3,519.05","3,526.11","3,467.53",3.49B,-1.46%
2020年12月21日,"3,522.26","3,505.91","3,531.42","3,481.26",2.67B,0.41%
2020年12月18日,"3,507.97","3,529.02","3,538.57","3,493.30",2.63B,-0.89%
2020年12月17日,"3,539.54","3,497.39","3,543.73","3,491.92",2.71B,1.55%
2020年12月16日,"3,485.40","3,480.93","3,494.65","3,469.55",2.25B,0.48%
2020年12月15日,"3,468.83","3,466.49","3,476.88","3,443.86",2.62B,0.03%
2020年12月14日,"3,467.77","3,443.03","3,472.12","3,435.31",2.50B,1.16%
2020年12月11日,"3,427.86","3,473.87","3,477.47","3,404.93",3.89B,-0.90%
2020年12月10日,"3,459.03","3,464.94","3,478.91","3,442.15",2.92B,-0.27%
2020年12月9日,"3,468.53","3,511.76","3,517.92","3,468.00",3.07B,-0.87%
2020年12月8日,"3,499.06","3,512.86","3,529.35","3,490.89",2.89B,-0.31%
2020年12月7日,"3,509.94","3,547.93","3,548.78","3,495.65",3.55B,-0.89%
2020年12月4日,"3,541.52","3,535.94","3,546.71","3,504.43",3.32B,0.13%
2020年12月3日,"3,536.81","3,545.28","3,550.10","3,519.43",3.59B,-0.24%
2020年12月2日,"3,545.34","3,555.60","3,568.72","3,527.12",3.94B,-0.24%
2020年12月1日,"3,554.01","3,480.56","3,559.07","3,476.94",5.25B,2.44%
2020年11月30日,"3,469.42","3,509.66","3,570.22","3,469.42",8.43B,-0.84%
2020年11月27日,"3,498.66","3,453.31","3,498.66","3,447.61",5.39B,1.54%
2020年11月26日,"3,445.74","3,418.56","3,447.61","3,414.06",3.35B,0.74%
2020年11月25日,"3,420.29","3,461.48","3,475.25","3,420.29",4.07B,-0.65%
2020年11月24日,"3,442.72","3,461.43","3,470.91","3,437.73",3.42B,-0.78%
2020年11月23日,"3,469.80","3,427.78","3,485.89","3,426.78",4.93B,1.70%
2020年11月20日,"3,411.93","3,407.73","3,415.25","3,398.79",2.97B,0.05%
2020年11月19日,"3,410.09","3,377.23","3,415.86","3,372.84",3.26B,0.68%
2020年11月18日,"3,387.04","3,377.84","3,408.30","3,373.00",4.36B,0.23%
2020年11月17日,"3,379.27","3,376.87","3,388.96","3,362.50",3.31B,0.06%
2020年11月16日,"3,377.11","3,352.69","3,377.11","3,344.40",3.23B,1.16%
2020年11月13日,"3,338.31","3,376.91","3,377.16","3,318.45",3.45B,-1.74%
2020年11月12日,"3,397.35","3,413.21","3,420.65","3,387.33",2.71B,-0.41%
2020年11月11日,"3,411.23","3,415.88","3,432.27","3,407.84",4.04B,-0.14%
2020年11月10日,"3,416.14","3,439.36","3,440.56","3,402.38",4.18B,-0.06%
2020年11月9日,"3,418.28","3,382.80","3,428.13","3,382.80",4.39B,1.76%
2020年11月6日,"3,359.12","3,380.20","3,380.20","3,339.47",3.50B,-0.31%
2020年11月5日,"3,369.50","3,366.40","3,386.98","3,345.20",3.13B,1.12%
2020年11月4日,"3,332.19","3,311.54","3,340.53","3,301.32",2.83B,0.75%
2020年11月3日,"3,307.48","3,284.04","3,324.41","3,282.55",3.41B,1.27%
2020年11月2日,"3,265.90","3,280.62","3,298.08","3,249.96",3.47B,-0.44%
2020年10月30日,"3,280.38","3,321.94","3,332.87","3,271.27",3.57B,-1.33%
2020年10月29日,"3,324.44","3,278.98","3,351.12","3,277.57",3.02B,0.34%
2020年10月28日,"3,313.23","3,295.44","3,324.80","3,285.04",2.83B,0.58%
2020年10月27日,"3,294.09","3,298.06","3,305.61","3,281.62",2.56B,-0.32%
2020年10月26日,"3,304.70","3,320.03","3,328.68","3,288.58",3.47B,-1.25%
2020年10月23日,"3,346.61","3,364.60","3,395.41","3,346.61",3.39B,-0.68%
2020年10月22日,"3,369.53","3,370.08","3,378.65","3,328.32",2.74B,-0.23%
2020年10月21日,"3,377.42","3,372.69","3,380.05","3,351.72",3.13B,0.41%
2020年10月20日,"3,363.50","3,352.03","3,365.18","3,340.84",2.64B,0.27%
2020年10月19日,"3,354.31","3,398.75","3,430.56","3,349.16",4.13B,-0.77%
2020年10月16日,"3,380.17","3,374.17","3,400.42","3,362.18",3.49B,0.26%
2020年10月15日,"3,371.40","3,369.72","3,392.93","3,363.81",2.74B,0.06%
2020年10月14日,"3,369.50","3,380.56","3,380.56","3,359.62",2.58B,-0.51%
2020年10月13日,"3,386.89","3,381.64","3,391.99","3,363.98",2.79B,-0.03%
2020年10月12日,"3,387.88","3,302.98","3,388.59","3,302.62",3.98B,3.07%
2020年10月9日,"3,286.86","3,281.46","3,296.67","3,274.19",2.46B,1.68%
2020年9月30日,"3,232.42","3,252.59","3,269.31","3,218.55",2.27B,-0.27%
2020年9月29日,"3,241.32","3,266.01","3,266.94","3,241.32",1.90B,-0.28%
2020年9月28日,"3,250.50","3,237.30","3,268.26","3,237.30",2.10B,0.64%
2020年9月25日,"3,229.78","3,232.69","3,244.03","3,219.30",2.09B,0.34%
2020年9月24日,"3,218.72","3,259.12","3,264.83","3,214.70",2.56B,-1.74%
2020年9月23日,"3,275.74","3,271.47","3,284.40","3,256.18",2.05B,0.16%
2020年9月22日,"3,270.52","3,285.77","3,319.95","3,260.49",2.68B,-1.24%
2020年9月21日,"3,311.59","3,359.23","3,360.92","3,311.11",2.98B,-1.08%
2020年9月18日,"3,347.78","3,267.63","3,347.78","3,264.33",4.46B,2.55%
2020年9月17日,"3,264.69","3,286.15","3,287.26","3,253.52",2.34B,-0.94%
2020年9月16日,"3,295.58","3,314.21","3,322.32","3,283.88",2.22B,-0.66%
2020年9月15日,"3,317.64","3,291.20","3,321.18","3,275.06",2.13B,0.71%
2020年9月14日,"3,294.15","3,283.93","3,298.93","3,275.30",2.11B,0.88%
2020年9月11日,"3,265.50","3,238.47","3,270.59","3,230.32",2.35B,0.62%
2020年9月10日,"3,245.50","3,264.32","3,273.90","3,239.58",3.00B,0.30%
2020年9月9日,"3,235.70","3,253.50","3,267.86","3,217.15",3.01B,-1.65%
2020年9月8日,"3,289.91","3,267.31","3,296.14","3,249.25",3.24B,1.12%
2020年9月7日,"3,253.43","3,303.64","3,328.72","3,243.43",3.26B,-1.69%
2020年9月4日,"3,309.21","3,293.49","3,314.55","3,283.31",2.86B,-0.76%
2020年9月3日,"3,334.41","3,349.26","3,374.01","3,322.90",3.13B,-0.39%
2020年9月2日,"3,347.30","3,371.57","3,373.35","3,316.50",3.55B,-0.23%
2020年9月1日,"3,355.10","3,333.21","3,355.10","3,328.12",3.05B,0.34%
2020年8月31日,"3,343.89","3,386.62","3,408.58","3,343.21",4.79B,-0.73%
2020年8月28日,"3,368.44","3,296.52","3,372.74","3,286.14",3.90B,2.36%
2020年8月27日,"3,290.79","3,286.78","3,291.68","3,257.57",2.81B,0.39%
2020年8月26日,"3,277.89","3,308.93","3,327.82","3,269.09",3.29B,-1.00%
2020年8月25日,"3,310.84","3,312.03","3,335.03","3,300.20",2.84B,0.37%
2020年8月24日,"3,298.72","3,306.56","3,320.97","3,291.66",2.97B,0.43%
2020年8月21日,"3,284.73","3,287.43","3,299.94","3,261.55",2.81B,0.62%
2020年8月20日,"3,264.53","3,285.20","3,288.21","3,252.18",3.71B,-1.30%
2020年8月19日,"3,307.66","3,361.72","3,366.68","3,306.33",4.44B,-1.77%
2020年8月18日,"3,367.33","3,369.87","3,377.52","3,350.78",4.74B,-0.05%
2020年8月17日,"3,368.85","3,300.90","3,397.50","3,299.21",7.59B,2.44%
2020年8月14日,"3,288.51","3,236.95","3,292.03","3,230.21",3.67B,1.44%
2020年8月13日,"3,241.84","3,261.13","3,265.51","3,230.17",3.71B,-0.24%
2020年8月12日,"3,249.74","3,255.54","3,266.58","3,199.55",5.10B,-0.40%
2020年8月11日,"3,262.82","3,291.34","3,333.75","3,257.37",5.38B,-0.70%
2020年8月10日,"3,285.76","3,250.54","3,309.98","3,232.09",5.33B,0.67%
2020年8月7日,"3,263.75","3,277.44","3,288.79","3,219.42",4.90B,-0.86%
2020年8月6日,"3,292.20","3,295.43","3,311.36","3,243.65",4.89B,0.00%
2020年8月5日,"3,292.31","3,298.14","3,300.90","3,257.29",4.56B,-0.60%
2020年8月4日,"3,312.13","3,293.92","3,329.56","3,279.14",6.25B,0.95%
2020年8月3日,"3,281.10","3,271.18","3,284.79","3,251.82",4.83B,0.98%
2020年7月31日,"3,249.34","3,226.42","3,284.38","3,199.91",4.29B,0.55%
2020年7月30日,"3,231.52","3,252.20","3,263.19","3,231.36",3.61B,-0.37%
2020年7月29日,"3,243.39","3,184.72","3,245.70","3,171.04",4.36B,1.80%
2020年7月28日,"3,185.89","3,188.96","3,205.57","3,168.90",3.57B,0.72%
2020年7月27日,"3,163.23","3,178.05","3,194.14","3,136.03",3.76B,0.16%
2020年7月24日,"3,158.29","3,265.52","3,270.56","3,136.64",6.06B,-3.83%
2020年7月23日,"3,284.11","3,263.07","3,303.43","3,224.51",5.57B,-0.22%
2020年7月22日,"3,291.36","3,278.74","3,354.72","3,273.81",5.44B,0.14%
2020年7月21日,"3,286.81","3,302.72","3,305.20","3,272.47",4.45B,-0.03%
2020年7月20日,"3,287.92","3,219.92","3,293.63","3,189.47",6.30B,3.20%
2020年7月17日,"3,185.89","3,181.70","3,223.54","3,151.22",4.94B,0.75%
2020年7月16日,"3,162.03","3,313.56","3,326.69","3,162.03",7.47B,-4.58%
2020年7月15日,"3,313.76","3,363.92","3,374.29","3,303.15",7.04B,-1.02%
2020年7月14日,"3,348.03","3,374.07","3,391.90","3,310.89",7.68B,-1.24%
2020年7月13日,"3,390.11","3,338.71","3,421.94","3,327.70",8.00B,1.14%
2020年7月10日,"3,351.78","3,404.00","3,411.09","3,338.59",7.90B,-2.62%
2020年7月9日,"3,442.02","3,426.60","3,451.93","3,403.73",8.49B,0.35%
2020年7月8日,"3,429.94","3,378.11","3,466.63","3,371.59",9.15B,1.42%
2020年7月7日,"3,381.76","3,438.86","3,465.47","3,381.76",10.86B,0.23%
2020年7月6日,"3,374.14","3,198.74","3,384.87","3,198.74",12.22B,6.80%
2020年7月3日,"3,159.16","3,101.39","3,159.17","3,101.26",7.82B,2.43%
2020年7月2日,"3,084.24","3,005.36","3,088.96","3,003.78",6.72B,2.47%
2020年7月1日,"3,009.86","2,950.49","3,010.36","2,941.38",4.27B,2.30%
2020年6月30日,"2,942.07","2,933.93","2,951.12","2,928.68",2.70B,0.57%
2020年6月29日,"2,925.48","2,935.54","2,942.49","2,909.45",3.25B,-0.61%
2020年6月24日,"2,943.47","2,928.52","2,947.19","2,926.84",3.02B,0.62%
2020年6月23日,"2,925.42","2,913.01","2,929.80","2,902.12",2.75B,0.12%
2020年6月22日,"2,921.89","2,921.30","2,947.61","2,912.49",3.73B,-0.14%
2020年6月19日,"2,925.94","2,891.31","2,933.90","2,888.92",3.71B,1.28%
2020年6月18日,"2,888.96","2,872.17","2,892.12","2,860.50",2.76B,0.27%
2020年6月17日,"2,881.13","2,879.85","2,882.10","2,864.16",2.22B,0.07%
2020年6月16日,"2,878.99","2,867.71","2,879.53","2,861.01",2.42B,1.42%
2020年6月15日,"2,838.61","2,862.49","2,875.03","2,838.61",2.93B,-1.58%
2020年6月12日,"2,884.12","2,840.80","2,884.99","2,837.55",3.41B,0.26%
2020年6月11日,"2,876.51","2,899.49","2,907.66","2,867.20",2.90B,-1.10%
2020年6月10日,"2,908.48","2,925.17","2,925.17","2,905.21",2.27B,-0.68%
2020年6月9日,"2,928.30","2,911.95","2,931.54","2,905.84",2.44B,0.64%
2020年6月8日,"2,909.59","2,907.68","2,925.20","2,904.03",2.93B,0.46%
2020年6月5日,"2,896.35","2,886.23","2,896.35","2,871.87",2.13B,0.45%
2020年6月4日,"2,883.36","2,900.96","2,902.90","2,876.44",2.19B,-0.20%
2020年6月3日,"2,889.11","2,900.87","2,922.78","2,889.08",2.78B,0.11%
2020年6月2日,"2,885.92","2,864.53","2,890.81","2,862.68",2.67B,0.54%
2020年6月1日,"2,870.36","2,832.22","2,873.05","2,832.22",2.84B,2.27%
2020年5月29日,"2,806.66","2,791.62","2,813.82","2,788.87",2.15B,-0.11%
2020年5月28日,"2,809.66","2,797.37","2,830.46","2,785.32",2.29B,0.51%
2020年5月27日,"2,795.48","2,810.47","2,814.56","2,790.84",1.98B,-0.48%
2020年5月26日,"2,808.84","2,806.25","2,811.83","2,796.85",1.81B,0.69%
2020年5月25日,"2,789.71","2,784.43","2,789.82","2,762.30",1.87B,0.50%
2020年5月22日,"2,775.81","2,840.88","2,841.11","2,775.31",2.60B,-2.49%
2020年5月21日,"2,846.82","2,866.74","2,867.91","2,844.14",1.91B,-0.33%
2020年5月20日,"2,856.14","2,861.59","2,864.67","2,847.26",1.99B,-0.16%
2020年5月19日,"2,860.67","2,869.23","2,872.70","2,854.89",2.27B,0.83%
2020年5月18日,"2,837.17","2,821.73","2,849.85","2,813.26",2.26B,0.62%
2020年5月15日,"2,819.69","2,845.91","2,849.17","2,818.37",1.95B,-0.52%
2020年5月14日,"2,834.53","2,854.78","2,854.78","2,833.95",1.98B,-1.16%
2020年5月13日,"2,867.71","2,860.82","2,869.70","2,845.34",1.83B,-0.07%
2020年5月12日,"2,869.60","2,871.31","2,880.50","2,855.02",2.13B,-0.08%
2020年5月11日,"2,871.85","2,876.77","2,897.99","2,864.96",2.53B,-0.04%
2020年5月8日,"2,873.01","2,864.86","2,883.69","2,858.11",2.70B,0.65%
2020年5月7日,"2,854.42","2,860.96","2,863.16","2,845.66",2.39B,-0.33%
2020年5月6日,"2,863.85","2,823.29","2,865.11","2,823.27",3.55B,0.07%
2020年4月30日,"2,861.91","2,851.14","2,882.70","2,851.14",3.04B,0.60%
2020年4月29日,"2,844.81","2,814.60","2,852.10","2,814.07",2.54B,0.70%
2020年4月28日,"2,825.14","2,814.23","2,832.06","2,781.15",2.71B,0.71%
2020年4月27日,"2,805.22","2,786.47","2,818.54","2,783.17",2.31B,1.05%
2020年4月24日,"2,776.02","2,789.05","2,789.05","2,770.34",1.99B,-0.77%
2020年4月23日,"2,797.66","2,813.73","2,820.24","2,794.46",2.45B,-0.23%
2020年4月22日,"2,804.24","2,774.44","2,804.24","2,768.40",2.07B,0.71%
2020年4月21日,"2,784.53","2,808.91","2,808.91","2,767.27",2.49B,-1.25%
2020年4月20日,"2,819.79","2,812.80","2,821.01","2,799.92",2.76B,0.38%
2020年4月17日,"2,809.08","2,790.83","2,825.96","2,782.71",3.49B,1.47%
2020年4月16日,"2,768.26","2,751.69","2,771.43","2,750.29",2.30B,0.14%
2020年4月15日,"2,764.49","2,783.28","2,788.09","2,761.44",2.31B,-0.76%
2020年4月14日,"2,785.72","2,756.50","2,785.80","2,745.99",2.67B,1.70%
2020年4月13日,"2,739.17","2,740.09","2,749.48","2,731.03",1.92B,-0.39%
2020年4月10日,"2,749.85","2,755.20","2,787.28","2,742.52",2.54B,-0.10%
2020年4月9日,"2,752.59","2,754.72","2,760.59","2,749.42",2.38B,0.32%
2020年4月8日,"2,743.89","2,742.36","2,753.49","2,736.09",2.54B,-0.49%
2020年4月7日,"2,757.41","2,756.27","2,762.31","2,743.16",3.60B,1.79%
2020年4月3日,"2,708.82","2,707.82","2,720.84","2,697.83",2.44B,-0.41%
2020年4月2日,"2,719.89","2,667.94","2,719.89","2,665.81",2.87B,1.41%
2020年4月1日,"2,682.08","2,684.50","2,722.32","2,680.08",2.75B,-0.27%
2020年3月31日,"2,689.38","2,713.50","2,716.02","2,684.21",3.03B,-0.02%
2020年3月30日,"2,690.04","2,667.12","2,696.33","2,664.72",3.40B,-0.42%
2020年3月27日,"2,701.44","2,722.47","2,733.52","2,701.44",3.54B,0.45%
2020年3月26日,"2,689.28","2,676.62","2,716.34","2,673.44",2.82B,-0.40%
2020年3月25日,"2,700.19","2,700.10","2,711.12","2,681.09",3.85B,2.30%
2020年3月24日,"2,639.38","2,608.24","2,641.87","2,592.60",3.69B,3.12%
2020年3月23日,"2,559.62","2,548.85","2,586.11","2,548.00",3.25B,-2.62%
2020年3月20日,"2,628.42","2,597.98","2,636.14","2,580.36",3.72B,2.28%
2020年3月19日,"2,569.79","2,611.75","2,630.05","2,517.30",4.95B,-2.13%
2020年3月18日,"2,625.75","2,695.42","2,724.30","2,625.60",3.77B,-2.23%
